% Edge sensor logfile normalized 'log_20240301_171536.564/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1709309737.7910 0 713 1000 859 302 0 0 0  0.0395
1709309737.7988 0 772 1000 925 338 0 0 0  0.0425
1709309737.8069 0 795 1000 976 352 0 0 0  0.0439
1709309737.8152 0 818 1000 957 348 0 0 0  0.0440
1709309737.8229 0 831 1000 996 352 0 0 0  0.0449
1709309737.8312 0 859 1000 952 332 0 0 0  0.0444
1709309737.8390 0 886 1000 970 332 0 0 0  0.0451
1709309737.8469 0 872 1000 946 322 0 0 0  0.0444
1709309737.8550 0 881 1000 921 304 0 0 0  0.0439
1709309737.8633 0 877 1000 917 297 0 0 0  0.0437
1709309737.8713 0 931 1000 925 295 0 0 0  0.0447
1709309737.8793 0 931 1000 910 299 0 0 0  0.0444
1709309737.8865 0 959 1000 906 287 0 0 0  0.0446
1709309737.8949 0 1000 1000 934 290 0 0 0  0.0457
1709309737.9031 0 1000 1000 941 272 0 0 0  0.0456
1709309737.9113 0 1000 1000 915 257 0 0 0  0.0450
1709309737.9193 0 1000 1000 888 247 0 0 0  0.0445
1709309737.9265 0 1000 1000 853 224 0 0 0  0.0436
1709309737.9350 0 1000 1000 815 208 0 0 0  0.0427
1709309737.9426 0 1000 1000 784 186 0 0 0  0.0418
1709309737.9510 0 1000 1000 806 191 0 0 0  0.0424
1709309737.9593 0 1000 1000 804 191 0 0 0  0.0423
1709309737.9669 0 1000 1000 808 190 0 0 0  0.0424
1709309737.9752 0 1000 1000 804 186 0 0 0  0.0423
1709309737.9825 0 1000 1000 789 163 0 0 0  0.0419
1709309737.9913 0 1000 1000 733 145 0 0 0  0.0404
1709309737.9989 0 1000 1000 725 138 0 0 0  0.0402
1709309738.0066 0 1000 1000 722 127 0 0 0  0.0401
1709309738.0153 0 1000 1000 696 120 0 0 0  0.0392
1709309738.0226 0 1000 1000 712 112 0 0 0  0.0398
1709309738.0312 0 1000 1000 709 100 0 0 0  0.0397
1709309738.0395 0 1000 1000 698 87 0 0 0  0.0393
1709309738.0469 0 1000 1000 722 94 0 0 0  0.0400
1709309738.0556 0 1000 1000 725 85 0 0 0  0.0401
1709309738.0625 0 1000 1000 674 72 0 0 0  0.0381
1709309738.0708 0 1000 1000 659 71 0 0 0  0.0374
1709309738.0791 0 1000 1000 647 52 0 0 0  0.0369
1709309738.0871 0 1000 1000 628 59 0 0 0  0.0361
1709309738.0943 10 1000 1000 639 59 0 0 0  0.0366
1709309738.1029 10 1000 1000 617 46 0 0 0  0.0358
1709309738.1109 32 1000 1000 594 44 0 0 0  0.0351
1709309738.1192 130 1000 1000 610 39 0 0 0  0.0362
1709309738.1267 86 1000 1000 605 42 0 0 0  0.0358
1709309738.1346 65 1000 1000 597 29 0 0 0  0.0354
1709309738.1436 152 1000 1000 590 34 0 0 0  0.0358
1709309738.1509 141 1000 1000 632 56 0 0 0  0.0371
1709309738.1588 54 1000 1000 619 39 0 0 0  0.0361
1709309738.1675 97 1000 1000 619 39 0 0 0  0.0363
1709309738.1748 108 1000 1000 625 56 0 0 0  0.0366
1709309738.1827 152 1000 1000 669 46 0 0 0  0.0387
1709309738.1904 0 1000 1000 650 49 0 0 0  0.0370
1709309738.1987 65 1000 1000 632 39 0 0 0  0.0366
1709309738.2068 43 1000 1000 627 36 0 0 0  0.0363
1709309738.2153 43 1000 1000 636 46 0 0 0  0.0366
1709309738.2224 43 1000 1000 632 51 0 0 0  0.0365
1709309738.2313 54 1000 1000 628 34 0 0 0  0.0364
1709309738.2392 32 1000 1000 594 41 0 0 0  0.0351
1709309738.2464 0 1000 1000 599 39 0 0 0  0.0351
1709309738.2545 43 1000 1000 619 46 0 0 0  0.0360
1709309738.2629 0 1000 1000 610 42 0 0 0  0.0355
1709309738.2713 0 1000 1000 630 54 0 0 0  0.0362
1709309738.2789 0 1000 1000 614 57 0 0 0  0.0356
1709309738.2872 0 1000 1000 606 47 0 0 0  0.0353
1709309738.2952 0 1000 1000 621 54 0 0 0  0.0359
1709309738.3030 0 1000 1000 634 71 0 0 0  0.0363
1709309738.3113 0 1000 1000 623 64 0 0 0  0.0359
1709309738.3187 0 1000 1000 669 80 0 0 0  0.0378
1709309738.3265 0 1000 1000 681 90 0 0 0  0.0384
1709309738.3350 0 1000 1000 705 114 0 0 0  0.0396
1709309738.3432 0 1000 1000 725 115 0 0 0  0.0401
1709309738.3512 0 1000 1000 738 130 0 0 0  0.0405
1709309738.3585 0 1000 1000 760 133 0 0 0  0.0411
1709309738.3671 0 1000 1000 778 138 0 0 0  0.0415
1709309738.3749 0 1000 1000 798 165 0 0 0  0.0421
1709309738.3832 0 1000 1000 806 183 0 0 0  0.0423
1709309738.3910 0 1000 1000 782 191 0 0 0  0.0418
1709309738.3992 0 1000 1000 817 200 0 0 0  0.0427
1709309738.4064 0 1000 1000 808 221 0 0 0  0.0426
1709309738.4146 0 1000 1000 829 228 0 0 0  0.0431
1709309738.4227 0 1000 1000 873 266 0 0 0  0.0443
1709309738.4310 0 913 1000 897 287 0 0 0  0.0438
1709309738.4397 0 845 1000 893 307 0 0 0  0.0429
1709309738.4466 0 790 1000 970 340 0 0 0  0.0436
1709309738.4549 0 731 1000 985 352 0 0 0  0.0427
1709309738.4630 0 659 1000 1000 381 0 0 0  0.0405
1709309738.4704 0 563 1000 987 408 0 0 0  0.0374
1709309738.4788 0 472 1000 1000 418 0 0 0  0.0357
1709309738.4871 0 436 986 1000 434 0 0 0  0.0351
1709309738.4946 0 390 993 1000 467 0 0 0  0.0351
1709309738.5039 0 340 961 1000 474 0 0 0  0.0341
1709309738.5113 0 286 926 1000 499 0 0 0  0.0335
1709309738.5192 0 204 899 1000 542 0 0 0  0.0333
1709309738.5264 0 136 856 1000 557 19 0 0  0.0325
1709309738.5348 0 63 799 1000 555 3 0 0  0.0310
1709309738.5424 0 4 776 1000 561 11 0 0  0.0305
1709309738.5515 0 45 821 1000 614 36 0 0  0.0331
1709309738.5588 0 0 785 1000 641 65 0 0  0.0333
1709309738.5667 0 0 712 1000 646 87 0 0  0.0320
1709309738.5753 0 0 705 1000 680 106 0 0  0.0333
1709309738.5828 0 0 673 1000 700 123 0 0  0.0329
1709309738.5912 0 0 632 1000 720 134 0 0  0.0317
1709309738.5991 0 0 621 1000 742 164 0 0  0.0320
1709309738.6064 0 0 566 1000 730 157 0 0  0.0299
1709309738.6149 0 0 559 1000 720 152 0 0  0.0294
1709309738.6223 0 0 561 1000 735 192 0 0  0.0300
1709309738.6305 0 0 506 1000 733 200 0 0  0.0286
1709309738.6398 0 0 472 992 747 201 0 0  0.0282
1709309738.6470 0 0 465 1000 791 220 0 0  0.0295
1709309738.6543 0 0 456 1000 800 234 0 0  0.0296
1709309738.6632 0 0 404 963 796 228 0 0  0.0281
1709309738.6703 0 0 406 948 823 267 0 0  0.0288
1709309738.6786 0 0 356 906 818 277 0 0  0.0273
1709309738.6865 0 0 335 904 818 279 0 0  0.0270
1709309738.6944 0 0 340 901 851 292 0 0  0.0279
1709309738.7028 0 0 312 875 854 302 0 0  0.0273
1709309738.7109 0 0 289 862 864 323 0 0  0.0272
1709309738.7186 0 0 299 877 882 359 0 0  0.0284
1709309738.7270 0 0 257 850 882 346 0 0  0.0273
1709309738.7353 0 0 253 850 894 377 0 0  0.0279
1709309738.7425 0 0 242 844 912 377 0 0  0.0280
1709309738.7511 0 0 237 833 938 402 0 0  0.0286
1709309738.7592 0 0 232 835 938 420 0 0  0.0289
1709309738.7665 0 0 205 798 935 422 0 0  0.0278
1709309738.7747 0 0 210 815 968 440 0 0  0.0291
1709309738.7827 0 0 214 819 971 458 0 0  0.0296
1709309738.7906 0 0 168 789 940 433 0 0  0.0277
1709309738.7986 0 0 162 795 970 448 0 0  0.0286
1709309738.8066 0 0 143 764 970 469 0 0  0.0281
1709309738.8154 0 0 141 758 950 459 0 0  0.0275
1709309738.8224 0 0 141 789 970 482 0 0  0.0290
1709309738.8309 0 0 121 755 952 463 0 0  0.0275
1709309738.8395 0 0 132 755 960 454 0 0  0.0275
1709309738.8468 0 0 168 780 971 467 0 0  0.0286
1709309738.8545 0 0 155 782 948 448 0 0  0.0279
1709309738.8640 0 0 150 753 942 438 0 0  0.0269
1709309738.8712 0 0 152 787 968 467 0 0  0.0287
1709309738.8793 0 0 178 778 952 454 0 0  0.0280
1709309738.8866 0 0 196 802 945 412 0 0  0.0279
1709309738.8947 0 0 198 813 950 446 0 0  0.0288
1709309738.9027 0 0 212 817 912 415 0 0  0.0278
1709309738.9110 0 0 212 808 899 394 0 0  0.0270
1709309738.9193 0 0 239 820 905 395 0 0  0.0276
1709309738.9268 0 0 235 831 920 384 0 0  0.0279
1709309738.9352 0 0 267 859 910 395 0 0  0.0287
1709309738.9424 0 0 283 864 892 359 0 0  0.0282
1709309738.9507 0 0 303 882 892 348 0 0  0.0286
1709309738.9593 0 0 299 912 866 320 0 0  0.0283
1709309738.9663 0 0 349 914 854 303 0 0  0.0284
1709309738.9752 0 0 365 952 864 305 0 0  0.0295
1709309738.9824 0 0 367 939 831 288 0 0  0.0284
1709309738.9904 0 0 392 948 811 277 0 0  0.0284
1709309738.9987 0 0 417 976 819 259 0 0  0.0292
1709309739.0063 0 0 422 1000 806 246 0 0  0.0293
1709309739.0149 0 0 452 1000 803 241 0 0  0.0297
1709309739.0230 0 0 484 1000 836 244 0 0  0.0310
1709309739.0312 0 0 518 1000 828 238 0 0  0.0315
1709309739.0390 0 0 529 1000 791 197 0 0  0.0307
1709309739.0467 0 0 547 1000 778 182 0 0  0.0307
1709309739.0549 0 0 582 1000 758 185 0 0  0.0312
1709309739.0625 0 0 591 1000 723 159 0 0  0.0304
1709309739.0705 0 0 618 1000 733 142 0 0  0.0316
1709309739.0786 0 0 639 1000 712 119 0 0  0.0317
1709309739.0871 0 0 671 1000 672 105 0 0  0.0313
1709309739.0944 0 0 705 1000 677 103 0 0  0.0332
1709309739.1026 0 0 700 1000 646 77 0 0  0.0317
1709309739.1109 0 0 716 1000 606 60 0 0  0.0306
1709309739.1187 0 0 764 1000 606 54 0 0  0.0316
1709309739.1269 0 22 771 1000 585 41 0 0  0.0312
1709309739.1349 0 95 789 1000 553 26 0 0  0.0308
1709309739.1424 0 154 815 1000 515 0 0 0  0.0307
1709309739.1506 0 240 883 1000 495 0 0 0  0.0322
1709309739.1589 0 277 910 1000 489 0 0 0  0.0329
1709309739.1671 0 290 936 1000 447 0 0 0  0.0327
1709309739.1754 0 418 1000 1000 442 0 0 0  0.0352
1709309739.1825 0 481 1000 1000 413 0 0 0  0.0358
1709309739.1910 0 581 1000 981 380 0 0 0  0.0374
1709309739.1993 0 659 1000 974 365 0 0 0  0.0399
1709309739.2065 0 672 1000 957 342 0 0 0  0.0400
1709309739.2154 0 809 1000 930 327 0 0 0  0.0431
1709309739.2234 0 918 1000 954 320 0 0 0  0.0452
1709309739.2309 0 918 1000 921 276 0 0 0  0.0442
1709309739.2394 0 968 1000 870 264 0 0 0  0.0438
1709309739.2468 0 990 1000 859 256 0 0 0  0.0438
1709309739.2551 0 1000 1000 828 231 0 0 0  0.0431
1709309739.2632 0 1000 1000 817 209 0 0 0  0.0427
1709309739.2709 0 1000 1000 802 188 0 0 0  0.0423
1709309739.2784 0 1000 1000 802 188 0 0 0  0.0423
1709309739.2864 0 1000 1000 778 166 0 0 0  0.0416
1709309739.2943 0 1000 1000 771 163 0 0 0  0.0414
1709309739.3027 0 1000 1000 756 143 0 0 0  0.0410
1709309739.3108 0 1000 1000 731 127 0 0 0  0.0403
1709309739.3192 0 1000 1000 749 122 0 0 0  0.0408
1709309739.3265 0 1000 1000 725 114 0 0 0  0.0401
1709309739.3344 0 1000 1000 711 92 0 0 0  0.0397
1709309739.3426 0 1000 1000 694 95 0 0 0  0.0391
1709309739.3510 32 1000 1000 696 90 0 0 0  0.0394
1709309739.3589 0 1000 1000 659 66 0 0 0  0.0374
1709309739.3672 32 1000 1000 658 59 0 0 0  0.0375
1709309739.3744 97 1000 1000 659 54 0 0 0  0.0379
1709309739.3833 119 1000 1000 643 47 0 0 0  0.0374
1709309739.3905 141 1000 1000 627 39 0 0 0  0.0369
1709309739.3990 108 1000 1000 617 38 0 0 0  0.0363
1709309739.4067 141 1000 1000 617 33 0 0 0  0.0366
1709309739.4151 184 1000 1000 612 33 0 0 0  0.0367
1709309739.4225 152 1000 1000 603 23 0 0 0  0.0362
1709309739.4304 141 1000 1000 610 29 0 0 0  0.0363
1709309739.4395 184 1000 1000 581 29 0 0 0  0.0357
1709309739.4470 206 1000 1000 606 38 0 0 0  0.0367
1709309739.4552 141 1000 1000 599 34 0 0 0  0.0360
1709309739.4626 141 1000 1000 601 21 0 0 0  0.0360
1709309739.4709 315 1000 1000 623 29 0 0 0  0.0383
1709309739.4788 195 1000 1000 592 16 0 0 0  0.0361
1709309739.4871 173 1000 1000 603 33 0 0 0  0.0363
1709309739.4950 86 1000 1000 634 39 0 0 0  0.0368
1709309739.5029 173 1000 1000 638 51 0 0 0  0.0376
1709309739.5112 173 1000 1000 638 39 0 0 0  0.0376
1709309739.5185 141 1000 1000 647 56 0 0 0  0.0377
1709309739.5264 10 1000 1000 663 57 0 0 0  0.0376
1709309739.5348 0 1000 1000 669 84 0 0 0  0.0378
1709309739.5427 0 1000 1000 645 67 0 0 0  0.0368
1709309739.5507 0 1000 1000 652 69 0 0 0  0.0371
1709309739.5591 0 1000 1000 636 67 0 0 0  0.0364
1709309739.5664 0 1000 1000 658 71 0 0 0  0.0373
1709309739.5756 0 1000 1000 674 92 0 0 0  0.0381
1709309739.5837 0 1000 1000 659 82 0 0 0  0.0374
1709309739.5913 0 1000 1000 689 87 0 0 0  0.0388
1709309739.5993 0 1000 1000 711 105 0 0 0  0.0397
1709309739.6065 0 1000 1000 694 110 0 0 0  0.0391
1709309739.6147 0 1000 1000 716 110 0 0 0  0.0399
1709309739.6226 0 1000 1000 749 138 0 0 0  0.0408
1709309739.6308 0 1000 1000 744 135 0 0 0  0.0407
1709309739.6399 0 1000 1000 744 143 0 0 0  0.0407
1709309739.6464 0 1000 1000 782 153 0 0 0  0.0417
1709309739.6547 0 1000 1000 811 170 0 0 0  0.0424
1709309739.6631 0 1000 1000 797 173 0 0 0  0.0421
1709309739.6708 0 1000 1000 829 185 0 0 0  0.0429
1709309739.6792 0 1000 1000 866 218 0 0 0  0.0438
1709309739.6865 0 1000 1000 877 224 0 0 0  0.0441
1709309739.6950 0 1000 1000 899 247 0 0 0  0.0447
1709309739.7032 0 1000 1000 908 257 0 0 0  0.0449
1709309739.7104 0 1000 1000 903 269 0 0 0  0.0449
1709309739.7193 0 1000 1000 956 300 0 0 0  0.0461
1709309739.7269 0 972 1000 937 302 0 0 0  0.0455
1709309739.7352 0 863 1000 936 312 0 0 0  0.0440
1709309739.7428 0 818 1000 910 305 0 0 0  0.0427
1709309739.7512 0 822 1000 934 312 0 0 0  0.0433
1709309739.7587 0 736 1000 937 337 0 0 0  0.0419
1709309739.7674 0 681 1000 957 357 0 0 0  0.0406
1709309739.7745 0 659 1000 968 353 0 0 0  0.0397
1709309739.7828 0 640 1000 983 373 0 0 0  0.0394
1709309739.7905 0 590 1000 987 388 0 0 0  0.0379
1709309739.7989 0 540 1000 998 413 0 0 0  0.0371
1709309739.8067 0 490 1000 1000 414 0 0 0  0.0360
1709309739.8151 0 409 1000 1000 414 0 0 0  0.0346
1709309739.8225 0 445 995 1000 447 0 0 0  0.0356
1709309739.8308 0 372 947 1000 462 0 0 0  0.0341
1709309739.8392 0 295 910 1000 456 0 0 0  0.0325
1709309739.8475 0 309 938 1000 482 0 0 0  0.0336
1709309739.8545 0 290 899 1000 497 0 0 0  0.0330
1709309739.8633 0 209 881 1000 517 0 0 0  0.0324
1709309739.8706 0 172 899 1000 571 0 0 0  0.0338
1709309739.8790 0 168 899 1000 585 13 0 0  0.0342
1709309739.8871 0 163 901 1000 586 9 0 0  0.0342
1709309739.8951 0 131 888 1000 591 27 0 0  0.0340
1709309739.9025 0 104 851 1000 586 16 0 0  0.0330
1709309739.9105 0 109 856 1000 578 31 0 0  0.0329
1709309739.9188 0 100 869 1000 586 16 0 0  0.0333
1709309739.9272 0 63 837 1000 583 24 0 0  0.0325
1709309739.9353 0 36 821 1000 585 39 0 0  0.0322
1709309739.9442 0 9 764 1000 576 39 0 0  0.0307
1709309739.9505 0 18 771 1000 588 41 0 0  0.0312
1709309739.9583 0 0 764 1000 576 34 0 0  0.0307
1709309739.9673 0 50 783 1000 575 16 0 0  0.0312
1709309739.9744 0 81 824 1000 603 36 0 0  0.0330
1709309739.9824 0 59 805 1000 571 39 0 0  0.0315
1709309739.9911 0 81 805 1000 571 21 0 0  0.0316
1709309739.9993 0 63 815 1000 590 44 0 0  0.0323
1709309740.0071 0 50 801 1000 588 36 0 0  0.0319
1709309740.0153 0 68 799 1000 588 21 0 0  0.0319
1709309740.0225 0 59 824 1000 601 36 0 0  0.0328
1709309740.0303 0 81 849 1000 609 37 0 0  0.0336
1709309740.0390 0 109 860 1000 618 37 0 0  0.0343
1709309740.0465 0 118 901 1000 614 36 0 0  0.0349
1709309740.0544 0 150 885 1000 576 0 0 0  0.0336
1709309740.0632 0 159 881 1000 557 6 0 0  0.0330
1709309740.0704 0 163 863 1000 561 13 0 0  0.0328
1709309740.0793 0 145 863 1000 528 1 0 0  0.0319
1709309740.0865 0 159 842 1000 497 0 0 0  0.0309
1709309740.0945 0 209 888 1000 509 0 0 0  0.0324
1709309740.1027 0 236 883 1000 500 0 0 0  0.0323
1709309740.1116 0 231 892 1000 500 0 0 0  0.0324
1709309740.1190 0 240 936 1000 504 0 0 0  0.0333
1709309740.1264 0 290 938 1000 484 0 0 0  0.0334
1709309740.1350 0 331 965 1000 472 0 0 0  0.0340
1709309740.1433 0 336 970 1000 446 0 0 0  0.0337
1709309740.1504 0 327 984 1000 446 0 0 0  0.0338
1709309740.1587 0 418 1000 1000 433 0 0 0  0.0350
1709309740.1666 0 477 1000 1000 426 0 0 0  0.0359
1709309740.1746 0 522 1000 1000 419 0 0 0  0.0368
1709309740.1829 0 540 1000 1000 416 0 0 0  0.0371
1709309740.1908 0 527 1000 992 391 0 0 0  0.0363
1709309740.1987 0 609 1000 996 391 0 0 0  0.0387
1709309740.2069 0 659 1000 990 371 0 0 0  0.0403
1709309740.2149 0 722 1000 983 348 0 0 0  0.0424
1709309740.2227 0 768 1000 1000 363 0 0 0  0.0439
1709309740.2310 0 786 1000 979 361 0 0 0  0.0439
1709309740.2399 0 813 1000 974 330 0 0 0  0.0440
1709309740.2470 0 863 1000 985 333 0 0 0  0.0450
1709309740.2543 0 859 1000 961 315 0 0 0  0.0444
1709309740.2627 0 895 1000 954 309 0 0 0  0.0448
1709309740.2712 0 959 1000 946 304 0 0 0  0.0455
1709309740.2788 0 927 1000 943 285 0 0 0  0.0448
1709309740.2873 0 936 1000 932 287 0 0 0  0.0448
1709309740.2949 0 959 1000 937 295 0 0 0  0.0452
1709309740.3038 0 977 1000 912 279 0 0 0  0.0449
1709309740.3111 0 990 1000 893 271 0 0 0  0.0446
1709309740.3201 0 1000 1000 906 280 0 0 0  0.0451
1709309740.3273 0 1000 1000 903 279 0 0 0  0.0450
1709309740.3346 0 1000 1000 882 266 0 0 0  0.0445
1709309740.3433 0 1000 1000 881 252 0 0 0  0.0444
1709309740.3505 0 1000 1000 886 254 0 0 0  0.0445
1709309740.3592 0 1000 1000 882 238 0 0 0  0.0443
1709309740.3673 0 1000 1000 872 229 0 0 0  0.0440
1709309740.3745 0 1000 1000 879 233 0 0 0  0.0442
1709309740.3828 0 1000 1000 859 226 0 0 0  0.0437
1709309740.3913 0 1000 1000 866 226 0 0 0  0.0439
1709309740.3993 0 1000 1000 861 218 0 0 0  0.0437
1709309740.4065 0 1000 1000 844 214 0 0 0  0.0433
1709309740.4153 0 1000 1000 848 213 0 0 0  0.0434
1709309740.4225 0 1000 1000 851 211 0 0 0  0.0435
1709309740.4307 0 1000 1000 840 209 0 0 0  0.0432
1709309740.4390 0 1000 1000 844 201 0 0 0  0.0433
1709309740.4472 0 1000 1000 826 191 0 0 0  0.0428
1709309740.4544 0 1000 1000 791 185 0 0 0  0.0420
1709309740.4632 0 1000 1000 755 161 0 0 0  0.0410
1709309740.4712 0 1000 1000 765 170 0 0 0  0.0413
1709309740.4794 0 1000 1000 762 166 0 0 0  0.0412
1709309740.4872 0 1000 1000 764 150 0 0 0  0.0412
1709309740.4950 0 1000 1000 764 145 0 0 0  0.0412
1709309740.5033 0 1000 1000 744 133 0 0 0  0.0407
1709309740.5111 0 1000 1000 753 135 0 0 0  0.0409
1709309740.5193 0 1000 1000 760 153 0 0 0  0.0411
1709309740.5266 0 1000 1000 747 145 0 0 0  0.0408
1709309740.5345 0 1000 1000 734 133 0 0 0  0.0404
1709309740.5424 0 1000 1000 734 127 0 0 0  0.0404
1709309740.5507 0 1000 1000 744 127 0 0 0  0.0407
1709309740.5591 0 1000 1000 727 130 0 0 0  0.0402
1709309740.5664 0 1000 1000 712 130 0 0 0  0.0398
1709309740.5746 0 1000 1000 727 123 0 0 0  0.0402
1709309740.5825 0 1000 1000 718 104 0 0 0  0.0399
1709309740.5906 0 1000 1000 702 99 0 0 0  0.0395
1709309740.5994 0 1000 1000 740 122 0 0 0  0.0405
1709309740.6064 0 1000 1000 723 117 0 0 0  0.0401
1709309740.6146 0 1000 1000 725 119 0 0 0  0.0401
1709309740.6227 0 1000 1000 749 123 0 0 0  0.0408
1709309740.6304 0 1000 1000 751 130 0 0 0  0.0408
1709309740.6392 0 1000 1000 758 130 0 0 0  0.0410
1709309740.6464 0 1000 1000 765 133 0 0 0  0.0412
1709309740.6552 0 1000 1000 753 130 0 0 0  0.0409
1709309740.6633 0 1000 1000 758 145 0 0 0  0.0411
1709309740.6704 0 1000 1000 795 148 0 0 0  0.0419
1709309740.6794 0 1000 1000 753 130 0 0 0  0.0409
1709309740.6865 0 1000 1000 758 140 0 0 0  0.0410
1709309740.6944 0 1000 1000 776 138 0 0 0  0.0415
1709309740.7032 0 1000 1000 782 153 0 0 0  0.0417
1709309740.7113 0 1000 1000 767 145 0 0 0  0.0413
1709309740.7186 0 1000 1000 791 145 0 0 0  0.0418
1709309740.7264 0 1000 1000 782 163 0 0 0  0.0417
1709309740.7347 0 1000 1000 802 166 0 0 0  0.0422
1709309740.7426 0 1000 1000 791 161 0 0 0  0.0419
1709309740.7506 0 1000 1000 806 168 0 0 0  0.0423
1709309740.7588 0 1000 1000 804 180 0 0 0  0.0423
1709309740.7671 0 1000 1000 797 186 0 0 0  0.0422
1709309740.7744 0 1000 1000 806 190 0 0 0  0.0424
1709309740.7832 0 1000 1000 791 181 0 0 0  0.0420
1709309740.7913 0 1000 1000 824 203 0 0 0  0.0429
1709309740.7993 0 1000 1000 862 218 0 0 0  0.0437
1709309740.8069 0 1000 1000 872 228 0 0 0  0.0440
1709309740.8152 0 1000 1000 853 209 0 0 0  0.0435
1709309740.8230 0 1000 1000 901 239 0 0 0  0.0446
1709309740.8313 0 1000 1000 873 252 0 0 0  0.0442
1709309740.8392 0 1000 1000 886 239 0 0 0  0.0444
1709309740.8473 0 1000 1000 901 244 0 0 0  0.0447
1709309740.8547 0 1000 1000 882 259 0 0 0  0.0444
1709309740.8630 0 1000 1000 873 261 0 0 0  0.0443
1709309740.8709 0 1000 1000 906 269 0 0 0  0.0450
1709309740.8794 0 972 1000 886 257 0 0 0  0.0442
1709309740.8867 0 963 1000 903 271 0 0 0  0.0445
1709309740.8950 0 968 1000 915 309 0 0 0  0.0451
1709309740.9031 0 886 1000 941 299 0 0 0  0.0443
1709309740.9114 0 845 1000 943 319 0 0 0  0.0439
1709309740.9191 0 831 1000 967 335 0 0 0  0.0442
1709309740.9273 0 763 1000 968 342 0 0 0  0.0430
1709309740.9344 0 745 1000 974 352 0 0 0  0.0429
1709309740.9427 0 736 1000 946 347 0 0 0  0.0422
1709309740.9509 0 731 1000 957 348 0 0 0  0.0422
1709309740.9591 0 722 1000 965 361 0 0 0  0.0423
1709309740.9663 0 672 1000 985 371 0 0 0  0.0408
1709309740.9745 0 677 1000 1000 411 0 0 0  0.0418
1709309740.9824 0 659 1000 1000 419 0 0 0  0.0411
1709309740.9908 0 627 1000 1000 419 0 0 0  0.0398
1709309740.9989 0 595 1000 1000 438 0 0 0  0.0390
1709309741.0071 0 513 1000 1000 446 0 0 0  0.0370
1709309741.0148 0 427 1000 1000 477 0 0 0  0.0360
1709309741.0238 0 409 1000 1000 519 0 0 0  0.0365
1709309741.0309 0 327 993 1000 540 0 0 0  0.0359
1709309741.0393 0 218 958 1000 573 3 0 0  0.0352
1709309741.0463 0 190 926 1000 623 37 0 0  0.0360
1709309741.0546 0 90 874 1000 636 59 0 0  0.0351
1709309741.0633 0 31 837 1000 661 88 0 0  0.0352
1709309741.0713 0 0 789 1000 704 121 0 0  0.0363
1709309741.0784 0 0 742 1000 743 164 0 0  0.0365
1709309741.0872 0 0 705 1000 768 208 0 0  0.0365
1709309741.0949 0 0 634 1000 813 262 0 0  0.0347
1709309741.1031 0 0 600 1000 829 279 0 0  0.0340
1709309741.1107 0 0 550 1000 829 266 0 0  0.0325
1709309741.1186 0 0 497 1000 871 275 0 0  0.0323
