% Edge sensor logfile log_20240301_171536.564/log_edge.txt
% 	Calib white 198 345 561 652 714 726 681 594
% 	Calib black 106 125 123 105 109 117 111 105
% 	White threshold (of 1000) 700 
% 1 	Time (sec)
% 2 	Edge valid
% 3 	Left edge position(m)
% 4 	Right edge position (m)
% 5 	Line width (m)
1709309741.0393 1 0.032 -0.003 0.0352
1709309741.0463 1 0.031 -0.005 0.0360
1709309741.0546 1 0.030 -0.006 0.0351
1709309741.0633 1 0.029 -0.007 0.0352
1709309741.0713 1 0.028 -0.009 0.0363
1709309741.0784 1 0.027 -0.010 0.0365
1709309741.0872 1 0.026 -0.011 0.0365
1709309741.0949 1 0.023 -0.012 0.0347
1709309741.1031 1 0.021 -0.013 0.0340
1709309741.1107 1 0.020 -0.012 0.0325
1709309741.1186 1 0.019 -0.013 0.0323
1709309741.1269 1 0.018 -0.014 0.0319
1709309741.1346 1 0.015 -0.016 0.0309
1709309741.1433 1 0.014 -0.017 0.0304
1709309741.1505 1 0.012 -0.018 0.0298
1709309741.1590 1 0.010 -0.018 0.0281
1709309741.1667 1 0.009 -0.020 0.0286
1709309741.1750 1 0.006 -0.023 0.0288
1709309741.1830 1 0.003 -0.024 0.0268
1709309741.1908 1 0.000 -0.025 0.0255
1709309741.1990 1 -0.002 -0.028 0.0256
1709309741.2067 1 -0.005 -0.029 0.0243
1709309741.2150 1 -0.008 -0.030 0.0228
1709309741.2233 1 -0.009 -0.033 0.0232
1709309741.2311 1 -0.013 -0.034 0.0216
1709309741.2400 1 -0.015 -0.036 0.0206
1709309741.2473 1 -0.017 -0.038 0.0211
1709309741.2549 1 -0.019 -0.039 0.0202
1709309741.2631 1 -0.022 -0.042 0.0201
1709309741.2704 1 -0.022 -0.045 0.0232
1709309741.2791 1 -0.024 -0.047 0.0227
1709309741.2873 1 -0.028 -0.048 0.0196
1709309741.2951 1 -0.030 -0.050 0.0205
1709309741.3030 1 -0.033 -0.051 0.0178
1709309741.3112 1 -0.036 -0.051 0.0154
1709309741.3184 1 -0.037 -0.054 0.0170
1709309741.3271 1 -0.039 -0.052 0.0128
1709309741.3353 1 -0.040 -0.054 0.0138
1709309741.3431 0 0.000 0.000 0.0000
1709309741.3510 1 -0.050 -0.060 0.0096
1709309741.3592 1 -0.054 -0.060 0.0056
1709309741.3673 1 -0.056 -0.060 0.0037
1709309741.3751 1 -0.055 -0.060 0.0050
1709309741.3841 1 -0.059 -0.060 0.0015
1709309741.3909 0 0.000 0.000 0.0000
1709309741.3987 1 -0.059 -0.060 0.0006
1709309741.4068 0 0.000 0.000 0.0000
1709309741.4150 0 0.000 0.000 0.0000
1709309741.4228 0 0.000 0.000 0.0000
1709309741.4308 0 0.000 0.000 0.0000
1709309741.4398 0 0.000 0.000 0.0000
1709309741.4465 0 0.000 0.000 0.0000
1709309741.4547 0 0.000 0.000 0.0000
1709309741.4629 0 0.000 0.000 0.0000
1709309741.4703 0 0.000 0.000 0.0000
1709309741.4793 0 0.000 0.000 0.0000
1709309741.4864 0 0.000 0.000 0.0000
1709309741.4948 0 0.000 0.000 0.0000
1709309741.5031 0 0.000 0.000 0.0000
1709309741.5113 0 0.000 0.000 0.0000
1709309741.5189 0 0.000 0.000 0.0000
1709309741.5272 0 0.000 0.000 0.0000
1709309741.5344 0 0.000 0.000 0.0000
1709309741.5427 0 0.000 0.000 0.0000
1709309741.5510 0 0.000 0.000 0.0000
1709309741.5592 0 0.000 0.000 0.0000
1709309741.5671 0 0.000 0.000 0.0000
1709309741.5752 0 0.000 0.000 0.0000
1709309741.5823 0 0.000 0.000 0.0000
1709309741.5906 0 0.000 0.000 0.0000
1709309741.5987 0 0.000 0.000 0.0000
1709309741.6069 0 0.000 0.000 0.0000
1709309741.6143 0 0.000 0.000 0.0000
1709309741.6229 0 0.000 0.000 0.0000
1709309741.6311 0 0.000 0.000 0.0000
1709309741.6394 0 0.000 0.000 0.0000
1709309741.6465 0 0.000 0.000 0.0000
1709309741.6544 0 0.000 0.000 0.0000
1709309741.6632 0 0.000 0.000 0.0000
1709309741.6713 0 0.000 0.000 0.0000
1709309741.6784 0 0.000 0.000 0.0000
1709309741.6872 0 0.000 0.000 0.0000
1709309741.6948 0 0.000 0.000 0.0000
1709309741.7024 0 0.000 0.000 0.0000
1709309741.7111 0 0.000 0.000 0.0000
1709309741.7192 0 0.000 0.000 0.0000
1709309741.7266 0 0.000 0.000 0.0000
1709309741.7353 0 0.000 0.000 0.0000
1709309741.7439 0 0.000 0.000 0.0000
1709309741.7512 0 0.000 0.000 0.0000
1709309741.7591 0 0.000 0.000 0.0000
1709309741.7673 0 0.000 0.000 0.0000
1709309741.7746 0 0.000 0.000 0.0000
