% Edge sensor logfile normalized 'log_20240301_165400.910/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1709308442.7753 0 0 235 835 942 431 0 0  0.0291
1709308442.7834 0 0 235 828 920 418 0 0  0.0284
1709308442.7911 0 0 239 824 900 390 0 0  0.0275
1709308442.7995 0 0 253 846 897 392 0 0  0.0281
1709308442.8073 0 0 267 846 889 359 0 0  0.0276
1709308442.8151 0 0 287 861 882 356 0 0  0.0279
1709308442.8241 0 0 294 882 876 354 0 0  0.0282
1709308442.8314 0 0 315 904 872 336 0 0  0.0286
1709308442.8392 0 0 324 895 856 333 0 0  0.0281
1709308442.8474 0 0 356 917 846 313 0 0  0.0285
1709308442.8553 0 0 340 930 839 302 0 0  0.0283
1709308442.8630 0 0 372 939 838 295 0 0  0.0287
1709308442.8710 0 0 390 950 831 293 0 0  0.0290
1709308442.8793 0 0 397 972 824 275 0 0  0.0291
1709308442.8870 0 0 410 952 800 246 0 0  0.0282
1709308442.8946 0 0 426 965 800 247 0 0  0.0287
1709308442.9026 0 0 433 985 803 244 0 0  0.0292
1709308442.9115 0 0 436 970 781 228 0 0  0.0283
1709308442.9195 0 0 452 967 763 205 0 0  0.0280
1709308442.9267 0 0 477 994 757 198 0 0  0.0286
1709308442.9356 0 0 513 1000 752 200 0 0  0.0293
1709308442.9426 0 0 515 1000 735 175 0 0  0.0288
1709308442.9511 0 0 568 1000 748 169 0 0  0.0305
1709308442.9585 0 0 584 1000 743 169 0 0  0.0308
1709308442.9666 0 0 593 1000 728 164 0 0  0.0306
1709308442.9755 0 0 611 1000 742 172 0 0  0.0316
1709308442.9834 0 0 618 1000 732 155 0 0  0.0316
1709308442.9916 0 0 630 1000 732 149 0 0  0.0320
1709308442.9987 0 0 655 1000 732 154 0 0  0.0330
1709308443.0069 0 0 636 1000 720 136 0 0  0.0319
1709308443.0151 0 0 639 1000 702 123 0 0  0.0314
1709308443.0233 0 0 687 1000 722 144 0 0  0.0342
1709308443.0310 0 0 671 1000 709 121 0 0  0.0330
1709308443.0393 0 0 673 1000 712 116 0 0  0.0332
1709308443.0476 0 0 675 1000 715 116 0 0  0.0334
1709308443.0547 0 0 668 1000 704 121 0 0  0.0328
1709308443.0630 0 0 682 1000 690 123 0 0  0.0328
1709308443.0712 0 0 659 1000 687 113 0 0  0.0315
1709308443.0790 0 0 657 1000 690 116 0 0  0.0316
1709308443.0872 0 0 666 1000 695 114 0 0  0.0323
1709308443.0952 0 0 630 1000 684 116 0 0  0.0302
1709308443.1026 0 0 634 1000 694 121 0 0  0.0309
1709308443.1108 0 0 627 1000 704 126 0 0  0.0310
1709308443.1191 0 0 607 1000 697 128 0 0  0.0301
1709308443.1269 0 0 618 1000 710 133 0 0  0.0309
1709308443.1350 0 0 577 1000 700 137 0 0  0.0293
1709308443.1434 0 0 591 1000 710 136 0 0  0.0300
1709308443.1508 0 0 595 1000 730 172 0 0  0.0308
1709308443.1589 0 0 579 1000 722 147 0 0  0.0300
1709308443.1670 0 0 575 1000 720 164 0 0  0.0299
1709308443.1747 0 0 595 1000 738 152 0 0  0.0310
1709308443.1838 0 0 584 1000 743 154 0 0  0.0308
1709308443.1910 0 0 579 1000 753 159 0 0  0.0309
1709308443.1988 0 0 600 1000 758 182 0 0  0.0317
1709308443.2066 0 0 586 1000 757 169 0 0  0.0312
1709308443.2148 0 0 591 1000 761 178 0 0  0.0315
1709308443.2236 0 0 584 1000 758 177 0 0  0.0312
1709308443.2315 0 0 591 1000 758 167 0 0  0.0314
1709308443.2386 0 0 591 1000 761 174 0 0  0.0315
1709308443.2475 0 0 600 1000 768 175 0 0  0.0320
1709308443.2552 0 0 600 1000 765 160 0 0  0.0318
1709308443.2634 0 0 584 1000 748 155 0 0  0.0309
1709308443.2711 0 0 591 1000 752 165 0 0  0.0312
1709308443.2793 0 0 609 1000 771 178 0 0  0.0323
1709308443.2875 0 0 611 1000 757 170 0 0  0.0320
1709308443.2953 0 0 611 1000 747 162 0 0  0.0317
1709308443.3032 0 0 611 1000 758 174 0 0  0.0321
1709308443.3115 0 0 600 1000 748 160 0 0  0.0314
1709308443.3196 0 0 593 1000 745 167 0 0  0.0311
1709308443.3267 0 0 598 1000 760 174 0 0  0.0317
1709308443.3351 0 0 602 1000 755 172 0 0  0.0317
1709308443.3430 0 0 602 1000 747 164 0 0  0.0314
1709308443.3508 0 0 586 1000 743 165 0 0  0.0308
1709308443.3591 0 0 577 1000 723 152 0 0  0.0300
1709308443.3666 0 0 559 1000 717 162 0 0  0.0293
1709308443.3747 0 0 570 1000 715 159 0 0  0.0296
1709308443.3830 0 0 557 1000 700 146 0 0  0.0288
1709308443.3908 0 0 566 1000 692 155 0 0  0.0285
1709308443.3989 0 0 582 1000 704 144 0 0  0.0296
1709308443.4067 0 0 575 1000 692 137 0 0  0.0288
1709308443.4152 0 0 559 1000 685 134 0 0  0.0280
1709308443.4234 0 0 598 1000 710 139 0 0  0.0302
1709308443.4310 0 0 568 1000 705 152 0 0  0.0292
1709308443.4388 0 0 570 1000 699 144 0 0  0.0290
1709308443.4470 0 0 593 1000 707 144 0 0  0.0300
1709308443.4547 0 0 595 1000 707 136 0 0  0.0301
1709308443.4636 0 0 614 1000 709 149 0 0  0.0307
1709308443.4716 0 0 616 1000 697 134 0 0  0.0304
1709308443.4788 0 0 616 1000 692 139 0 0  0.0301
1709308443.4868 0 0 625 1000 684 131 0 0  0.0300
1709308443.4950 0 0 614 1000 676 131 0 0  0.0292
1709308443.5027 0 0 627 1000 676 116 0 0  0.0297
1709308443.5106 0 0 623 1000 674 110 0 0  0.0294
1709308443.5188 0 0 643 1000 652 100 0 0  0.0292
1709308443.5269 0 0 680 1000 684 113 0 0  0.0323
1709308443.5347 0 0 678 1000 667 88 0 0  0.0314
1709308443.5438 0 0 689 1000 657 85 0 0  0.0315
1709308443.5516 0 0 716 1000 671 91 0 0  0.0332
1709308443.5594 0 0 712 1000 651 96 0 0  0.0322
1709308443.5676 0 0 719 1000 641 90 0 0  0.0319
1709308443.5747 0 0 730 1000 646 90 0 0  0.0324
1709308443.5836 0 0 732 1000 644 80 0 0  0.0323
1709308443.5915 0 0 753 1000 641 72 0 0  0.0327
1709308443.5988 0 0 755 1000 644 65 0 0  0.0328
1709308443.6072 0 0 757 1000 633 64 0 0  0.0324
1709308443.6148 0 0 773 1000 633 62 0 0  0.0328
1709308443.6231 0 4 783 1000 642 57 0 0  0.0333
1709308443.6308 0 31 808 1000 614 41 0 0  0.0328
1709308443.6390 0 18 817 1000 608 49 0 0  0.0328
1709308443.6472 0 40 831 1000 621 59 0 0  0.0336
1709308443.6556 0 36 819 1000 614 49 0 0  0.0331
1709308443.6626 0 22 815 1000 611 41 0 0  0.0328
1709308443.6709 0 63 833 1000 609 36 0 0  0.0333
1709308443.6795 0 154 869 1000 621 45 0 0  0.0348
1709308443.6866 0 100 851 1000 603 29 0 0  0.0335
1709308443.6949 0 109 869 1000 595 24 0 0  0.0337
1709308443.7034 0 218 892 1000 606 26 0 0  0.0351
1709308443.7116 0 159 885 1000 600 14 0 0  0.0344
1709308443.7187 0 154 904 1000 590 4 0 0  0.0343
1709308443.7275 0 172 904 1000 585 3 0 0  0.0343
1709308443.7347 0 168 904 1000 573 6 0 0  0.0339
1709308443.7431 0 209 913 1000 573 8 0 0  0.0344
1709308443.7506 0 250 915 1000 560 0 0 0  0.0344
1709308443.7588 0 181 908 1000 547 0 0 0  0.0334
1709308443.7671 0 213 913 1000 543 0 0 0  0.0336
1709308443.7748 0 222 929 1000 537 0 0 0  0.0338
1709308443.7830 0 227 915 1000 537 0 0 0  0.0336
1709308443.7911 0 222 913 1000 537 0 0 0  0.0335
1709308443.7988 0 300 938 1000 542 0 0 0  0.0348
1709308443.8076 0 263 936 1000 537 1 0 0  0.0343
1709308443.8155 0 254 933 1000 517 0 0 0  0.0337
1709308443.8232 0 313 942 1000 523 0 0 0  0.0345
1709308443.8313 0 295 933 1000 515 0 0 0  0.0340
1709308443.8395 0 336 938 1000 514 0 0 0  0.0345
1709308443.8471 0 309 958 1000 523 0 0 0  0.0347
1709308443.8548 0 268 931 1000 510 0 0 0  0.0336
1709308443.8631 0 259 942 1000 523 0 0 0  0.0340
1709308443.8709 0 281 942 1000 527 0 0 0  0.0343
1709308443.8792 0 268 945 1000 522 0 0 0  0.0341
1709308443.8874 0 245 938 1000 527 0 0 0  0.0339
1709308443.8954 0 268 947 1000 522 0 0 0  0.0341
1709308443.9041 0 281 965 1000 532 0 0 0  0.0348
1709308443.9114 0 254 949 1000 520 0 0 0  0.0340
1709308443.9195 0 263 940 1000 522 0 0 0  0.0340
1709308443.9266 0 318 968 1000 537 0 0 0  0.0353
1709308443.9353 0 281 963 1000 532 0 0 0  0.0347
1709308443.9430 0 277 958 1000 525 0 0 0  0.0345
1709308443.9516 0 290 968 1000 525 0 0 0  0.0347
1709308443.9586 0 290 963 1000 528 0 0 0  0.0347
1709308443.9674 0 313 961 1000 527 0 0 0  0.0349
1709308443.9751 0 295 968 1000 545 0 0 0  0.0353
1709308443.9832 0 254 954 1000 535 0 0 0  0.0344
1709308443.9909 0 254 965 1000 548 0 0 0  0.0349
1709308443.9989 0 250 965 1000 558 0 0 0  0.0351
1709308444.0076 0 254 958 1000 548 0 0 0  0.0348
1709308444.0152 0 259 956 1000 557 0 0 0  0.0350
1709308444.0234 0 286 963 1000 558 0 0 0  0.0354
1709308444.0316 0 263 940 1000 550 0 0 0  0.0346
1709308444.0391 0 236 924 1000 542 0 0 0  0.0340
1709308444.0472 0 263 949 1000 547 0 0 0  0.0347
1709308444.0550 0 254 947 1000 561 0 0 0  0.0350
1709308444.0627 0 240 947 1000 560 0 0 0  0.0348
1709308444.0709 0 204 940 1000 547 0 0 0  0.0341
1709308444.0791 0 268 972 1000 563 0 0 0  0.0355
1709308444.0867 0 236 952 1000 555 0 0 0  0.0347
1709308444.0949 0 222 956 1000 563 0 0 0  0.0349
1709308444.1027 0 209 949 1000 570 0 0 0  0.0349
1709308444.1114 0 195 947 1000 565 0 0 0  0.0346
1709308444.1196 0 222 952 1000 575 0 0 0  0.0352
1709308444.1268 0 209 956 1000 581 0 0 0  0.0353
1709308444.1355 0 172 938 1000 568 0 0 0  0.0344
1709308444.1426 0 195 947 1000 581 0 0 0  0.0350
1709308444.1513 0 222 945 1000 586 0 0 0  0.0354
1709308444.1590 0 186 926 1000 576 0 0 0  0.0345
1709308444.1672 0 177 922 1000 573 0 0 0  0.0343
1709308444.1752 0 172 931 1000 585 0 0 0  0.0348
1709308444.1829 0 190 917 1000 588 0 0 0  0.0347
1709308444.1910 0 159 915 1000 581 0 0 0  0.0343
1709308444.1992 0 140 924 1000 585 0 0 0  0.0344
1709308444.2067 0 168 922 1000 585 1 0 0  0.0346
1709308444.2149 0 168 933 1000 580 8 0 0  0.0346
1709308444.2229 0 177 915 1000 580 8 0 0  0.0344
1709308444.2306 0 145 899 1000 568 3 0 0  0.0336
1709308444.2388 0 154 901 1000 576 0 0 0  0.0339
1709308444.2470 0 172 899 1000 595 0 0 0  0.0345
1709308444.2554 0 140 897 1000 585 1 0 0  0.0340
1709308444.2634 0 163 892 1000 581 3 0 0  0.0339
1709308444.2716 0 163 904 1000 595 24 0 0  0.0346
1709308444.2796 0 122 894 1000 601 16 0 0  0.0343
1709308444.2867 0 145 878 1000 598 9 0 0  0.0341
1709308444.2950 0 95 883 1000 601 11 0 0  0.0340
1709308444.3033 0 109 881 1000 609 18 0 0  0.0343
1709308444.3114 0 95 885 1000 604 19 0 0  0.0341
1709308444.3185 0 122 883 1000 598 24 0 0  0.0341
1709308444.3274 0 136 913 1000 619 13 0 0  0.0353
1709308444.3355 0 122 894 1000 606 29 0 0  0.0345
1709308444.3426 0 81 876 1000 601 18 0 0  0.0338
1709308444.3510 0 95 876 1000 616 24 0 0  0.0344
1709308444.3590 0 104 856 1000 598 18 0 0  0.0335
1709308444.3673 0 95 840 1000 593 13 0 0  0.0330
1709308444.3751 0 118 851 1000 596 18 0 0  0.0334
1709308444.3833 0 95 826 1000 580 21 0 0  0.0323
1709308444.3916 0 63 842 1000 573 6 0 0  0.0323
1709308444.3991 0 109 844 1000 581 24 0 0  0.0328
1709308444.4069 0 68 819 1000 570 3 0 0  0.0318
1709308444.4151 0 72 819 1000 570 24 0 0  0.0318
1709308444.4228 0 113 828 1000 583 37 0 0  0.0325
1709308444.4310 0 77 815 1000 586 36 0 0  0.0322
1709308444.4393 0 68 812 1000 580 22 0 0  0.0320
1709308444.4469 0 72 812 1000 575 22 0 0  0.0318
1709308444.4547 0 100 810 1000 578 34 0 0  0.0320
1709308444.4630 0 104 812 1000 576 34 0 0  0.0320
1709308444.4715 0 59 812 1000 580 26 0 0  0.0319
1709308444.4786 0 95 815 1000 588 37 0 0  0.0324
1709308444.4868 0 54 801 1000 576 41 0 0  0.0316
1709308444.4954 0 77 808 1000 573 27 0 0  0.0317
1709308444.5032 0 86 815 1000 588 32 0 0  0.0323
1709308444.5115 0 81 810 1000 585 44 0 0  0.0321
1709308444.5193 0 109 819 1000 595 37 0 0  0.0327
1709308444.5275 0 100 828 1000 598 29 0 0  0.0330
1709308444.5355 0 54 812 1000 586 34 0 0  0.0321
1709308444.5432 0 72 821 1000 601 31 0 0  0.0328
1709308444.5510 0 72 840 1000 598 45 0 0  0.0331
1709308444.5592 0 109 844 1000 590 27 0 0  0.0330
1709308444.5669 0 113 849 1000 598 29 0 0  0.0334
1709308444.5750 0 127 869 1000 606 36 0 0  0.0341
1709308444.5831 0 154 892 1000 604 34 0 0  0.0346
1709308444.5909 0 181 892 1000 596 36 0 0  0.0345
1709308444.5991 0 222 906 1000 601 39 0 0  0.0352
1709308444.6070 0 245 913 1000 611 39 0 0  0.0358
1709308444.6149 0 277 931 1000 603 42 0 0  0.0362
1709308444.6240 0 309 952 1000 614 52 0 0  0.0372
1709308444.6312 0 277 936 1000 614 44 0 0  0.0366
1709308444.6390 0 318 931 1000 614 50 0 0  0.0369
1709308444.6473 0 313 968 1000 619 45 0 0  0.0377
1709308444.6551 0 309 954 1000 604 42 0 0  0.0369
1709308444.6629 0 277 940 1000 593 32 0 0  0.0360
1709308444.6709 0 300 954 1000 608 32 0 0  0.0369
1709308444.6791 0 336 997 1000 619 44 0 0  0.0383
1709308444.6868 0 327 981 1000 614 47 0 0  0.0378
1709308444.6949 0 286 965 1000 608 34 0 0  0.0370
1709308444.7028 0 300 974 1000 623 42 0 0  0.0378
1709308444.7116 0 309 977 1000 603 36 0 0  0.0372
1709308444.7195 0 290 977 1000 611 31 0 0  0.0373
1709308444.7267 0 313 979 1000 611 26 0 0  0.0375
1709308444.7356 0 345 990 1000 613 29 0 0  0.0381
1709308444.7429 0 313 988 1000 611 31 0 0  0.0377
1709308444.7507 0 327 997 1000 609 37 0 0  0.0379
1709308444.7596 0 327 974 1000 608 21 0 0  0.0375
1709308444.7667 0 327 986 1000 600 24 0 0  0.0374
1709308444.7750 0 350 1000 1000 619 42 0 0  0.0386
1709308444.7829 0 295 970 1000 611 37 0 0  0.0372
1709308444.7912 0 309 970 1000 624 36 0 0  0.0378
1709308444.7996 0 309 988 1000 639 42 0 0  0.0387
1709308444.8069 0 381 965 1000 628 70 0 0  0.0387
1709308444.8151 0 327 961 1000 623 67 0 0  0.0378
1709308444.8234 0 313 981 1000 636 41 0 0  0.0385
1709308444.8313 0 313 965 1000 624 47 0 0  0.0378
1709308444.8386 0 277 965 1000 618 57 0 0  0.0372
1709308444.8468 0 281 968 1000 624 47 0 0  0.0375
1709308444.8548 0 327 958 1000 623 57 0 0  0.0378
1709308444.8629 0 263 963 1000 631 62 0 0  0.0375
1709308444.8711 0 290 945 1000 624 45 0 0  0.0372
1709308444.8787 0 268 949 1000 631 54 0 0  0.0373
1709308444.8869 0 290 938 1000 634 70 0 0  0.0375
1709308444.8948 0 290 936 1000 633 85 0 0  0.0374
1709308444.9031 0 286 954 1000 649 78 0 0  0.0383
1709308444.9112 0 231 917 1000 636 70 0 0  0.0367
1709308444.9196 0 222 926 1000 646 75 0 0  0.0372
1709308444.9272 0 277 922 1000 651 95 0 0  0.0378
1709308444.9353 0 227 890 1000 647 91 0 0  0.0366
1709308444.9433 0 250 890 1000 646 95 0 0  0.0368
1709308444.9516 0 227 892 1000 651 95 0 0  0.0368
1709308444.9586 0 204 883 1000 656 96 0 0  0.0367
1709308444.9668 0 209 883 1000 664 95 0 0  0.0371
1709308444.9747 0 186 876 1000 661 98 0 0  0.0367
1709308444.9841 0 200 885 1000 662 95 0 0  0.0370
1709308444.9914 0 186 874 1000 666 101 0 0  0.0369
1709308444.9991 0 195 865 1000 661 103 0 0  0.0365
1709308445.0069 0 190 847 1000 656 101 0 0  0.0359
1709308445.0153 0 159 833 1000 661 98 0 0  0.0357
1709308445.0230 0 177 844 1000 664 114 0 0  0.0361
1709308445.0311 0 159 826 1000 662 103 0 0  0.0356
1709308445.0394 0 122 803 1000 661 106 0 0  0.0349
1709308445.0467 0 150 819 1000 685 116 0 0  0.0365
1709308445.0547 0 131 801 1000 667 113 0 0  0.0352
1709308445.0631 0 118 801 1000 662 111 0 0  0.0349
1709308445.0709 0 140 789 1000 669 108 0 0  0.0350
1709308445.0791 0 113 812 1000 677 121 0 0  0.0358
1709308445.0873 0 118 810 1000 671 114 0 0  0.0355
1709308445.0952 0 113 801 1000 674 118 0 0  0.0354
1709308445.1031 0 113 812 1000 671 101 0 0  0.0355
1709308445.1114 0 118 810 1000 679 133 0 0  0.0359
1709308445.1187 0 72 801 1000 680 123 0 0  0.0356
1709308445.1269 0 77 812 1000 685 142 0 0  0.0361
