% Edge sensor logfile normalized 'log_20240301_165400.910/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1709308450.6946 0 218 922 1000 561 200 489 715  0.0911
1709308450.7033 0 227 931 1000 565 201 500 730  0.0913
1709308450.7112 0 213 897 1000 548 187 477 709  0.0907
1709308450.7195 0 231 924 1000 561 201 494 713  0.0913
1709308450.7270 0 240 924 1000 563 190 498 742  0.0913
1709308450.7349 0 195 894 1000 547 187 482 701  0.0905
1709308450.7432 0 268 929 1000 563 195 487 719  0.0917
1709308450.7510 0 240 931 1000 566 205 503 732  0.0914
1709308450.7590 0 245 908 1000 552 198 487 705  0.0911
1709308450.7673 0 209 913 1000 553 193 485 707  0.0909
1709308450.7745 0 231 926 1000 563 192 505 740  0.0913
1709308450.7825 0 245 920 1000 563 208 489 723  0.0913
1709308450.7905 0 200 910 1000 560 183 478 713  0.0908
1709308450.7987 0 222 931 1000 565 201 505 730  0.0913
1709308450.8073 0 218 908 1000 553 205 491 705  0.0909
1709308450.8145 0 218 922 1000 558 200 489 707  0.0911
1709308450.8228 0 231 931 1000 575 198 501 742  0.0914
1709308450.8307 0 227 910 1000 550 185 482 705  0.0910
1709308450.8389 0 231 922 1000 557 200 487 721  0.0912
1709308450.8472 0 272 936 1000 575 215 503 744  0.0918
1709308450.8547 0 227 922 1000 557 187 487 711  0.0912
1709308450.8629 0 218 892 1000 555 190 482 713  0.0906
1709308450.8713 0 236 910 1000 560 201 492 717  0.0911
1709308450.8789 0 259 933 1000 568 205 508 732  0.0916
1709308450.8873 0 231 915 1000 555 198 485 713  0.0911
1709308450.8955 0 204 908 1000 558 188 485 711  0.0908
1709308450.9028 0 268 933 1000 575 200 492 740  0.0917
1709308450.9110 0 236 910 1000 558 190 485 719  0.0911
1709308450.9193 0 209 917 1000 555 193 487 709  0.0910
1709308450.9269 0 254 940 1000 580 203 505 750  0.0917
1709308450.9350 0 245 915 1000 555 198 484 709  0.0912
1709308450.9433 0 231 915 1000 563 188 489 707  0.0911
1709308450.9506 0 245 936 1000 566 201 496 742  0.0916
1709308450.9588 0 231 908 1000 555 195 484 728  0.0910
1709308450.9671 0 245 933 1000 566 206 489 717  0.0915
1709308450.9745 0 245 938 1000 570 201 501 732  0.0916
1709308450.9828 0 213 904 1000 550 190 484 713  0.0908
1709308450.9911 0 245 920 1000 565 198 491 711  0.0913
1709308450.9990 0 245 940 1000 571 213 508 750  0.0916
1709308451.0069 0 222 906 1000 557 188 484 715  0.0909
1709308451.0151 0 222 917 1000 558 195 489 713  0.0911
1709308451.0230 0 218 929 1000 563 200 500 728  0.0912
1709308451.0313 0 240 915 1000 558 188 489 721  0.0912
1709308451.0389 0 240 924 1000 558 190 494 711  0.0913
1709308451.0470 0 222 922 1000 568 200 492 738  0.0912
1709308451.0555 0 240 938 1000 565 197 484 719  0.0916
1709308451.0635 0 231 915 1000 552 190 485 709  0.0911
1709308451.0707 0 213 915 1000 560 197 492 707  0.0910
1709308451.0790 0 240 933 1000 571 201 503 742  0.0915
1709308451.0874 0 204 910 1000 558 185 485 711  0.0908
1709308451.0946 0 250 929 1000 568 200 498 715  0.0915
1709308451.1027 0 240 931 1000 566 210 500 732  0.0914
1709308451.1111 0 213 890 1000 547 182 475 697  0.0333
1709308451.1193 0 227 926 1000 560 203 494 715  0.0913
1709308451.1267 0 259 936 1000 570 198 500 746  0.0917
1709308451.1351 0 240 913 1000 552 193 480 709  0.0911
1709308451.1429 0 263 924 1000 563 201 487 721  0.0915
1709308451.1508 0 231 931 1000 576 203 496 744  0.0914
1709308451.1595 0 240 915 1000 558 197 485 715  0.0912
1709308451.1667 0 231 915 1000 558 195 487 707  0.0911
1709308451.1750 0 222 936 1000 565 205 501 736  0.0914
1709308451.1835 0 231 917 1000 563 198 492 717  0.0911
1709308451.1914 0 227 920 1000 557 187 482 711  0.0912
1709308451.1986 0 231 924 1000 568 213 487 717  0.0913
1709308451.2066 0 236 910 1000 555 192 489 717  0.0911
1709308451.2145 0 254 922 1000 565 201 496 717  0.0914
1709308451.2232 0 259 936 1000 570 208 503 736  0.0917
1709308451.2305 0 209 894 1000 550 195 473 707  0.0906
1709308451.2392 0 213 924 1000 560 197 494 713  0.0911
1709308451.2474 0 250 938 1000 578 201 508 732  0.0916
1709308451.2553 0 240 920 1000 560 190 498 717  0.0913
1709308451.2631 0 222 904 1000 548 190 470 703  0.0908
1709308451.2715 0 250 917 1000 555 193 489 715  0.0913
1709308451.2792 0 263 931 1000 570 200 508 736  0.0916
1709308451.2872 0 236 915 1000 553 198 491 711  0.0911
1709308451.2948 0 245 920 1000 553 193 489 707  0.0913
1709308451.3034 0 245 938 1000 568 206 505 725  0.0916
1709308451.3105 0 218 922 1000 553 200 496 711  0.0911
1709308451.3190 0 227 920 1000 552 187 480 715  0.0912
1709308451.3272 0 236 926 1000 575 205 496 732  0.0913
1709308451.3348 0 218 915 1000 557 183 482 717  0.0910
1709308451.3430 0 240 936 1000 566 210 491 711  0.0915
1709308451.3508 0 245 936 1000 570 208 503 732  0.0916
1709308451.3586 0 213 913 1000 548 182 468 701  0.0909
1709308451.3668 0 218 915 1000 558 193 492 713  0.0910
1709308451.3748 0 254 931 1000 568 208 501 742  0.0916
1709308451.3830 0 227 910 1000 555 188 478 707  0.0910
1709308451.3913 0 209 920 1000 563 197 489 717  0.0910
1709308451.3995 0 245 933 1000 571 211 508 742  0.0915
1709308451.4069 0 227 908 1000 557 188 487 703  0.0910
1709308451.4151 0 254 924 1000 568 200 491 715  0.0914
1709308451.4233 0 250 926 1000 563 205 494 740  0.0914
1709308451.4307 0 222 910 1000 560 195 491 715  0.0909
1709308451.4386 0 254 926 1000 566 203 487 721  0.0915
1709308451.4470 0 231 931 1000 565 201 494 738  0.0914
1709308451.4548 0 218 931 1000 568 198 485 717  0.0913
1709308451.4631 0 236 917 1000 561 188 484 713  0.0912
1709308451.4710 0 213 913 1000 560 195 489 709  0.0909
1709308451.4790 0 245 938 1000 563 210 503 742  0.0916
1709308451.4875 0 213 910 1000 548 190 480 713  0.0909
1709308451.4950 0 250 929 1000 563 197 491 717  0.0915
1709308451.5028 0 281 940 1000 573 203 494 742  0.0920
1709308451.5110 0 213 906 1000 553 185 484 707  0.0908
1709308451.5193 0 245 915 1000 558 203 489 717  0.0912
1709308451.5272 0 240 929 1000 565 203 501 740  0.0914
1709308451.5345 0 227 906 1000 552 185 478 701  0.0909
1709308451.5428 0 218 922 1000 560 200 485 713  0.0911
1709308451.5513 0 254 940 1000 566 210 500 740  0.0917
1709308451.5589 0 254 915 1000 560 197 489 715  0.0913
1709308451.5671 0 240 920 1000 557 200 489 715  0.0913
1709308451.5751 0 190 920 1000 558 197 496 732  0.0909
1709308451.5834 0 240 913 1000 560 200 491 707  0.0911
1709308451.5908 0 254 920 1000 566 203 496 719  0.0914
1709308451.5987 0 245 936 1000 568 200 492 736  0.0916
1709308451.6066 0 218 915 1000 553 187 489 713  0.0910
1709308451.6148 0 231 924 1000 557 193 494 730  0.0913
1709308451.6229 0 263 947 1000 565 210 507 740  0.0919
1709308451.6314 0 218 906 1000 550 193 478 703  0.0908
1709308451.6387 0 209 908 1000 557 190 484 711  0.0908
1709308451.6475 0 245 929 1000 566 210 500 742  0.0915
1709308451.6551 0 231 931 1000 553 198 489 717  0.0914
1709308451.6632 0 227 913 1000 553 193 480 705  0.0910
1709308451.6705 0 218 917 1000 565 206 492 709  0.0910
1709308451.6792 0 250 936 1000 570 201 498 734  0.0916
1709308451.6869 0 240 906 1000 555 192 487 701  0.0910
1709308451.6949 0 236 917 1000 555 200 489 711  0.0912
1709308451.7031 0 227 922 1000 561 190 489 734  0.0912
1709308451.7107 0 222 917 1000 561 198 489 705  0.0911
1709308451.7186 0 236 913 1000 555 192 489 711  0.0911
1709308451.7272 0 254 931 1000 561 208 503 742  0.0916
1709308451.7349 0 231 910 1000 543 185 484 703  0.0910
1709308451.7426 0 213 915 1000 558 201 492 713  0.0910
1709308451.7508 0 254 940 1000 568 208 508 736  0.0917
1709308451.7593 0 209 906 1000 553 192 485 703  0.0908
1709308451.7673 0 236 913 1000 560 195 494 715  0.0911
1709308451.7747 0 272 945 1000 578 210 519 750  0.0920
1709308451.7830 0 231 910 1000 543 195 473 701  0.0910
1709308451.7910 0 231 910 1000 548 198 487 709  0.0910
1709308451.7995 0 259 933 1000 565 206 501 740  0.0916
1709308451.8065 0 250 915 1000 563 203 484 707  0.0913
1709308451.8148 0 231 929 1000 561 197 494 721  0.0913
1709308451.8232 0 231 924 1000 575 201 492 730  0.0913
1709308451.8315 0 213 906 1000 550 187 475 705  0.0908
1709308451.8386 0 240 913 1000 563 197 485 715  0.0911
1709308451.8469 0 231 926 1000 558 197 496 734  0.0913
1709308451.8552 0 231 915 1000 553 193 489 717  0.0911
1709308451.8632 0 231 910 1000 557 198 484 707  0.0910
1709308451.8705 0 240 922 1000 553 197 484 721  0.0913
1709308451.8789 0 254 942 1000 573 205 501 734  0.0917
1709308451.8870 0 231 904 1000 548 188 477 705  0.0909
1709308451.8955 0 222 915 1000 560 193 489 715  0.0910
1709308451.9035 0 254 940 1000 583 215 498 738  0.0917
1709308451.9115 0 227 908 1000 547 183 482 703  0.0910
1709308451.9186 0 236 920 1000 560 192 492 711  0.0912
1709308451.9269 0 236 936 1000 568 206 510 744  0.0915
1709308451.9348 0 218 915 1000 550 192 484 701  0.0910
1709308451.9433 0 222 917 1000 560 193 496 717  0.0911
1709308451.9507 0 195 920 1000 561 193 487 723  0.0909
1709308451.9595 0 218 906 1000 552 187 484 701  0.0908
1709308451.9668 0 254 926 1000 568 201 498 709  0.0915
1709308451.9746 0 227 936 1000 573 203 505 748  0.0914
1709308451.9835 0 231 901 1000 558 187 480 705  0.0909
1709308451.9906 0 231 922 1000 563 201 489 711  0.0912
1709308451.9988 0 245 931 1000 565 205 494 730  0.0915
1709308452.0072 0 227 920 1000 555 192 482 707  0.0912
1709308452.0155 0 204 910 1000 555 197 491 713  0.0908
1709308452.0227 0 254 931 1000 570 210 505 738  0.0916
1709308452.0315 0 231 910 1000 553 192 485 705  0.0910
1709308452.0386 0 200 908 1000 552 195 484 705  0.0908
1709308452.0469 0 245 929 1000 568 203 505 740  0.0915
1709308452.0552 0 227 922 1000 568 211 496 723  0.0912
1709308452.0634 0 209 904 1000 547 183 478 709  0.0907
1709308452.0706 0 227 922 1000 563 193 487 713  0.0912
1709308452.0794 0 231 920 1000 568 203 501 736  0.0912
1709308452.0867 0 236 908 1000 550 201 484 709  0.0910
1709308452.0949 0 231 917 1000 565 200 487 717  0.0911
1709308452.1034 0 236 926 1000 561 197 489 730  0.0913
1709308452.1107 0 218 913 1000 548 195 487 713  0.0910
1709308452.1189 0 236 924 1000 568 205 494 719  0.0913
1709308452.1268 0 231 926 1000 565 205 496 730  0.0913
1709308452.1352 0 213 904 1000 548 180 491 707  0.0908
1709308452.1433 0 231 922 1000 555 187 482 717  0.0912
1709308452.1507 0 263 940 1000 571 210 501 740  0.0918
1709308452.1589 0 218 904 1000 555 198 482 713  0.0908
1709308452.1673 0 222 904 1000 553 190 482 705  0.0908
1709308452.1752 0 277 942 1000 568 206 508 742  0.0920
1709308452.1834 0 222 913 1000 555 198 487 711  0.0910
1709308452.1914 0 222 917 1000 553 187 487 705  0.0911
1709308452.1992 0 231 938 1000 565 203 505 740  0.0915
1709308452.2072 0 218 901 1000 545 183 471 695  0.0335
1709308452.2155 0 236 933 1000 563 200 501 723  0.0914
1709308452.2233 0 259 936 1000 575 208 503 738  0.0917
1709308452.2313 0 186 894 1000 545 183 477 705  0.0904
1709308452.2395 0 231 929 1000 560 198 491 713  0.0913
1709308452.2473 0 227 931 1000 573 203 507 740  0.0913
1709308452.2552 0 218 924 1000 561 195 496 709  0.0912
1709308452.2626 0 222 904 1000 552 180 473 699  0.0338
1709308452.2715 0 204 922 1000 558 193 494 715  0.0910
1709308452.2785 0 250 947 1000 578 211 505 748  0.0918
1709308452.2868 0 218 913 1000 552 197 478 703  0.0910
1709308452.2946 0 218 913 1000 547 190 484 711  0.0910
1709308452.3035 0 231 936 1000 568 201 501 754  0.0915
1709308452.3107 0 236 910 1000 550 185 475 691  0.0339
1709308452.3193 0 231 913 1000 552 198 485 705  0.0911
1709308452.3268 0 231 926 1000 568 208 503 738  0.0913
1709308452.3347 0 240 901 1000 543 195 478 701  0.0909
1709308452.3431 0 222 920 1000 560 187 489 711  0.0911
1709308452.3512 0 227 924 1000 570 203 505 738  0.0912
1709308452.3587 0 209 904 1000 548 185 477 695  0.0336
1709308452.3665 0 263 929 1000 565 198 494 723  0.0916
1709308452.3748 0 218 926 1000 570 198 503 728  0.0912
1709308452.3832 0 213 904 1000 548 193 475 697  0.0336
1709308452.3911 0 222 915 1000 558 200 496 719  0.0910
1709308452.3995 0 227 933 1000 575 208 492 734  0.0914
1709308452.4075 0 218 917 1000 547 188 484 703  0.0910
1709308452.4152 0 213 913 1000 555 195 487 715  0.0909
1709308452.4235 0 250 933 1000 563 201 494 730  0.0916
1709308452.4308 0 222 908 1000 555 190 485 715  0.0909
1709308452.4388 0 218 915 1000 548 188 482 715  0.0910
1709308452.4471 0 231 924 1000 566 195 505 734  0.0913
1709308452.4554 0 236 924 1000 560 190 498 719  0.0913
1709308452.4628 0 240 906 1000 552 190 480 689  0.0339
1709308452.4711 0 236 915 1000 557 205 492 715  0.0911
1709308452.4789 0 222 929 1000 563 198 491 742  0.0913
1709308452.4869 0 218 904 1000 548 190 475 699  0.0336
1709308452.4952 0 240 922 1000 561 195 496 730  0.0913
1709308452.5029 0 240 929 1000 565 203 500 728  0.0914
1709308452.5107 0 195 894 1000 540 180 470 685  0.0331
1709308452.5190 0 245 913 1000 561 197 501 711  0.0912
1709308452.5273 0 236 933 1000 575 211 503 738  0.0914
1709308452.5352 0 231 915 1000 558 192 480 705  0.0911
1709308452.5434 0 236 917 1000 555 188 485 711  0.0912
1709308452.5511 0 236 922 1000 563 201 507 730  0.0913
1709308452.5589 0 222 908 1000 552 185 473 697  0.0338
1709308452.5672 0 222 917 1000 561 183 478 711  0.0911
1709308452.5746 0 263 936 1000 575 208 505 740  0.0917
1709308452.5826 0 236 913 1000 553 193 482 707  0.0911
1709308452.5912 0 236 926 1000 555 198 487 701  0.0913
1709308452.5995 0 236 936 1000 561 201 501 728  0.0915
1709308452.6072 0 209 908 1000 543 187 482 699  0.0335
1709308452.6145 0 222 926 1000 553 200 484 717  0.0912
1709308452.6228 0 259 938 1000 570 203 510 746  0.0917
1709308452.6306 0 209 897 1000 548 185 470 687  0.0334
1709308452.6386 0 222 906 1000 553 197 482 719  0.0909
1709308452.6471 0 250 933 1000 570 208 500 740  0.0916
1709308452.6547 0 231 917 1000 557 187 484 703  0.0911
1709308452.6630 0 236 910 1000 545 192 480 701  0.0911
1709308452.6705 0 213 915 1000 553 200 485 717  0.0910
1709308452.6792 0 250 938 1000 570 201 494 740  0.0916
1709308452.6875 0 231 906 1000 550 188 480 701  0.0909
1709308452.6947 0 213 908 1000 550 187 478 707  0.0908
1709308452.7031 0 250 940 1000 565 201 505 740  0.0917
1709308452.7114 0 236 917 1000 555 195 482 711  0.0912
1709308452.7191 0 240 924 1000 561 195 496 709  0.0913
1709308452.7268 0 254 933 1000 565 203 491 728  0.0916
1709308452.7350 0 236 913 1000 550 182 491 707  0.0911
1709308452.7433 0 245 926 1000 568 206 492 719  0.0914
1709308452.7506 0 263 931 1000 560 208 498 744  0.0916
1709308452.7593 0 200 892 1000 548 190 468 703  0.0905
1709308452.7665 0 227 922 1000 560 193 487 715  0.0912
1709308452.7752 0 268 933 1000 575 201 505 740  0.0917
1709308452.7834 0 227 897 1000 543 185 477 703  0.0908
1709308452.7906 0 236 920 1000 555 197 487 711  0.0912
1709308452.7995 0 222 924 1000 565 195 492 734  0.0912
1709308452.8073 0 231 904 1000 543 188 480 701  0.0909
1709308452.8155 0 231 922 1000 561 201 487 711  0.0912
1709308452.8233 0 231 922 1000 565 201 496 717  0.0912
1709308452.8308 0 222 915 1000 543 192 482 709  0.0910
1709308452.8391 0 231 920 1000 565 192 492 723  0.0912
1709308452.8472 0 227 931 1000 568 205 501 732  0.0913
1709308452.8554 0 204 915 1000 552 185 482 715  0.0909
1709308452.8635 0 213 894 1000 555 185 477 699  0.0336
1709308452.8713 0 231 926 1000 558 200 492 721  0.0913
1709308452.8795 0 259 929 1000 573 205 498 736  0.0916
1709308452.8868 0 236 890 1000 553 188 473 685  0.0336
1709308452.8949 0 245 920 1000 563 195 496 719  0.0913
1709308452.9029 0 263 942 1000 563 203 510 744  0.0918
1709308452.9112 0 186 897 1000 550 183 473 691  0.0333
1709308452.9191 0 240 920 1000 565 200 496 721  0.0913
1709308452.9273 0 227 922 1000 573 198 498 736  0.0912
1709308452.9346 0 245 904 1000 548 192 482 691  0.0338
1709308452.9435 0 231 913 1000 555 185 478 705  0.0911
1709308452.9512 0 231 926 1000 570 205 501 723  0.0913
1709308452.9595 0 222 908 1000 548 198 480 701  0.0909
1709308452.9675 0 231 910 1000 558 197 491 715  0.0910
1709308452.9745 0 222 924 1000 568 203 500 742  0.0912
1709308452.9833 0 231 910 1000 555 188 477 703  0.0910
1709308452.9913 0 227 926 1000 563 201 491 709  0.0913
1709308452.9993 0 245 936 1000 570 205 505 740  0.0916
1709308453.0073 0 222 897 1000 542 180 477 689  0.0334
1709308453.0152 0 250 920 1000 561 192 498 715  0.0913
1709308453.0235 0 236 940 1000 573 208 507 734  0.0916
1709308453.0308 0 218 904 1000 542 177 470 697  0.0335
1709308453.0385 0 231 920 1000 560 201 489 709  0.0912
1709308453.0467 0 250 926 1000 580 205 505 748  0.0914
1709308453.0547 0 236 922 1000 568 205 492 707  0.0913
1709308453.0625 0 209 894 1000 547 175 473 693  0.0334
1709308453.0708 0 218 915 1000 555 187 489 711  0.0910
1709308453.0791 0 240 933 1000 573 201 496 742  0.0915
1709308453.0868 0 218 920 1000 552 187 471 701  0.0911
1709308453.0951 0 209 913 1000 563 188 480 701  0.0909
1709308453.1029 0 236 933 1000 570 198 498 736  0.0914
1709308453.1111 0 240 906 1000 548 188 471 691  0.0338
1709308453.1193 0 227 917 1000 555 193 487 709  0.0911
1709308453.1265 0 268 942 1000 575 205 512 756  0.0919
1709308453.1352 0 218 894 1000 538 183 468 687  0.0332
1709308453.1435 0 245 910 1000 557 188 484 719  0.0911
1709308453.1513 0 259 945 1000 570 206 503 738  0.0918
1709308453.1592 0 222 897 1000 545 190 473 678  0.0334
1709308453.1666 0 218 922 1000 547 188 487 719  0.0911
1709308453.1746 0 231 938 1000 576 215 512 734  0.0915
1709308453.1835 0 218 908 1000 538 182 477 691  0.0334
1709308453.1908 0 231 922 1000 563 195 484 721  0.0912
1709308453.1993 0 254 931 1000 561 197 503 738  0.0916
1709308453.2069 0 236 910 1000 552 192 482 705  0.0911
1709308453.2154 0 268 924 1000 561 203 496 713  0.0916
1709308453.2227 0 213 922 1000 557 200 500 740  0.0911
1709308453.2312 0 222 892 1000 550 192 477 701  0.0906
1709308453.2389 0 250 922 1000 560 210 494 713  0.0914
1709308453.2474 0 245 933 1000 565 211 507 730  0.0915
1709308453.2551 0 236 936 1000 557 200 505 719  0.0915
1709308453.2625 0 213 910 1000 555 192 500 701  0.0909
1709308453.2708 0 250 945 1000 560 206 517 730  0.0918
1709308453.2787 0 254 954 1000 568 208 524 750  0.0919
1709308453.2870 0 213 901 1000 537 197 494 689  0.0333
1709308453.2954 0 268 952 1000 557 218 512 721  0.0920
1709308453.3031 0 231 933 1000 570 224 533 760  0.0914
1709308453.3113 0 227 922 1000 548 206 510 705  0.0912
1709308453.3187 0 236 933 1000 557 220 529 721  0.0914
1709308453.3269 0 254 949 1000 571 238 549 762  0.0919
1709308453.3353 0 272 924 1000 550 233 542 723  0.0916
1709308453.3426 0 259 940 1000 561 236 549 738  0.0918
1709308453.3515 0 272 954 1000 561 243 566 756  0.0921
1709308453.3586 0 250 924 1000 545 231 542 721  0.0914
1709308453.3671 0 254 940 1000 552 238 556 732  0.0917
1709308453.3749 0 277 965 1000 571 251 575 770  0.0923
1709308453.3833 0 236 920 1000 540 229 536 719  0.0912
1709308453.3906 0 268 931 1000 557 234 550 738  0.0917
1709308453.3994 0 304 954 1000 573 254 568 764  0.0924
1709308453.4073 0 250 931 1000 547 231 536 721  0.0915
1709308453.4146 0 250 936 1000 552 231 543 732  0.0916
1709308453.4236 0 304 965 1000 568 247 573 766  0.0926
1709308453.4307 0 254 915 1000 540 224 536 721  0.0913
1709308453.4389 0 286 936 1000 548 243 545 732  0.0919
1709308453.4465 0 268 949 1000 558 238 554 758  0.0920
1709308453.4553 0 281 931 1000 548 234 552 736  0.0918
1709308453.4625 0 263 933 1000 543 233 542 719  0.0917
1709308453.4709 0 250 936 1000 538 229 536 717  0.0916
1709308453.4790 0 277 956 1000 552 224 543 756  0.0922
1709308453.4872 0 281 933 1000 528 221 522 709  0.0918
1709308453.4950 0 309 940 1000 533 224 524 713  0.0922
1709308453.5033 0 313 965 1000 543 228 552 760  0.0927
1709308453.5105 0 300 922 1000 512 201 517 703  0.0918
1709308453.5193 0 322 940 1000 527 218 524 736  0.0924
1709308453.5272 0 345 970 1000 528 213 529 748  0.0931
1709308453.5354 0 327 936 1000 487 198 510 685  0.0338
1709308453.5433 0 372 974 1000 484 195 524 713  0.0935
1709308453.5511 0 436 1000 1000 492 211 542 752  0.0948
1709308453.5594 0 395 956 987 444 170 501 670  0.0340
1709308453.5674 0 440 970 972 436 167 512 693  0.0346
1709308453.5745 0 495 986 978 429 182 519 709  0.0957
1709308453.5826 0 518 947 901 385 147 473 648  0.0337
1709308453.5915 0 563 954 881 376 154 484 654  0.0344
1709308453.5987 0 531 947 839 343 137 452 666  0.0321
1709308453.6065 0 563 910 776 305 118 431 593  0.0303
1709308453.6145 0 636 910 762 305 123 435 605  0.0326
1709308453.6227 0 590 890 722 279 116 415 576  0.0289
1709308453.6309 0 590 824 656 234 88 378 535  0.0217
1709308453.6387 0 590 821 636 231 93 368 533  0.0202
1709308453.6469 0 636 819 623 224 103 375 543  0.0216
1709308453.6550 0 618 760 559 191 83 338 494  0.0124
1709308453.6630 0 563 696 517 163 73 321 439  0.0000
1709308453.6711 0 609 664 478 161 85 324 456  0.0000
1709308453.6793 0 636 652 468 153 90 335 464  0.0000
1709308453.6871 0 554 575 398 112 70 298 402  0.0000
1709308453.6955 10 581 552 380 97 72 300 413  0.0000
1709308453.7034 65 572 536 365 112 93 312 429  0.0000
1709308453.7111 76 559 479 312 79 78 292 372  0.0000
1709308453.7191 184 554 468 314 74 98 308 390  0.0000
1709308453.7274 130 568 461 296 76 108 326 413  0.0000
1709308453.7353 130 513 413 261 57 93 310 372  0.0000
1709308453.7435 173 522 408 259 64 116 324 386  0.0000
1709308453.7513 217 531 397 265 76 129 336 415  0.0000
1709308453.7590 228 454 349 226 54 126 317 359  0.0000
1709308453.7672 173 472 356 217 59 131 324 378  0.0000
1709308453.7745 195 459 347 224 76 151 343 396  0.0000
1709308453.7839 152 400 299 193 49 113 305 337  0.0000
1709308453.7911 108 386 299 199 59 119 307 366  0.0000
1709308453.7994 271 390 301 208 84 155 331 392  0.0000
1709308453.8065 65 336 248 160 49 116 285 333  0.0000
1709308453.8147 206 363 248 164 59 134 292 327  0.0000
1709308453.8233 163 331 248 177 61 151 303 349  0.0000
1709308453.8311 65 295 219 146 47 126 287 319  0.0000
1709308453.8394 173 286 216 146 51 126 270 325  0.0000
1709308453.8466 65 259 205 137 52 133 285 335  0.0000
1709308453.8548 119 245 180 106 41 114 257 312  0.0000
1709308453.8631 97 172 155 96 38 95 228 276  0.0000
1709308453.8714 97 172 139 89 36 96 222 267  0.0000
1709308453.8793 10 140 141 95 44 88 210 278  0.0000
1709308453.8865 0 104 95 67 18 60 168 222  0.0000
1709308453.8950 0 122 102 62 13 59 150 208  0.0000
1709308453.9026 0 77 102 71 19 65 154 224  0.0000
1709308453.9111 0 0 47 29 0 22 92 151  0.0000
1709308453.9194 0 9 45 34 0 21 94 139  0.0000
1709308453.9272 0 18 59 45 9 34 100 161  0.0000
1709308453.9355 0 0 0 0 0 0 50 81  0.0000
1709308453.9425 0 0 0 0 0 0 40 73  0.0000
1709308453.9511 0 0 11 7 0 0 47 94  0.0000
1709308453.9594 0 0 0 0 0 0 0 30  0.0000
1709308453.9666 0 0 0 0 0 0 0 22  0.0000
1709308453.9750 0 0 0 0 0 0 0 30  0.0000
1709308453.9831 0 0 0 0 0 0 0 0  0.0000
1709308453.9911 0 0 0 0 0 0 0 0  0.0000
1709308453.9987 0 0 0 0 0 0 0 0  0.0000
1709308454.0065 0 0 0 0 0 0 0 0  0.0000
1709308454.0146 0 0 0 0 0 0 0 0  0.0000
1709308454.0228 0 0 0 0 0 0 0 0  0.0000
1709308454.0308 0 0 0 0 0 0 0 0  0.0000
1709308454.0389 0 0 0 0 0 0 0 0  0.0000
1709308454.0466 0 0 0 0 0 0 0 0  0.0000
1709308454.0554 0 0 0 0 0 0 0 0  0.0000
1709308454.0625 0 0 0 0 0 0 0 0  0.0000
1709308454.0714 0 0 0 0 0 0 0 0  0.0000
1709308454.0794 0 0 0 0 0 0 0 0  0.0000
1709308454.0865 0 0 0 0 0 0 0 0  0.0000
1709308454.0951 0 0 0 0 0 0 0 0  0.0000
1709308454.1028 0 0 0 0 0 0 0 0  0.0000
1709308454.1109 0 0 0 0 0 0 0 0  0.0000
1709308454.1195 0 0 0 0 0 0 0 0  0.0000
1709308454.1265 0 0 0 0 0 0 0 0  0.0000
1709308454.1349 0 0 0 0 0 0 0 0  0.0000
1709308454.1426 0 0 0 0 0 0 0 0  0.0000
1709308454.1514 0 0 0 0 0 0 0 0  0.0000
1709308454.1586 0 0 0 0 0 0 0 0  0.0000
1709308454.1673 0 0 0 0 0 0 0 0  0.0000
1709308454.1754 0 0 0 0 0 0 0 0  0.0000
1709308454.1825 0 0 0 0 0 0 0 0  0.0000
1709308454.1912 0 0 0 0 0 0 0 0  0.0000
1709308454.1993 0 0 0 0 0 0 0 0  0.0000
1709308454.2070 0 0 0 0 0 0 0 0  0.0000
1709308454.2146 0 0 0 0 0 0 0 0  0.0000
1709308454.2228 0 0 0 0 0 0 0 0  0.0000
1709308454.2311 0 0 0 0 0 0 0 0  0.0000
1709308454.2387 0 0 0 0 0 0 0 0  0.0000
1709308454.2468 0 0 0 0 0 0 0 0  0.0000
1709308454.2545 0 0 0 0 0 0 0 0  0.0000
1709308454.2626 0 0 0 0 0 0 0 0  0.0000
1709308454.2708 0 0 0 0 0 0 0 0  0.0000
1709308454.2790 0 0 0 0 0 0 0 0  0.0000
1709308454.2868 0 0 0 0 0 0 0 0  0.0000
1709308454.2948 0 0 0 0 0 0 0 0  0.0000
1709308454.3025 0 0 0 0 0 0 0 0  0.0000
1709308454.3112 0 0 0 0 0 0 0 0  0.0000
1709308454.3192 0 0 0 0 0 0 0 0  0.0000
1709308454.3274 0 0 0 0 0 0 0 0  0.0000
1709308454.3352 0 0 0 0 0 0 0 0  0.0000
1709308454.3429 0 0 0 0 0 0 0 0  0.0000
1709308454.3512 0 0 0 0 0 0 0 0  0.0000
1709308454.3591 0 0 0 0 0 0 0 0  0.0000
1709308454.3671 0 0 0 0 0 0 0 0  0.0000
1709308454.3752 0 0 0 0 0 0 0 0  0.0000
1709308454.3829 0 0 0 0 0 0 0 0  0.0000
1709308454.3907 0 0 0 0 0 0 0 0  0.0000
1709308454.3989 0 0 0 0 0 0 0 0  0.0000
1709308454.4072 0 0 0 0 0 0 0 0  0.0000
1709308454.4153 0 0 0 0 0 0 0 0  0.0000
1709308454.4231 0 0 0 0 0 0 0 0  0.0000
