% Edge sensor logfile normalized 'log_20240301_170943.427/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1709309386.0588 0 340 936 1000 454 0 0 0  0.0334
1709309386.0677 0 331 963 1000 454 0 0 0  0.0337
1709309386.0752 0 331 974 1000 462 0 0 0  0.0340
1709309386.0847 0 354 988 1000 472 0 0 0  0.0347
1709309386.0916 0 336 956 1000 474 0 0 0  0.0340
1709309386.0988 0 327 968 1000 476 0 0 0  0.0341
1709309386.1072 0 359 986 1000 492 0 0 0  0.0351
1709309386.1149 0 281 952 1000 489 0 0 0  0.0336
1709309386.1231 0 286 979 1000 499 0 0 0  0.0343
1709309386.1310 0 286 1000 1000 504 0 0 0  0.0347
1709309386.1389 0 286 970 1000 507 0 0 0  0.0343
1709309386.1473 0 268 988 1000 523 0 0 0  0.0348
1709309386.1558 0 304 1000 1000 548 0 0 0  0.0359
1709309386.1633 0 268 995 1000 545 0 0 0  0.0354
1709309386.1717 0 272 993 1000 532 0 0 0  0.0351
1709309386.1787 0 254 956 1000 523 0 0 0  0.0342
1709309386.1870 0 245 954 1000 537 0 0 0  0.0344
1709309386.1961 0 245 910 1000 527 0 0 0  0.0334
1709309386.2031 0 236 917 1000 519 0 0 0  0.0333
1709309386.2114 0 240 933 1000 522 0 0 0  0.0337
1709309386.2188 0 190 894 1000 512 0 0 0  0.0324
1709309386.2269 0 222 892 1000 527 0 0 0  0.0329
1709309386.2353 0 190 906 1000 537 0 0 0  0.0332
1709309386.2434 0 172 865 1000 519 0 0 0  0.0319
1709309386.2516 0 172 885 1000 527 0 0 0  0.0325
1709309386.2589 0 209 892 1000 525 0 0 0  0.0328
1709309386.2674 0 204 856 1000 504 0 0 0  0.0316
1709309386.2756 0 195 863 1000 509 0 0 0  0.0318
1709309386.2829 0 218 885 1000 520 0 0 0  0.0326
1709309386.2911 0 186 858 1000 504 0 0 0  0.0315
1709309386.2997 0 177 851 1000 510 0 0 0  0.0315
1709309386.3073 0 163 853 1000 530 0 0 0  0.0319
1709309386.3158 0 163 849 1000 523 1 0 0  0.0316
1709309386.3231 0 181 878 1000 552 0 0 0  0.0330
1709309386.3314 0 181 906 1000 573 0 0 0  0.0341
1709309386.3395 0 163 885 1000 586 3 0 0  0.0340
1709309386.3472 0 159 892 1000 586 18 0 0  0.0341
1709309386.3548 0 159 915 1000 593 18 0 0  0.0347
1709309386.3631 0 172 899 1000 557 0 0 0  0.0334
1709309386.3717 0 127 860 1000 542 0 0 0  0.0321
1709309386.3789 0 104 863 1000 552 14 0 0  0.0323
1709309386.3871 0 131 847 1000 558 14 0 0  0.0323
1709309386.3979 0 86 821 1000 528 6 0 0  0.0309
1709309386.4031 0 127 835 1000 552 6 0 0  0.0319
1709309386.4114 0 136 865 1000 553 4 0 0  0.0325
1709309386.4197 0 118 847 1000 540 0 0 0  0.0318
1709309386.4270 0 145 847 1000 537 0 0 0  0.0318
1709309386.4351 0 150 869 1000 542 0 0 0  0.0324
1709309386.4433 0 159 860 1000 538 0 0 0  0.0322
1709309386.4515 0 131 842 1000 548 11 0 0  0.0319
1709309386.4593 0 154 865 1000 568 11 0 0  0.0330
1709309386.4668 0 122 860 1000 555 0 0 0  0.0324
1709309386.4750 0 181 910 1000 571 18 0 0  0.0341
1709309386.4828 0 181 954 1000 593 13 0 0  0.0354
1709309386.4909 0 163 917 1000 588 8 0 0  0.0346
1709309386.4993 0 168 915 1000 586 0 0 0  0.0345
1709309386.5071 0 209 922 1000 570 13 0 0  0.0344
1709309386.5149 0 172 863 1000 523 0 0 0  0.0320
1709309386.5231 0 200 853 1000 530 1 0 0  0.0321
1709309386.5312 0 213 863 1000 532 0 0 0  0.0324
1709309386.5391 0 172 853 1000 500 0 0 0  0.0313
1709309386.5475 0 218 888 1000 502 0 0 0  0.0323
1709309386.5554 0 213 910 1000 510 0 0 0  0.0328
1709309386.5632 0 227 915 1000 507 0 0 0  0.0329
1709309386.5714 0 259 920 1000 505 0 0 0  0.0332
1709309386.5794 0 268 929 1000 492 0 0 0  0.0332
1709309386.5871 0 290 952 1000 482 0 0 0  0.0336
1709309386.5963 0 286 915 1000 472 0 0 0  0.0327
1709309386.6034 0 313 940 1000 467 0 0 0  0.0334
1709309386.6116 0 363 977 1000 474 0 0 0  0.0347
1709309386.6188 0 336 963 1000 459 0 0 0  0.0338
1709309386.6273 0 390 1000 1000 456 0 0 0  0.0350
1709309386.6354 0 386 1000 1000 467 0 0 0  0.0352
1709309386.6428 0 386 993 1000 438 0 0 0  0.0346
1709309386.6514 0 409 1000 1000 438 0 0 0  0.0350
1709309386.6592 0 486 1000 1000 451 0 0 0  0.0365
1709309386.6676 0 531 1000 1000 431 0 0 0  0.0371
1709309386.6757 0 545 1000 1000 424 0 0 0  0.0374
1709309386.6834 0 559 1000 1000 414 0 0 0  0.0376
1709309386.6911 0 586 1000 1000 404 0 0 0  0.0382
1709309386.6995 0 668 1000 1000 401 0 0 0  0.0412
1709309386.7073 0 690 1000 1000 395 0 0 0  0.0422
1709309386.7147 0 668 1000 1000 386 0 0 0  0.0410
1709309386.7236 0 759 1000 1000 380 0 0 0  0.0439
1709309386.7314 0 822 1000 1000 373 0 0 0  0.0450
1709309386.7390 0 786 1000 930 330 0 0 0  0.0427
1709309386.7475 0 840 1000 945 323 0 0 0  0.0439
1709309386.7561 0 936 1000 970 333 0 0 0  0.0459
1709309386.7637 0 918 1000 941 317 0 0 0  0.0450
1709309386.7714 0 909 1000 926 295 0 0 0  0.0444
1709309386.7791 0 981 1000 919 287 0 0 0  0.0451
1709309386.7877 0 1000 1000 917 276 0 0 0  0.0452
1709309386.7960 0 1000 1000 861 238 0 0 0  0.0439
1709309386.8030 0 1000 1000 884 236 0 0 0  0.0443
1709309386.8117 0 1000 1000 877 238 0 0 0  0.0442
1709309386.8194 0 1000 1000 857 228 0 0 0  0.0437
1709309386.8271 0 1000 1000 846 216 0 0 0  0.0434
1709309386.8347 0 1000 1000 835 211 0 0 0  0.0431
1709309386.8436 0 1000 1000 833 196 0 0 0  0.0430
1709309386.8509 0 1000 1000 831 190 0 0 0  0.0429
1709309386.8596 0 1000 1000 835 190 0 0 0  0.0430
1709309386.8673 0 1000 1000 804 171 0 0 0  0.0422
1709309386.8750 0 1000 1000 793 173 0 0 0  0.0420
1709309386.8837 0 1000 1000 811 180 0 0 0  0.0424
1709309386.8913 0 1000 1000 760 152 0 0 0  0.0411
1709309386.8997 0 1000 1000 742 137 0 0 0  0.0406
1709309386.9073 0 1000 1000 747 140 0 0 0  0.0408
1709309386.9151 0 1000 1000 711 117 0 0 0  0.0397
1709309386.9229 0 1000 1000 712 104 0 0 0  0.0398
1709309386.9316 0 1000 1000 702 105 0 0 0  0.0395
1709309386.9393 0 1000 1000 676 90 0 0 0  0.0382
1709309386.9476 0 1000 1000 687 92 0 0 0  0.0387
1709309386.9551 0 1000 1000 683 89 0 0 0  0.0385
1709309386.9628 0 1000 1000 672 79 0 0 0  0.0380
1709309386.9708 0 1000 1000 665 74 0 0 0  0.0376
1709309386.9795 0 1000 1000 659 67 0 0 0  0.0374
1709309386.9873 0 1000 1000 650 76 0 0 0  0.0370
1709309386.9959 0 1000 1000 621 59 0 0 0  0.0359
1709309387.0036 0 1000 1000 638 51 0 0 0  0.0365
1709309387.0115 10 1000 1000 654 62 0 0 0  0.0372
1709309387.0194 0 1000 1000 634 51 0 0 0  0.0363
1709309387.0267 0 1000 1000 652 44 0 0 0  0.0371
1709309387.0357 43 1000 1000 639 57 0 0 0  0.0368
1709309387.0435 21 1000 1000 628 52 0 0 0  0.0362
1709309387.0507 43 1000 1000 661 57 0 0 0  0.0377
1709309387.0596 10 1000 1000 667 57 0 0 0  0.0378
1709309387.0675 76 1000 1000 669 69 0 0 0  0.0382
1709309387.0749 97 1000 1000 659 64 0 0 0  0.0379
1709309387.0837 43 1000 1000 672 69 0 0 0  0.0382
1709309387.0915 0 1000 1000 654 61 0 0 0  0.0371
1709309387.0987 76 1000 1000 665 71 0 0 0  0.0381
1709309387.1076 43 1000 1000 678 69 0 0 0  0.0385
1709309387.1164 10 1000 1000 647 57 0 0 0  0.0369
1709309387.1231 21 1000 1000 650 54 0 0 0  0.0371
1709309387.1309 10 1000 1000 678 76 0 0 0  0.0383
1709309387.1388 0 1000 1000 676 74 0 0 0  0.0382
1709309387.1470 0 1000 1000 683 69 0 0 0  0.0385
1709309387.1548 0 1000 1000 687 89 0 0 0  0.0387
1709309387.1635 0 1000 1000 687 82 0 0 0  0.0387
1709309387.1711 0 1000 1000 691 85 0 0 0  0.0389
1709309387.1789 0 1000 1000 694 100 0 0 0  0.0391
1709309387.1867 0 1000 1000 709 105 0 0 0  0.0397
1709309387.1961 0 1000 1000 714 95 0 0 0  0.0398
1709309387.2028 0 1000 1000 734 107 0 0 0  0.0404
1709309387.2115 0 1000 1000 723 110 0 0 0  0.0401
1709309387.2191 0 1000 1000 738 137 0 0 0  0.0405
1709309387.2269 0 1000 1000 751 130 0 0 0  0.0408
1709309387.2357 0 1000 1000 786 155 0 0 0  0.0418
1709309387.2433 0 1000 1000 791 147 0 0 0  0.0419
1709309387.2517 0 1000 1000 819 168 0 0 0  0.0426
1709309387.2595 0 1000 1000 851 196 0 0 0  0.0434
1709309387.2671 0 1000 1000 820 183 0 0 0  0.0427
1709309387.2749 0 1000 1000 848 195 0 0 0  0.0433
1709309387.2837 0 1000 1000 872 229 0 0 0  0.0440
1709309387.2912 0 1000 1000 862 228 0 0 0  0.0438
1709309387.2994 0 1000 1000 884 236 0 0 0  0.0443
1709309387.3076 0 1000 1000 873 249 0 0 0  0.0442
1709309387.3152 0 981 1000 873 256 0 0 0  0.0440
1709309387.3229 0 963 1000 917 299 0 0 0  0.0450
1709309387.3317 0 918 1000 946 307 0 0 0  0.0450
1709309387.3393 0 877 1000 926 305 0 0 0  0.0440
1709309387.3467 0 859 1000 970 340 0 0 0  0.0448
1709309387.3555 0 777 1000 990 353 0 0 0  0.0438
1709309387.3630 0 736 1000 992 368 0 0 0  0.0431
1709309387.3717 0 686 1000 948 347 0 0 0  0.0406
1709309387.3794 0 668 1000 978 373 0 0 0  0.0405
1709309387.3868 0 686 1000 1000 396 0 0 0  0.0420
1709309387.3963 0 586 1000 989 393 0 0 0  0.0379
1709309387.4028 0 572 1000 1000 411 0 0 0  0.0379
1709309387.4115 0 563 1000 1000 449 0 0 0  0.0382
1709309387.4192 0 531 1000 1000 442 0 0 0  0.0373
1709309387.4269 0 513 1000 1000 464 0 0 0  0.0373
1709309387.4355 0 486 1000 1000 480 0 0 0  0.0370
1709309387.4429 0 418 1000 1000 489 0 0 0  0.0360
1709309387.4514 0 404 1000 1000 512 0 0 0  0.0363
1709309387.4589 0 354 1000 1000 527 0 0 0  0.0360
1709309387.4668 0 331 995 1000 530 0 0 0  0.0357
1709309387.4766 0 304 1000 1000 563 0 0 0  0.0363
1709309387.4831 0 281 1000 1000 570 0 0 0  0.0363
1709309387.4910 0 245 970 1000 570 0 0 0  0.0355
1709309387.4994 0 254 974 1000 573 0 0 0  0.0357
1709309387.5071 0 245 977 1000 586 19 0 0  0.0361
1709309387.5149 0 200 904 1000 601 29 0 0  0.0350
1709309387.5237 0 186 897 1000 618 59 0 0  0.0354
1709309387.5314 0 263 931 1000 651 111 0 0  0.0378
1709309387.5393 0 172 874 1000 621 65 0 0  0.0350
1709309387.5467 0 145 865 1000 621 60 0 0  0.0346
1709309387.5554 0 113 881 1000 621 47 0 0  0.0348
1709309387.5632 0 81 869 1000 608 22 0 0  0.0339
1709309387.5709 0 90 867 1000 613 29 0 0  0.0341
1709309387.5796 0 54 812 1000 609 47 0 0  0.0328
1709309387.5874 0 40 805 1000 618 59 0 0  0.0330
1709309387.5959 0 68 803 1000 611 55 0 0  0.0328
1709309387.6036 0 45 808 1000 613 54 0 0  0.0329
1709309387.6112 0 36 805 1000 618 37 0 0  0.0329
1709309387.6190 0 13 789 1000 609 34 0 0  0.0323
1709309387.6277 0 45 796 1000 598 32 0 0  0.0321
1709309387.6355 0 54 808 1000 601 52 0 0  0.0325
1709309387.6433 0 13 780 1000 580 45 0 0  0.0312
1709309387.6515 0 45 780 1000 578 27 0 0  0.0312
1709309387.6591 0 68 831 1000 591 39 0 0  0.0327
1709309387.6669 0 72 817 1000 586 22 0 0  0.0323
1709309387.6756 0 90 867 1000 596 13 0 0  0.0336
1709309387.6833 0 177 892 1000 583 11 0 0  0.0341
1709309387.6911 0 131 894 1000 566 4 0 0  0.0334
1709309387.6994 0 200 924 1000 571 6 0 0  0.0344
1709309387.7070 0 218 940 1000 565 0 0 0  0.0347
1709309387.7148 0 227 926 1000 530 0 0 0  0.0336
1709309387.7235 0 318 961 1000 527 0 0 0  0.0350
1709309387.7313 0 304 977 1000 517 0 0 0  0.0348
1709309387.7391 0 322 988 1000 492 0 0 0  0.0347
1709309387.7475 0 327 1000 1000 490 0 0 0  0.0349
1709309387.7553 0 368 1000 1000 477 0 0 0  0.0351
1709309387.7632 0 409 1000 1000 469 0 0 0  0.0355
1709309387.7708 0 436 1000 1000 429 0 0 0  0.0353
1709309387.7797 0 559 1000 1000 411 0 0 0  0.0375
1709309387.7877 0 645 1000 1000 400 0 0 0  0.0402
1709309387.7959 0 681 1000 1000 380 0 0 0  0.0416
1709309387.8029 0 736 1000 1000 366 0 0 0  0.0432
1709309387.8112 0 813 1000 1000 357 0 0 0  0.0447
1709309387.8189 0 868 1000 979 332 0 0 0  0.0450
1709309387.8269 0 950 1000 954 323 0 0 0  0.0457
1709309387.8357 0 963 1000 961 317 0 0 0  0.0459
1709309387.8433 0 995 1000 934 280 0 0 0  0.0455
1709309387.8517 0 1000 1000 906 274 0 0 0  0.0450
1709309387.8593 0 1000 1000 895 251 0 0 0  0.0446
1709309387.8669 0 1000 1000 844 218 0 0 0  0.0434
1709309387.8757 0 1000 1000 829 223 0 0 0  0.0431
1709309387.8831 0 1000 1000 824 208 0 0 0  0.0429
1709309387.8917 0 1000 1000 791 185 0 0 0  0.0420
1709309387.8990 0 1000 1000 747 152 0 0 0  0.0408
1709309387.9077 0 1000 1000 744 150 0 0 0  0.0407
1709309387.9153 0 1000 1000 705 132 0 0 0  0.0396
1709309387.9231 0 1000 1000 694 105 0 0 0  0.0391
1709309387.9317 0 1000 1000 709 122 0 0 0  0.0397
1709309387.9389 0 1000 1000 691 115 0 0 0  0.0389
1709309387.9472 0 1000 1000 683 107 0 0 0  0.0385
1709309387.9552 0 1000 1000 676 107 0 0 0  0.0382
1709309387.9627 0 1000 1000 658 82 0 0 0  0.0373
1709309387.9714 0 1000 1000 656 80 0 0 0  0.0372
1709309387.9792 0 1000 1000 685 104 0 0 0  0.0386
1709309387.9868 0 1000 1000 681 94 0 0 0  0.0384
1709309387.9964 0 1000 1000 669 87 0 0 0  0.0378
1709309388.0033 0 1000 1000 694 92 0 0 0  0.0391
1709309388.0109 0 1000 1000 711 99 0 0 0  0.0397
1709309388.0196 0 1000 1000 722 102 0 0 0  0.0400
1709309388.0275 0 1000 1000 712 95 0 0 0  0.0398
1709309388.0351 0 1000 1000 729 115 0 0 0  0.0402
1709309388.0428 0 1000 1000 736 115 0 0 0  0.0404
1709309388.0513 0 1000 1000 723 119 0 0 0  0.0401
1709309388.0590 0 1000 1000 751 133 0 0 0  0.0408
1709309388.0677 0 1000 1000 734 135 0 0 0  0.0404
