% Edge sensor logfile normalized 'log_20240301_170819.927/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1709309301.1237 1000 1000 1000 405 0 0 0 0  0.0429
1709309301.1320 934 1000 1000 407 0 0 0 0  0.0430
1709309301.1399 728 1000 1000 438 0 0 0 0  0.0434
1709309301.1478 608 1000 1000 468 0 0 0 0  0.0399
1709309301.1562 554 1000 1000 526 0 0 0 0  0.0395
1709309301.1646 304 1000 1000 550 0 0 0 0  0.0360
1709309301.1717 239 1000 1000 574 13 0 0 0  0.0360
1709309301.1801 184 1000 1000 639 47 0 0 0  0.0377
1709309301.1881 0 1000 1000 650 57 0 0 0  0.0370
1709309301.1964 0 1000 1000 694 95 0 0 0  0.0391
1709309301.2046 0 1000 1000 760 123 0 0 0  0.0410
1709309301.2118 0 1000 1000 773 143 0 0 0  0.0414
1709309301.2200 0 1000 1000 798 158 0 0 0  0.0421
1709309301.2281 0 1000 1000 815 173 0 0 0  0.0425
1709309301.2366 0 1000 1000 866 231 0 0 0  0.0439
1709309301.2437 0 890 1000 873 267 0 0 0  0.0428
1709309301.2518 0 768 1000 893 295 0 0 0  0.0413
1709309301.2606 0 727 1000 970 365 0 0 0  0.0426
1709309301.2683 0 650 1000 1000 398 0 0 0  0.0404
1709309301.2757 0 618 1000 1000 406 0 0 0  0.0393
1709309301.2842 0 504 1000 1000 457 0 0 0  0.0370
1709309301.2926 0 327 970 1000 504 0 0 0  0.0347
1709309301.2997 0 190 860 1000 537 13 0 0  0.0323
1709309301.3079 0 118 821 1000 578 32 0 0  0.0323
1709309301.3158 0 0 769 1000 595 45 0 0  0.0314
1709309301.3240 0 0 714 1000 626 73 0 0  0.0312
1709309301.3327 0 0 682 1000 682 119 0 0  0.0323
1709309301.3406 0 0 650 1000 685 118 0 0  0.0310
1709309301.3479 0 0 621 1000 687 134 0 0  0.0300
1709309301.3556 0 0 593 1000 723 147 0 0  0.0305
1709309301.3645 0 0 570 1000 766 182 0 0  0.0310
1709309301.3725 0 0 529 1000 788 208 0 0  0.0307
1709309301.3804 0 0 504 1000 823 238 0 0  0.0311
1709309301.3886 0 0 463 1000 824 247 0 0  0.0304
1709309301.3960 0 0 420 974 814 247 0 0  0.0291
1709309301.4039 0 0 401 978 849 284 0 0  0.0299
1709309301.4120 0 0 378 946 852 297 0 0  0.0293
1709309301.4202 0 0 353 928 861 295 0 0  0.0288
1709309301.4279 0 0 331 892 862 300 0 0  0.0280
1709309301.4364 0 0 312 882 857 310 0 0  0.0275
1709309301.4436 0 0 296 842 844 334 0 0  0.0264
1709309301.4526 0 0 285 840 823 307 0 0  0.0256
1709309301.4607 0 0 280 829 844 315 0 0  0.0258
1709309301.4677 0 0 276 835 846 328 0 0  0.0261
1709309301.4766 0 0 296 840 836 305 0 0  0.0259
1709309301.4837 0 0 331 904 877 316 0 0  0.0287
1709309301.4917 0 0 335 892 857 313 0 0  0.0280
1709309301.4996 0 0 335 923 854 300 0 0  0.0284
1709309301.5078 0 0 383 976 887 308 0 0  0.0307
1709309301.5156 0 0 413 978 838 267 0 0  0.0297
1709309301.5246 0 0 422 974 800 220 0 0  0.0286
1709309301.5317 0 0 463 1000 796 238 0 0  0.0297
1709309301.5400 0 0 472 1000 768 223 0 0  0.0290
1709309301.5479 0 0 525 1000 763 203 0 0  0.0299
1709309301.5560 0 0 568 1000 752 188 0 0  0.0306
1709309301.5638 0 0 586 1000 710 157 0 0  0.0299
1709309301.5726 0 0 664 1000 694 126 0 0  0.0321
1709309301.5797 0 0 721 1000 692 123 0 0  0.0343
1709309301.5879 0 0 767 1000 646 75 0 0  0.0332
1709309301.5967 0 77 833 1000 604 19 0 0  0.0331
1709309301.6038 0 218 908 1000 588 45 0 0  0.0348
1709309301.6127 0 336 993 1000 535 0 0 0  0.0358
1709309301.6205 0 463 1000 1000 452 0 0 0  0.0361
1709309301.6286 0 590 1000 1000 388 0 0 0  0.0381
1709309301.6358 0 768 1000 1000 363 0 0 0  0.0439
1709309301.6445 0 950 1000 917 304 0 0 0  0.0449
1709309301.6519 0 1000 1000 859 246 0 0 0  0.0439
1709309301.6604 0 1000 1000 820 206 0 0 0  0.0428
1709309301.6679 0 1000 1000 786 181 0 0 0  0.0419
1709309301.6762 0 1000 1000 755 133 0 0 0  0.0409
1709309301.6845 0 1000 1000 691 107 0 0 0  0.0389
1709309301.6922 173 1000 1000 627 56 0 0 0  0.0371
1709309301.7005 391 1000 1000 594 19 0 0 0  0.0383
1709309301.7078 673 1000 1000 537 0 0 0 0  0.0440
1709309301.7164 869 1000 1000 484 0 0 0 0  0.0443
1709309301.7239 1000 1000 1000 442 0 0 0 0  0.0435
1709309301.7321 1000 1000 1000 382 0 0 0 0  0.0426
1709309301.7400 1000 1000 1000 323 0 0 0 0  0.0419
1709309301.7483 1000 1000 1000 239 0 0 0 0  0.0410
1709309301.7565 1000 1000 988 235 0 0 0 0  0.0408
1709309301.7638 1000 1000 952 215 0 0 0 0  0.0401
1709309301.7720 1000 1000 917 199 0 0 0 0  0.0395
1709309301.7800 1000 1000 915 182 0 0 0 0  0.0393
1709309301.7877 1000 1000 888 149 0 0 0 0  0.0386
1709309301.7960 1000 1000 869 107 0 0 0 0  0.0381
1709309301.8038 1000 1000 858 127 0 0 0 0  0.0380
1709309301.8122 1000 1000 815 96 0 0 0 0  0.0370
1709309301.8214 1000 1000 805 91 0 0 0 0  0.0368
1709309301.8286 1000 1000 831 69 0 0 0 0  0.0372
1709309301.8364 1000 1000 856 80 0 0 0 0  0.0377
1709309301.8447 1000 1000 851 62 0 0 0 0  0.0376
1709309301.8518 1000 1000 826 65 0 0 0 0  0.0371
1709309301.8597 1000 1000 812 53 0 0 0 0  0.0368
1709309301.8684 1000 1000 787 53 0 0 0 0  0.0363
1709309301.8766 1000 1000 762 51 0 0 0 0  0.0358
1709309301.8844 1000 1000 773 62 0 0 0 0  0.0360
1709309301.8926 1000 1000 787 63 0 0 0 0  0.0363
1709309301.8998 1000 1000 801 84 0 0 0 0  0.0367
1709309301.9087 1000 1000 847 98 0 0 0 0  0.0377
1709309301.9163 1000 1000 853 113 0 0 0 0  0.0378
1709309301.9247 1000 1000 858 131 0 0 0 0  0.0380
1709309301.9325 1000 1000 897 166 0 0 0 0  0.0389
1709309301.9398 1000 1000 915 157 0 0 0 0  0.0391
1709309301.9480 1000 1000 958 217 0 0 0 0  0.0403
1709309301.9557 1000 1000 1000 268 0 0 0 0  0.0413
1709309301.9647 1000 1000 1000 325 0 0 0 0  0.0419
1709309301.9719 1000 1000 1000 360 0 0 0 0  0.0423
1709309301.9798 1000 1000 1000 407 0 0 0 0  0.0430
1709309301.9886 1000 1000 1000 455 0 0 0 0  0.0437
1709309301.9957 695 1000 1000 522 0 0 0 0  0.0448
1709309302.0037 402 1000 1000 579 1 0 0 0  0.0380
1709309302.0128 76 1000 1000 612 42 0 0 0  0.0360
1709309302.0202 0 1000 1000 665 82 0 0 0  0.0376
1709309302.0281 0 1000 1000 705 115 0 0 0  0.0396
1709309302.0364 0 1000 1000 802 180 0 0 0  0.0422
1709309302.0447 0 1000 1000 844 239 0 0 0  0.0435
1709309302.0523 0 945 1000 897 282 0 0 0  0.0442
1709309302.0605 0 790 1000 976 360 0 0 0  0.0439
1709309302.0687 0 663 1000 1000 429 0 0 0  0.0414
1709309302.0765 0 450 1000 1000 497 0 0 0  0.0367
1709309302.0839 0 313 972 1000 566 0 0 0  0.0361
1709309302.0918 0 109 817 1000 608 52 0 0  0.0331
1709309302.0996 0 0 705 1000 651 96 0 0  0.0320
1709309302.1079 0 0 655 1000 699 154 0 0  0.0320
1709309302.1157 0 0 545 1000 725 175 0 0  0.0292
1709309302.1246 0 0 477 983 758 198 0 0  0.0285
1709309302.1318 0 0 420 974 839 269 0 0  0.0298
1709309302.1399 0 0 360 925 864 300 0 0  0.0290
1709309302.1477 0 0 294 862 887 349 0 0  0.0280
1709309302.1561 0 0 221 819 925 415 0 0  0.0281
1709309302.1639 0 0 182 764 922 430 0 0  0.0268
1709309302.1719 0 0 116 718 928 464 0 0  0.0261
1709309302.1811 0 0 43 652 955 540 38 0  0.0250
1709309302.1884 0 0 6 621 953 577 61 0  0.0246
1709309302.1963 0 0 0 606 976 614 85 0  0.0259
1709309302.2046 0 0 0 616 981 645 124 0  0.0275
1709309302.2125 0 0 0 561 945 661 126 0  0.0257
1709309302.2203 0 0 0 524 925 661 157 0  0.0242
1709309302.2283 0 0 0 491 905 706 187 0  0.0258
1709309302.2365 0 0 0 491 900 743 212 0  0.0269
1709309302.2443 0 0 0 442 887 766 228 0  0.0264
1709309302.2524 0 0 0 424 857 742 236 0  0.0248
1709309302.2596 0 0 0 407 849 768 268 0  0.0253
1709309302.2680 0 0 0 407 839 786 287 0  0.0256
1709309302.2760 0 0 0 391 836 786 273 0  0.0253
1709309302.2843 0 0 0 391 849 816 277 0  0.0264
1709309302.2920 0 0 0 400 852 827 285 0  0.0269
1709309302.3003 0 0 0 396 834 791 268 0  0.0254
1709309302.3085 0 0 0 404 831 796 280 0  0.0256
1709309302.3167 0 0 0 385 816 786 257 0  0.0245
1709309302.3238 0 0 0 400 824 775 268 0  0.0247
1709309302.3324 0 0 0 435 859 784 261 0  0.0263
1709309302.3405 0 0 0 446 874 765 238 0  0.0262
1709309302.3477 0 0 0 484 899 717 200 0  0.0259
1709309302.3559 0 0 0 522 910 717 192 0  0.0270
1709309302.3642 0 0 0 530 905 666 145 0  0.0241
1709309302.3724 0 0 0 553 912 617 103 0  0.0224
1709309302.3797 0 0 0 616 961 620 85 0  0.0261
1709309302.3885 0 0 11 648 965 569 54 0  0.0258
1709309302.3957 0 0 57 691 963 525 24 0  0.0269
1709309302.4040 0 0 100 709 945 487 0 0  0.0266
1709309302.4133 0 0 175 784 923 440 0 0  0.0274
1709309302.4205 0 0 260 848 904 377 0 0  0.0281
1709309302.4277 0 0 337 903 856 311 0 0  0.0282
1709309302.4357 0 0 399 961 847 284 0 0  0.0296
1709309302.4439 0 0 468 1000 788 229 0 0  0.0295
1709309302.4520 0 0 570 1000 740 174 0 0  0.0303
1709309302.4600 0 0 652 1000 712 146 0 0  0.0323
1709309302.4678 0 0 751 1000 667 93 0 0  0.0338
1709309302.4761 0 77 858 1000 641 55 0 0  0.0349
1709309302.4839 0 322 1000 1000 598 11 0 0  0.0375
1709309302.4918 0 468 1000 1000 505 0 0 0  0.0372
1709309302.4999 0 713 1000 1000 418 0 0 0  0.0434
1709309302.5080 0 927 1000 959 332 0 0 0  0.0456
1709309302.5159 0 1000 1000 881 266 0 0 0  0.0445
1709309302.5242 0 1000 1000 809 185 0 0 0  0.0424
1709309302.5322 0 1000 1000 747 135 0 0 0  0.0407
1709309302.5415 282 1000 1000 658 72 0 0 0  0.0393
1709309302.5478 630 1000 1000 581 19 0 0 0  0.0433
1709309302.5560 1000 1000 1000 508 0 0 0 0  0.0447
1709309302.5640 1000 1000 1000 393 0 0 0 0  0.0428
1709309302.5724 1000 1000 1000 330 0 0 0 0  0.0420
1709309302.5804 1000 1000 1000 254 0 0 0 0  0.0412
1709309302.5878 1000 1000 940 191 0 0 0 0  0.0398
1709309302.5962 1000 1000 876 140 0 0 0 0  0.0384
1709309302.6043 1000 1000 817 87 0 0 0 0  0.0370
1709309302.6133 1000 1000 762 71 0 0 0 0  0.0358
1709309302.6207 1000 1000 705 23 0 0 0 0  0.0344
1709309302.6287 1000 1000 636 0 0 0 0 0  0.0313
1709309302.6358 1000 1000 561 0 0 0 0 0  0.0289
1709309302.6442 1000 1000 506 0 0 0 0 0  0.0276
1709309302.6521 1000 1000 408 0 0 0 0 0  0.0258
1709309302.6605 1000 1000 363 0 0 0 0 0  0.0252
1709309302.6683 1000 1000 340 0 0 0 0 0  0.0249
1709309302.6758 1000 1000 292 0 0 0 0 0  0.0244
1709309302.6841 1000 1000 264 0 0 0 0 0  0.0241
1709309302.6924 1000 1000 232 0 0 0 0 0  0.0238
1709309302.7002 1000 1000 205 0 0 0 0 0  0.0236
1709309302.7084 1000 1000 214 0 0 0 0 0  0.0237
1709309302.7162 1000 1000 194 0 0 0 0 0  0.0235
1709309302.7239 1000 1000 171 0 0 0 0 0  0.0233
1709309302.7325 1000 1000 191 0 0 0 0 0  0.0235
1709309302.7398 1000 1000 200 0 0 0 0 0  0.0236
1709309302.7477 1000 1000 182 0 0 0 0 0  0.0234
1709309302.7558 1000 1000 226 0 0 0 0 0  0.0238
1709309302.7646 1000 1000 253 0 0 0 0 0  0.0240
1709309302.7721 1000 1000 294 0 0 0 0 0  0.0244
1709309302.7803 1000 1000 351 0 0 0 0 0  0.0251
1709309302.7885 1000 1000 394 0 0 0 0 0  0.0256
1709309302.7961 1000 1000 470 0 0 0 0 0  0.0268
1709309302.8045 1000 1000 554 0 0 0 0 0  0.0287
1709309302.8132 1000 1000 666 14 0 0 0 0  0.0325
1709309302.8198 1000 1000 773 78 0 0 0 0  0.0361
1709309302.8281 1000 1000 815 117 0 0 0 0  0.0371
1709309302.8363 1000 1000 842 98 0 0 0 0  0.0376
1709309302.8440 1000 1000 872 100 0 0 0 0  0.0381
1709309302.8522 1000 1000 970 164 0 0 0 0  0.0400
1709309302.8602 1000 1000 1000 248 0 0 0 0  0.0411
1709309302.8685 1000 1000 1000 332 0 0 0 0  0.0420
1709309302.8756 1000 1000 1000 405 0 0 0 0  0.0429
1709309302.8838 978 1000 1000 502 0 0 0 0  0.0446
1709309302.8926 500 1000 1000 590 28 0 0 0  0.0400
1709309302.9005 130 1000 1000 678 90 0 0 0  0.0390
1709309302.9078 0 1000 1000 769 147 0 0 0  0.0413
1709309302.9164 0 1000 1000 881 252 0 0 0  0.0444
1709309302.9246 0 895 1000 1000 376 0 0 0  0.0463
1709309302.9318 0 559 1000 1000 517 0 0 0  0.0395
1709309302.9407 0 259 908 1000 619 60 0 0  0.0361
1709309302.9487 0 36 762 1000 715 160 0 0  0.0362
1709309302.9559 0 0 643 1000 814 215 0 0  0.0348
1709309302.9646 0 0 520 1000 894 298 0 0  0.0334
1709309302.9717 0 0 360 948 973 412 0 0  0.0327
1709309302.9800 0 0 223 844 1000 517 7 0  0.0318
1709309302.9883 0 0 95 694 991 591 78 0  0.0293
1709309302.9958 0 0 0 588 958 666 157 0  0.0271
1709309303.0044 0 0 0 499 914 794 271 0  0.0291
1709309303.0129 0 0 0 374 831 876 357 0  0.0279
1709309303.0201 0 0 0 290 750 929 433 0  0.0269
1709309303.0282 0 0 0 195 666 944 496 2  0.0244
1709309303.0357 0 0 0 96 583 954 568 42  0.0230
1709309303.0440 0 0 0 25 474 919 626 128  0.0212
1709309303.0523 0 0 0 0 385 848 700 210  0.0226
1709309303.0602 0 0 0 0 300 801 771 294  0.0232
1709309303.0680 0 0 0 0 239 714 803 347  0.0215
1709309303.0762 0 0 0 0 183 651 819 386  0.0169
1709309303.0837 0 0 0 0 115 556 829 478  0.0144
1709309303.0918 0 0 0 0 49 495 798 515  0.0115
1709309303.1000 0 0 0 0 6 435 780 554  0.0100
1709309303.1078 0 0 0 0 0 418 791 617  0.0131
1709309303.1166 0 0 0 0 0 351 740 621  0.0075
1709309303.1237 0 0 0 0 0 290 678 619  0.0000
1709309303.1326 0 0 0 0 0 233 649 695  0.0000
1709309303.1407 0 0 0 0 0 178 594 658  0.0000
1709309303.1478 0 0 0 0 0 147 547 648  0.0000
1709309303.1566 0 0 0 0 0 106 526 662  0.0000
1709309303.1644 0 0 0 0 0 95 503 695  0.0000
1709309303.1718 0 0 0 0 0 87 522 711  0.0010
1709309303.1806 0 0 0 0 0 55 528 736  0.0030
1709309303.1878 0 0 0 0 0 65 492 701  0.0001
1709309303.1960 0 0 0 0 0 50 487 701  0.0001
1709309303.2037 0 0 0 0 0 42 478 728  0.0019
1709309303.2126 0 0 0 0 0 27 475 695  0.0000
1709309303.2207 0 0 0 0 0 29 459 699  0.0000
1709309303.2285 0 0 0 0 0 26 449 668  0.0000
1709309303.2357 0 0 0 0 0 54 456 662  0.0000
1709309303.2439 0 0 0 0 0 27 442 635  0.0000
1709309303.2517 0 0 0 0 0 34 433 640  0.0000
1709309303.2613 0 0 0 0 0 55 470 701  0.0001
1709309303.2681 0 0 0 0 0 50 470 674  0.0000
1709309303.2760 0 0 0 0 0 67 471 652  0.0000
1709309303.2841 0 0 0 0 0 100 498 664  0.0000
1709309303.2924 0 0 0 0 0 131 505 642  0.0000
1709309303.3002 0 0 0 0 0 141 538 644  0.0000
1709309303.3083 0 0 0 0 0 183 582 664  0.0000
1709309303.3162 0 0 0 0 0 183 607 676  0.0000
1709309303.3240 0 0 0 0 0 256 650 668  0.0000
1709309303.3322 0 0 0 0 0 303 703 656  0.0012
1709309303.3404 0 0 0 0 0 367 733 584  0.0053
1709309303.3482 0 0 0 0 6 417 771 554  0.0090
1709309303.3562 0 0 0 0 54 527 836 558  0.0159
1709309303.3641 0 0 0 0 89 559 843 486  0.0155
1709309303.3721 0 0 0 0 122 609 847 437  0.0167
1709309303.3804 0 0 0 0 221 692 836 388  0.0214
1709309303.3878 0 0 0 0 304 761 749 331  0.0214
1709309303.3960 0 0 0 0 347 816 677 218  0.0185
1709309303.4043 0 0 0 0 411 855 642 151  0.0185
1709309303.4126 0 0 0 31 472 881 566 89  0.0174
1709309303.4205 0 0 0 107 566 881 482 28  0.0176
1709309303.4278 0 0 0 232 671 835 385 0  0.0193
1709309303.4360 0 0 0 321 735 783 310 0  0.0216
1709309303.4436 0 0 0 398 788 735 256 0  0.0223
1709309303.4519 0 0 0 471 841 701 205 0  0.0237
1709309303.4602 0 0 0 572 914 622 145 0  0.0233
1709309303.4687 0 0 68 714 968 550 59 0  0.0285
1709309303.4758 0 0 191 822 1000 509 0 0  0.0309
1709309303.4841 0 0 294 925 1000 448 0 0  0.0326
1709309303.4925 0 0 422 998 907 354 0 0  0.0324
1709309303.5007 0 0 552 1000 806 239 0 0  0.0318
1709309303.5084 0 0 691 1000 737 164 0 0  0.0349
1709309303.5159 0 59 815 1000 638 83 0 0  0.0340
1709309303.5244 0 268 929 1000 570 22 0 0  0.0350
1709309303.5325 0 536 1000 1000 472 0 0 0  0.0380
1709309303.5403 0 772 1000 943 365 0 0 0  0.0431
1709309303.5485 0 1000 1000 873 280 0 0 0  0.0444
1709309303.5557 0 1000 1000 804 193 0 0 0  0.0423
1709309303.5641 347 1000 1000 722 128 0 0 0  0.0428
1709309303.5717 771 1000 1000 632 66 0 0 0  0.0483
1709309303.5797 1000 1000 1000 533 0 0 0 0  0.0453
1709309303.5886 1000 1000 1000 460 0 0 0 0  0.0438
1709309303.5957 1000 1000 1000 387 0 0 0 0  0.0427
1709309303.6039 1000 1000 1000 276 0 0 0 0  0.0414
1709309303.6124 1000 1000 922 175 0 0 0 0  0.0394
1709309303.6206 1000 1000 831 96 0 0 0 0  0.0373
1709309303.6287 1000 1000 753 62 0 0 0 0  0.0356
1709309303.6363 1000 1000 691 49 0 0 0 0  0.0338
1709309303.6445 1000 1000 589 0 0 0 0 0  0.0297
1709309303.6527 1000 1000 495 0 0 0 0 0  0.0273
1709309303.6604 1000 1000 417 0 0 0 0 0  0.0260
1709309303.6679 1000 1000 349 0 0 0 0 0  0.0250
1709309303.6760 1000 1000 296 0 0 0 0 0  0.0244
1709309303.6847 1000 1000 237 0 0 0 0 0  0.0239
1709309303.6917 1000 1000 175 0 0 0 0 0  0.0234
1709309303.6999 1000 1000 150 0 0 0 0 0  0.0232
1709309303.7076 1000 1000 130 0 0 0 0 0  0.0231
1709309303.7165 1000 1000 125 0 0 0 0 0  0.0230
1709309303.7238 1000 1000 109 0 0 0 0 0  0.0229
1709309303.7327 1000 1000 93 0 0 0 0 0  0.0228
1709309303.7399 1000 1000 79 0 0 0 0 0  0.0227
1709309303.7480 1000 1000 57 0 0 0 0 0  0.0226
1709309303.7567 1000 1000 98 0 0 0 0 0  0.0228
1709309303.7645 1000 1000 93 0 0 0 0 0  0.0228
1709309303.7720 1000 1000 84 0 0 0 0 0  0.0228
1709309303.7798 1000 1000 109 0 0 0 0 0  0.0229
1709309303.7881 1000 1000 139 0 0 0 0 0  0.0231
1709309303.7965 1000 1000 157 0 0 0 0 0  0.0232
1709309303.8041 1000 1000 207 0 0 0 0 0  0.0236
1709309303.8131 1000 1000 216 0 0 0 0 0  0.0237
1709309303.8203 1000 1000 292 0 0 0 0 0  0.0244
1709309303.8281 1000 1000 376 0 0 0 0 0  0.0254
1709309303.8363 1000 1000 410 0 0 0 0 0  0.0259
1709309303.8445 1000 1000 472 0 0 0 0 0  0.0269
1709309303.8521 1000 1000 536 0 0 0 0 0  0.0282
1709309303.8602 1000 1000 641 10 0 0 0 0  0.0315
1709309303.8685 1000 1000 739 53 0 0 0 0  0.0353
1709309303.8762 1000 1000 819 98 0 0 0 0  0.0371
1709309303.8844 1000 1000 922 188 0 0 0 0  0.0395
1709309303.8924 1000 1000 977 232 0 0 0 0  0.0407
1709309303.9002 1000 1000 1000 316 0 0 0 0  0.0418
1709309303.9084 1000 1000 1000 402 0 0 0 0  0.0429
1709309303.9162 913 1000 1000 493 0 0 0 0  0.0444
1709309303.9239 391 1000 1000 623 39 0 0 0  0.0392
1709309303.9321 43 1000 1000 712 125 0 0 0  0.0400
1709309303.9401 0 1000 1000 822 211 0 0 0  0.0429
1709309303.9477 0 963 1000 939 327 0 0 0  0.0457
1709309303.9559 0 745 1000 1000 466 0 0 0  0.0450
1709309303.9647 0 436 1000 1000 583 26 0 0  0.0386
1709309303.9724 0 113 853 1000 700 136 0 0  0.0378
1709309303.9815 0 0 675 1000 781 211 0 0  0.0354
1709309303.9882 0 0 513 1000 849 293 0 0  0.0323
1709309303.9959 0 0 360 917 928 392 0 0  0.0311
1709309304.0041 0 0 212 793 1000 541 19 0  0.0311
1709309304.0129 0 0 70 669 990 625 107 0  0.0291
1709309304.0206 0 0 0 541 922 709 222 0  0.0274
1709309304.0286 0 0 0 398 823 793 294 0  0.0253
1709309304.0357 0 0 0 292 738 858 398 0  0.0245
1709309304.0444 0 0 0 177 614 885 477 0  0.0195
1709309304.0526 0 0 0 45 495 898 568 61  0.0187
1709309304.0597 0 0 0 0 406 842 649 153  0.0182
1709309304.0681 0 0 0 0 319 784 700 247  0.0202
1709309304.0761 0 0 0 0 259 719 761 349  0.0204
1709309304.0843 0 0 0 0 180 666 842 433  0.0198
1709309304.0920 0 0 0 0 110 563 885 543  0.0191
1709309304.1001 0 0 0 0 44 510 866 564  0.0174
1709309304.1083 0 0 0 0 0 451 854 638  0.0188
