% Edge sensor logfile normalized 'log_20240301_165543.793/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1709308544.7904 0 790 1000 950 330 0 0 0  0.0432
1709308544.7998 0 659 1000 979 380 0 0 0  0.0402
1709308544.8063 0 559 1000 1000 418 0 0 0  0.0376
1709308544.8147 0 472 1000 1000 476 0 0 0  0.0367
1709308544.8233 0 340 931 1000 507 0 0 0  0.0343
1709308544.8301 0 231 863 1000 542 0 0 0  0.0328
1709308544.8378 0 154 805 1000 570 24 0 0  0.0319
1709308544.8469 0 127 787 1000 614 67 0 0  0.0327
1709308544.8543 0 9 739 1000 619 100 0 0  0.0316
1709308544.8619 0 0 689 1000 636 105 0 0  0.0307
1709308544.8710 0 0 691 1000 662 113 0 0  0.0319
1709308544.8785 0 0 675 1000 676 123 0 0  0.0317
1709308544.8862 0 0 664 1000 699 144 0 0  0.0324
1709308544.8950 0 0 648 1000 714 155 0 0  0.0322
1709308544.9021 0 0 650 1000 723 159 0 0  0.0325
1709308544.9107 0 0 643 1000 735 155 0 0  0.0326
1709308544.9184 0 0 664 1000 735 160 0 0  0.0335
1709308544.9260 0 0 650 1000 730 164 0 0  0.0327
1709308544.9344 0 0 634 1000 723 157 0 0  0.0319
1709308544.9432 0 0 655 1000 720 152 0 0  0.0327
1709308544.9502 0 0 639 1000 715 157 0 0  0.0318
1709308544.9588 0 0 641 1000 705 139 0 0  0.0316
1709308544.9665 0 0 678 1000 719 126 0 0  0.0337
1709308544.9741 0 0 694 1000 705 133 0 0  0.0341
1709308544.9818 0 0 698 1000 677 111 0 0  0.0330
1709308544.9907 0 0 730 1000 679 103 0 0  0.0339
1709308544.9986 0 0 739 1000 652 93 0 0  0.0328
1709308545.0063 0 0 753 1000 619 64 0 0  0.0318
1709308545.0150 0 40 810 1000 621 41 0 0  0.0332
1709308545.0225 0 86 828 1000 593 39 0 0  0.0327
1709308545.0302 0 136 860 1000 591 27 0 0  0.0335
1709308545.0390 0 190 892 1000 570 11 0 0  0.0338
1709308545.0463 0 218 910 1000 545 0 0 0  0.0336
1709308545.0546 0 286 938 1000 537 0 0 0  0.0345
1709308545.0636 0 295 952 1000 510 0 0 0  0.0342
1709308545.0701 0 331 984 1000 505 0 0 0  0.0350
1709308545.0779 0 404 1000 1000 489 0 0 0  0.0358
1709308545.0877 0 427 1000 1000 466 0 0 0  0.0357
1709308545.0942 0 472 1000 1000 471 0 0 0  0.0366
1709308545.1026 0 518 1000 1000 447 0 0 0  0.0371
1709308545.1103 0 522 1000 1000 423 0 0 0  0.0368
1709308545.1179 0 600 1000 1000 426 0 0 0  0.0390
1709308545.1259 0 650 1000 1000 406 0 0 0  0.0405
1709308545.1344 0 636 1000 1000 385 0 0 0  0.0396
1709308545.1420 0 677 1000 1000 391 0 0 0  0.0415
1709308545.1503 0 713 1000 1000 370 0 0 0  0.0428
1709308545.1591 0 759 1000 996 360 0 0 0  0.0436
1709308545.1659 0 786 1000 974 353 0 0 0  0.0437
1709308545.1746 0 790 1000 965 337 0 0 0  0.0435
1709308545.1831 0 840 1000 979 342 0 0 0  0.0447
1709308545.1908 0 786 1000 972 340 0 0 0  0.0435
1709308545.1996 0 768 1000 937 317 0 0 0  0.0424
1709308545.2075 0 781 1000 912 328 0 0 0  0.0423
1709308545.2140 0 768 1000 957 333 0 0 0  0.0429
1709308545.2226 0 772 1000 943 337 0 0 0  0.0428
1709308545.2304 0 686 1000 952 348 0 0 0  0.0407
1709308545.2380 0 627 1000 979 365 0 0 0  0.0387
1709308545.2469 0 577 1000 1000 406 0 0 0  0.0380
1709308545.2546 0 463 1000 1000 428 0 0 0  0.0357
1709308545.2621 0 354 1000 1000 457 0 0 0  0.0346
1709308545.2708 0 377 988 1000 502 0 0 0  0.0356
1709308545.2785 0 236 956 1000 540 14 0 0  0.0344
1709308545.2861 0 172 913 1000 578 13 0 0  0.0343
1709308545.2938 0 100 858 1000 611 49 0 0  0.0339
1709308545.3034 0 31 808 1000 652 78 0 0  0.0343
1709308545.3099 0 0 739 1000 674 124 0 0  0.0338
1709308545.3186 0 0 664 1000 712 167 0 0  0.0328
1709308545.3270 0 0 609 1000 737 188 0 0  0.0315
1709308545.3357 0 0 570 1000 776 206 0 0  0.0314
1709308545.3426 0 0 531 1000 816 249 0 0  0.0316
1709308545.3512 0 0 500 1000 841 274 0 0  0.0317
1709308545.3588 0 0 461 994 861 293 0 0  0.0315
1709308545.3667 0 0 442 990 899 323 0 0  0.0321
1709308545.3754 0 0 413 978 923 356 0 0  0.0323
1709308545.3818 0 0 360 934 928 372 0 0  0.0312
1709308545.3906 0 0 333 926 955 413 0 0  0.0317
1709308545.4001 0 0 283 881 965 446 0 0  0.0311
1709308545.4063 0 0 264 842 970 461 0 0  0.0304
1709308545.4141 0 0 239 850 993 487 0 0  0.0313
1709308545.4229 0 0 203 776 980 502 0 0  0.0295
1709308545.4304 0 0 178 793 993 522 17 0  0.0304
1709308545.4381 0 0 164 787 1000 525 14 0  0.0304
1709308545.4479 0 0 152 756 1000 533 28 0  0.0297
1709308545.4542 0 0 136 762 1000 550 36 0  0.0303
1709308545.4619 0 0 139 765 1000 564 31 0  0.0307
1709308545.4707 0 0 136 764 1000 538 36 0  0.0300
1709308545.4782 0 0 139 775 1000 550 21 0  0.0306
1709308545.4859 0 0 130 769 1000 530 17 0  0.0299
1709308545.4947 0 0 157 802 1000 543 28 0  0.0311
1709308545.5020 0 0 159 797 1000 541 19 0  0.0310
1709308545.5098 0 0 139 786 1000 504 0 0  0.0298
1709308545.5190 0 0 171 820 1000 518 0 0  0.0310
1709308545.5267 0 0 180 813 1000 494 0 0  0.0304
1709308545.5344 0 0 191 817 991 472 0 0  0.0300
1709308545.5430 0 0 221 857 1000 476 0 0  0.0312
1709308545.5501 0 0 237 864 998 461 0 0  0.0311
1709308545.5579 0 0 267 872 983 435 0 0  0.0309
1709308545.5669 0 0 283 903 981 423 0 0  0.0314
1709308545.5745 0 0 294 888 937 400 0 0  0.0301
1709308545.5822 0 0 326 904 938 384 0 0  0.0306
1709308545.5911 0 0 358 937 932 380 0 0  0.0314
1709308545.5994 0 0 360 946 907 357 0 0  0.0308
1709308545.6061 0 0 399 967 882 331 0 0  0.0309
1709308545.6151 0 0 413 983 892 316 0 0  0.0314
1709308545.6228 0 0 422 998 882 315 0 0  0.0315
1709308545.6305 0 0 449 1000 880 310 0 0  0.0319
1709308545.6395 0 0 447 1000 869 295 0 0  0.0315
1709308545.6460 0 0 486 1000 885 310 0 0  0.0327
1709308545.6547 0 0 495 1000 879 307 0 0  0.0327
1709308545.6625 0 0 495 1000 862 292 0 0  0.0322
1709308545.6701 0 0 490 1000 861 292 0 0  0.0321
1709308545.6788 0 0 454 1000 836 282 0 0  0.0308
1709308545.6866 0 0 442 992 821 274 0 0  0.0300
1709308545.6942 0 0 458 1000 831 293 0 0  0.0308
1709308545.7029 0 0 447 1000 824 279 0 0  0.0303
1709308545.7107 0 0 463 1000 836 275 0 0  0.0309
1709308545.7181 0 0 472 1000 841 254 0 0  0.0310
1709308545.7259 0 0 465 1000 831 259 0 0  0.0307
1709308545.7348 0 0 472 998 831 269 0 0  0.0309
1709308545.7424 0 0 463 1000 857 275 0 0  0.0313
1709308545.7499 0 0 452 1000 849 280 0 0  0.0310
1709308545.7588 0 0 429 990 836 279 0 0  0.0302
1709308545.7662 0 0 440 1000 867 300 0 0  0.0314
1709308545.7741 0 0 426 1000 879 302 0 0  0.0314
1709308545.7830 0 0 406 990 880 302 0 0  0.0310
1709308545.7907 0 0 390 989 905 334 0 0  0.0316
1709308545.7991 0 0 369 968 917 353 0 0  0.0314
1709308545.8079 0 0 349 930 912 353 0 0  0.0304
1709308545.8145 0 0 333 941 935 377 0 0  0.0312
1709308545.8223 0 0 296 910 947 374 0 0  0.0304
1709308545.8312 0 0 287 906 953 389 0 0  0.0305
1709308545.8389 0 0 289 904 960 402 0 0  0.0308
1709308545.8467 0 0 269 906 963 420 0 0  0.0310
1709308545.8549 0 0 260 875 971 423 0 0  0.0305
1709308545.8625 0 0 251 862 975 435 0 0  0.0304
1709308545.8704 0 0 244 864 993 467 0 0  0.0312
1709308545.8794 0 0 232 844 991 469 0 0  0.0307
1709308545.8860 0 0 194 828 988 463 0 0  0.0300
1709308545.8938 0 0 203 833 1000 486 0 0  0.0308
1709308545.9033 0 0 194 804 1000 497 0 0  0.0303
1709308545.9099 0 0 155 789 1000 490 0 0  0.0296
1709308545.9188 0 0 152 791 1000 515 1 0  0.0302
1709308545.9267 0 0 143 773 1000 520 1 0  0.0298
1709308545.9350 0 0 116 758 995 509 0 0  0.0291
1709308545.9428 0 0 134 758 996 525 3 0  0.0295
1709308545.9505 0 0 105 733 990 530 3 0  0.0289
1709308545.9582 0 0 107 722 976 530 17 0  0.0284
1709308545.9663 0 0 118 744 996 533 22 0  0.0293
1709308545.9754 0 0 95 720 971 517 22 0  0.0279
1709308545.9820 0 0 86 711 965 517 19 0  0.0276
1709308545.9898 0 0 89 722 985 536 43 0  0.0286
1709308545.9996 0 0 82 696 963 532 38 0  0.0273
1709308546.0062 0 0 63 676 952 533 56 0  0.0260
1709308546.0142 0 0 63 674 963 555 54 0  0.0267
1709308546.0232 0 0 63 665 961 555 70 0  0.0261
1709308546.0308 0 0 41 658 947 564 66 0  0.0257
1709308546.0385 0 0 22 661 945 555 61 0  0.0256
1709308546.0475 0 0 41 674 988 604 77 0  0.0286
1709308546.0548 0 0 47 681 980 594 85 0  0.0285
1709308546.0627 0 0 36 654 957 581 77 0  0.0263
1709308546.0707 0 0 27 656 953 584 82 0  0.0264
1709308546.0781 0 0 27 616 920 581 80 0  0.0235
1709308546.0868 0 0 13 597 914 592 94 0  0.0230
1709308546.0945 0 0 4 595 930 604 112 0  0.0239
1709308546.1027 0 0 0 590 923 591 112 0  0.0230
1709308546.1104 0 0 0 601 928 599 108 0  0.0238
1709308546.1192 0 0 0 610 942 625 126 0  0.0256
1709308546.1258 0 0 0 605 937 622 121 0  0.0251
1709308546.1348 0 0 0 590 945 609 107 0  0.0243
1709308546.1430 0 0 2 619 963 623 126 0  0.0264
1709308546.1507 0 0 0 597 945 617 121 0  0.0249
1709308546.1585 0 0 4 601 928 587 108 0  0.0234
1709308546.1673 0 0 13 606 940 607 121 0  0.0247
1709308546.1739 0 0 2 616 933 596 107 0  0.0245
1709308546.1828 0 0 2 601 923 584 100 0  0.0231
1709308546.1908 0 0 0 616 940 605 96 0  0.0250
1709308546.1991 0 0 6 616 925 579 89 0  0.0236
1709308546.2058 0 0 9 610 917 576 87 0  0.0230
1709308546.2145 0 0 31 628 933 577 87 0  0.0243
1709308546.2222 0 0 9 599 917 564 70 0  0.0222
1709308546.2299 0 0 11 610 910 551 57 0  0.0220
1709308546.2391 0 0 15 610 914 545 49 0  0.0220
1709308546.2467 0 0 13 636 933 555 54 0  0.0240
1709308546.2542 0 0 36 639 932 546 54 0  0.0239
1709308546.2629 0 0 41 661 933 535 45 0  0.0247
1709308546.2705 0 0 61 680 953 532 36 0  0.0262
1709308546.2783 0 0 52 663 933 515 29 0  0.0243
1709308546.2871 0 0 50 665 912 486 3 0  0.0232
1709308546.2948 0 0 79 692 937 504 17 0  0.0260
1709308546.3020 0 0 98 696 937 487 10 0  0.0259
1709308546.3110 0 0 84 698 917 479 0 0  0.0255
1709308546.3187 0 0 109 712 935 487 0 0  0.0265
1709308546.3264 0 0 125 711 910 471 0 0  0.0257
1709308546.3352 0 0 139 718 900 448 0 0  0.0253
1709308546.3428 0 0 152 736 914 456 0 0  0.0262
1709308546.3509 0 0 157 736 902 433 0 0  0.0256
1709308546.3585 0 0 184 760 900 418 0 0  0.0260
1709308546.3661 0 0 200 782 922 435 0 0  0.0274
1709308546.3748 0 0 187 776 904 410 0 0  0.0264
1709308546.3825 0 0 207 784 892 413 0 0  0.0265
1709308546.3901 0 0 221 829 914 418 0 0  0.0282
1709308546.3993 0 0 242 817 900 395 0 0  0.0274
1709308546.4070 0 0 248 833 897 382 0 0  0.0276
1709308546.4145 0 0 269 870 914 382 0 0  0.0289
1709308546.4222 0 0 301 881 912 397 0 0  0.0295
1709308546.4310 0 0 305 888 909 376 0 0  0.0294
1709308546.4379 0 0 310 884 894 353 0 0  0.0288
1709308546.4467 0 0 326 899 910 374 0 0  0.0298
1709308546.4550 0 0 324 903 904 367 0 0  0.0297
1709308546.4626 0 0 317 897 889 349 0 0  0.0290
1709308546.4708 0 0 324 899 909 369 0 0  0.0297
1709308546.4786 0 0 305 888 900 376 0 0  0.0292
1709308546.4859 0 0 310 893 909 382 0 0  0.0296
1709308546.4947 0 0 319 897 937 402 0 0  0.0306
1709308546.5036 0 0 287 868 920 394 0 0  0.0293
1709308546.5101 0 0 285 879 930 403 0 0  0.0298
1709308546.5178 0 0 287 877 942 422 0 0  0.0303
1709308546.5275 0 0 251 857 914 403 0 0  0.0288
1709308546.5340 0 0 242 842 909 402 0 0  0.0283
1709308546.5428 0 0 248 829 927 418 0 0  0.0286
1709308546.5512 0 0 230 820 938 425 0 0  0.0286
1709308546.5587 0 0 210 789 927 422 0 0  0.0275
1709308546.5664 0 0 205 784 935 436 0 0  0.0277
1709308546.5756 0 0 196 776 932 426 0 0  0.0272
1709308546.5822 0 0 175 749 920 435 0 0  0.0264
1709308546.5901 0 0 162 738 938 471 0 0  0.0270
1709308546.6013 0 0 136 711 922 463 0 0  0.0258
1709308546.6059 0 0 111 694 912 461 0 0  0.0247
1709308546.6144 0 0 109 696 928 490 14 0  0.0258
1709308546.6233 0 0 91 685 914 482 12 0  0.0245
1709308546.6300 0 0 93 676 917 500 12 0  0.0244
1709308546.6388 0 0 77 670 912 505 10 0  0.0239
1709308546.6480 0 0 79 676 937 525 29 0  0.0254
1709308546.6549 0 0 63 659 928 513 35 0  0.0239
1709308546.6624 0 0 54 634 907 505 28 0  0.0218
1709308546.6710 0 0 54 650 922 527 38 0  0.0236
1709308546.6782 0 0 59 634 905 536 47 0  0.0225
1709308546.6864 0 0 47 628 889 505 40 0  0.0209
1709308546.6955 0 0 38 636 895 525 42 0  0.0219
1709308546.7026 0 0 36 627 894 518 43 0  0.0213
1709308546.7100 0 0 27 599 879 504 29 0  0.0191
1709308546.7192 0 0 31 608 882 515 49 0  0.0199
1709308546.7263 0 0 25 614 871 509 43 0  0.0195
1709308546.7343 0 0 31 601 857 502 45 0  0.0181
1709308546.7435 0 0 34 610 884 530 57 0  0.0204
1709308546.7506 0 0 9 599 872 512 49 0  0.0190
1709308546.7588 0 0 25 605 871 527 49 0  0.0195
1709308546.7669 0 0 31 617 900 551 66 0  0.0219
1709308546.7743 0 0 13 586 884 541 57 0  0.0198
1709308546.7827 0 0 11 592 890 538 64 0  0.0202
1709308546.7910 0 0 18 605 915 571 75 0  0.0226
1709308546.7998 0 0 18 610 907 563 63 0  0.0223
1709308546.8059 0 0 13 612 899 558 80 0  0.0219
1709308546.8154 0 0 27 603 900 573 87 0  0.0220
1709308546.8227 0 0 18 594 900 569 89 0  0.0216
1709308546.8300 0 0 15 588 905 579 92 0  0.0219
1709308546.8393 0 0 6 592 915 568 71 0  0.0220
1709308546.8461 0 0 20 621 935 586 87 0  0.0244
1709308546.8546 0 0 25 619 935 584 80 0  0.0242
1709308546.8629 0 0 13 627 927 569 73 0  0.0238
1709308546.8703 0 0 25 641 945 571 66 0  0.0250
1709308546.8782 0 0 27 641 940 556 52 0  0.0245
1709308546.8886 0 0 50 654 950 555 52 0  0.0253
1709308546.8947 0 0 59 672 968 568 52 0  0.0270
1709308546.9025 0 0 52 656 958 555 38 0  0.0256
1709308546.9115 0 0 50 663 957 543 33 0  0.0256
1709308546.9187 0 0 70 691 976 556 50 0  0.0279
1709308546.9268 0 0 93 694 966 541 28 0  0.0275
1709308546.9360 0 0 93 692 968 540 19 0  0.0274
1709308546.9422 0 0 105 712 983 540 29 0  0.0284
1709308546.9502 0 0 98 720 985 538 24 0  0.0286
1709308546.9592 0 0 116 731 980 528 14 0  0.0286
1709308546.9664 0 0 114 734 988 525 12 0  0.0287
1709308546.9749 0 0 123 738 981 517 17 0  0.0286
1709308546.9839 0 0 132 734 978 499 10 0  0.0281
1709308546.9908 0 0 146 756 983 512 3 0  0.0290
1709308546.9995 0 0 136 753 975 500 0 0  0.0285
1709308547.0069 0 0 150 753 975 497 0 0  0.0285
1709308547.0144 0 0 168 778 1000 502 0 0  0.0297
1709308547.0224 0 0 162 787 1000 484 0 0  0.0295
1709308547.0309 0 0 168 798 991 482 0 0  0.0296
1709308547.0384 0 0 166 787 988 474 0 0  0.0291
1709308547.0459 0 0 180 797 990 492 0 0  0.0298
1709308547.0557 0 0 194 797 965 458 0 0  0.0289
1709308547.0626 0 0 182 793 945 446 0 0  0.0282
1709308547.0704 0 0 219 820 960 448 0 0  0.0293
1709308547.0792 0 0 216 837 960 435 0 0  0.0294
1709308547.0868 0 0 230 831 948 426 0 0  0.0290
1709308547.0945 0 0 251 872 970 440 0 0  0.0306
1709308547.1033 0 0 273 864 965 422 0 0  0.0303
1709308547.1108 0 0 276 879 952 423 0 0  0.0304
1709308547.1184 0 0 283 881 960 426 0 0  0.0307
1709308547.1267 0 0 276 872 955 418 0 0  0.0302
1709308547.1343 0 0 278 875 940 392 0 0  0.0297
1709308547.1420 0 0 296 879 955 418 0 0  0.0305
1709308547.1505 0 0 294 873 937 385 0 0  0.0296
1709308547.1579 0 0 285 875 937 392 0 0  0.0297
1709308547.1667 0 0 312 906 955 413 0 0  0.0312
1709308547.1745 0 0 294 904 942 377 0 0  0.0302
1709308547.1821 0 0 303 928 942 361 0 0  0.0305
1709308547.1899 0 0 312 928 952 387 0 0  0.0311
1709308547.1997 0 0 315 934 937 394 0 0  0.0311
1709308547.2062 0 0 319 925 927 380 0 0  0.0306
1709308547.2143 0 0 319 925 933 380 0 0  0.0307
1709308547.2233 0 0 333 915 922 376 0 0  0.0304
1709308547.2299 0 0 337 928 925 395 0 0  0.0310
1709308547.2382 0 0 315 897 905 374 0 0  0.0296
1709308547.2471 0 0 301 903 915 390 0 0  0.0299
1709308547.2543 0 0 310 890 915 395 0 0  0.0298
1709308547.2624 0 0 305 892 925 377 0 0  0.0298
1709308547.2714 0 0 303 888 945 407 0 0  0.0305
1709308547.2780 0 0 248 846 930 400 0 0  0.0288
1709308547.2859 0 0 269 851 945 408 0 0  0.0294
1709308547.2949 0 0 267 862 966 436 0 0  0.0304
1709308547.3022 0 0 232 842 955 443 0 0  0.0297
1709308547.3101 0 0 237 831 957 438 0 0  0.0294
1709308547.3190 0 0 230 844 988 464 0 0  0.0306
1709308547.3267 0 0 205 822 978 464 0 0  0.0298
1709308547.3345 0 0 198 817 970 466 0 0  0.0296
1709308547.3432 0 0 182 820 986 474 0 0  0.0299
1709308547.3504 0 0 184 795 993 499 0 0  0.0300
1709308547.3581 0 0 164 784 991 490 0 0  0.0294
1709308547.3674 0 0 146 776 1000 502 0 0  0.0295
1709308547.3742 0 0 125 745 980 504 0 0  0.0285
1709308547.3828 0 0 107 742 976 518 1 0  0.0286
1709308547.3905 0 0 118 767 1000 541 17 0  0.0301
1709308547.3987 0 0 118 731 986 535 17 0  0.0289
1709308547.4065 0 0 95 716 971 528 21 0  0.0281
1709308547.4155 0 0 100 722 990 545 29 0  0.0289
1709308547.4221 0 0 91 700 973 538 22 0  0.0279
1709308547.4299 0 0 73 694 960 530 17 0  0.0271
1709308547.4384 0 0 70 685 960 559 35 0  0.0273
1709308547.4459 0 0 73 692 973 555 38 0  0.0279
1709308547.4544 0 0 54 678 973 563 36 0  0.0273
1709308547.4629 0 0 54 672 957 548 38 0  0.0262
1709308547.4707 0 0 31 676 990 582 47 0  0.0280
1709308547.4782 0 0 45 681 1000 591 63 0  0.0287
1709308547.4871 0 0 22 672 996 599 50 0  0.0284
1709308547.4947 0 0 27 683 1000 594 50 0  0.0289
1709308547.5027 0 0 13 678 1000 599 57 0  0.0288
1709308547.5108 0 0 18 661 985 584 59 0  0.0273
1709308547.5182 0 0 18 650 1000 604 68 0  0.0277
1709308547.5260 0 0 9 647 973 589 64 0  0.0265
1709308547.5353 0 0 11 647 973 582 64 0  0.0263
1709308547.5429 0 0 41 676 991 596 68 0  0.0285
1709308547.5505 0 0 25 652 976 576 52 0  0.0264
1709308547.5584 0 0 27 670 981 576 52 0  0.0274
1709308547.5668 0 0 50 680 1000 579 57 0  0.0283
1709308547.5746 0 0 34 674 993 587 61 0  0.0281
1709308547.5834 0 0 38 687 996 586 42 0  0.0288
1709308547.5899 0 0 61 696 1000 586 50 0  0.0293
1709308547.5993 0 0 50 702 1000 597 54 0  0.0300
1709308547.6069 0 0 63 698 1000 605 59 0  0.0300
1709308547.6145 0 0 57 711 1000 622 54 0  0.0310
1709308547.6224 0 0 54 685 1000 579 59 0  0.0285
1709308547.6306 0 0 57 683 995 569 59 0  0.0281
1709308547.6381 0 0 47 670 947 548 59 0  0.0259
1709308547.6458 0 0 50 650 943 563 66 0  0.0252
1709308547.6552 0 0 36 648 935 551 59 0  0.0245
1709308547.6628 0 0 54 658 943 569 68 0  0.0258
1709308547.6706 0 0 47 674 968 587 77 0  0.0277
1709308547.6794 0 0 36 648 960 577 68 0  0.0259
1709308547.6860 0 0 27 654 965 579 63 0  0.0264
1709308547.6948 0 0 34 667 986 605 84 0  0.0282
1709308547.7030 0 0 27 650 966 574 71 0  0.0261
1709308547.7106 0 0 15 641 957 591 73 0  0.0260
1709308547.7183 0 0 15 652 975 605 84 0  0.0273
1709308547.7272 0 0 41 663 975 591 71 0  0.0274
1709308547.7348 0 0 41 656 973 605 70 0  0.0275
1709308547.7424 0 0 34 672 986 596 66 0  0.0282
1709308547.7508 0 0 34 661 991 581 71 0  0.0273
1709308547.7584 0 0 47 678 985 594 66 0  0.0284
1709308547.7667 0 0 29 672 978 586 64 0  0.0277
1709308547.7745 0 0 38 669 976 584 54 0  0.0275
1709308547.7827 0 0 41 672 973 568 50 0  0.0271
1709308547.7903 0 0 54 691 991 581 54 0  0.0288
1709308547.7997 0 0 45 681 976 563 40 0  0.0275
1709308547.8063 0 0 36 689 978 548 24 0  0.0276
1709308547.8140 0 0 61 698 991 563 40 0  0.0287
1709308547.8230 0 0 70 696 978 550 35 0  0.0280
1709308547.8306 0 0 59 681 953 525 26 0  0.0261
1709308547.8387 0 0 47 667 923 515 12 0  0.0243
1709308547.8465 0 0 63 667 928 515 15 0  0.0244
1709308547.8549 0 0 73 676 925 490 14 0  0.0244
1709308547.8627 0 0 73 681 923 499 5 0  0.0248
1709308547.8707 0 0 89 705 943 499 5 0  0.0267
1709308547.8781 0 0 93 694 930 490 0 0  0.0257
1709308547.8860 0 0 118 707 937 479 0 0  0.0262
1709308547.8956 0 0 114 720 943 482 0 0  0.0267
1709308547.9028 0 0 114 720 933 479 0 0  0.0265
1709308547.9108 0 0 105 712 928 459 0 0  0.0258
1709308547.9186 0 0 136 755 948 481 0 0  0.0278
1709308547.9260 0 0 148 753 945 472 0 0  0.0275
1709308547.9343 0 0 143 762 948 461 0 0  0.0276
1709308547.9432 0 0 173 793 973 477 0 0  0.0291
1709308547.9503 0 0 159 767 957 466 0 0  0.0280
1709308547.9581 0 0 173 776 937 428 0 0  0.0273
1709308547.9683 0 0 182 786 942 441 0 0  0.0279
1709308547.9748 0 0 198 797 932 438 0 0  0.0280
1709308547.9827 0 0 212 826 933 425 0 0  0.0285
1709308547.9906 0 0 214 828 940 430 0 0  0.0288
1709308547.9989 0 0 214 813 922 400 0 0  0.0277
1709308548.0066 0 0 237 831 927 403 0 0  0.0283
1709308548.0152 0 0 230 828 923 394 0 0  0.0280
1709308548.0228 0 0 244 842 919 399 0 0  0.0284
1709308548.0306 0 0 257 848 905 382 0 0  0.0282
1709308548.0394 0 0 262 850 902 384 0 0  0.0282
1709308548.0459 0 0 267 875 902 356 0 0  0.0284
1709308548.0543 0 0 283 872 889 369 0 0  0.0284
1709308548.0629 0 0 292 877 887 344 0 0  0.0282
1709308548.0705 0 0 317 910 897 351 0 0  0.0294
1709308548.0783 0 0 326 884 876 333 0 0  0.0284
1709308548.0872 0 0 326 888 862 318 0 0  0.0280
1709308548.0948 0 0 335 914 866 311 0 0  0.0286
1709308548.1026 0 0 331 904 847 303 0 0  0.0279
1709308548.1105 0 0 342 893 842 310 0 0  0.0277
1709308548.1181 0 0 360 923 852 310 0 0  0.0287
1709308548.1259 0 0 372 948 851 308 0 0  0.0293
1709308548.1349 0 0 388 956 861 313 0 0  0.0299
1709308548.1426 0 0 385 967 877 308 0 0  0.0303
1709308548.1499 0 0 399 989 867 297 0 0  0.0306
1709308548.1589 0 0 417 976 869 305 0 0  0.0307
1709308548.1666 0 0 420 979 857 303 0 0  0.0306
1709308548.1744 0 0 417 970 834 287 0 0  0.0297
1709308548.1833 0 0 424 978 828 270 0 0  0.0297
