% Edge sensor logfile normalized 'log_20240301_170042.319/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1709308846.0414 0 0 447 972 801 238 0 0  0.0291
1709308846.0494 0 0 449 990 833 287 0 0  0.0305
1709308846.0575 0 0 394 956 823 290 0 0  0.0289
1709308846.0652 0 0 374 925 824 310 0 0  0.0283
1709308846.0733 0 0 369 932 826 280 0 0  0.0282
1709308846.0809 0 0 353 937 842 300 0 0  0.0286
1709308846.0892 0 0 333 890 829 261 0 0  0.0269
1709308846.0971 0 0 319 879 839 288 0 0  0.0269
1709308846.1053 0 0 303 879 851 310 0 0  0.0273
1709308846.1132 0 0 299 844 841 292 0 0  0.0261
1709308846.1207 0 0 289 868 851 330 0 0  0.0271
1709308846.1289 0 0 308 892 869 331 0 0  0.0282
1709308846.1370 0 0 310 914 874 338 0 0  0.0288
1709308846.1451 0 0 342 957 912 334 0 0  0.0306
1709308846.1536 0 0 367 979 925 353 0 0  0.0317
1709308846.1613 0 0 351 941 889 316 0 0  0.0298
1709308846.1694 0 0 372 950 879 315 0 0  0.0300
1709308846.1776 0 0 397 959 867 303 0 0  0.0301
1709308846.1846 0 0 390 954 836 277 0 0  0.0290
1709308846.1927 0 0 417 974 842 284 0 0  0.0299
1709308846.2009 0 0 436 996 841 261 0 0  0.0304
1709308846.2089 0 0 442 998 816 246 0 0  0.0298
1709308846.2172 0 0 463 1000 808 246 0 0  0.0300
1709308846.2254 0 0 472 1000 775 218 0 0  0.0292
1709308846.2336 0 0 481 981 732 188 0 0  0.0278
1709308846.2406 0 0 506 1000 720 180 0 0  0.0282
1709308846.2488 0 0 541 1000 722 167 0 0  0.0290
1709308846.2576 0 0 568 1000 695 142 0 0  0.0288
1709308846.2647 0 0 621 1000 676 123 0 0  0.0294
1709308846.2734 0 0 666 1000 684 116 0 0  0.0317
1709308846.2813 0 50 742 1000 700 113 0 0  0.0353
1709308846.2892 0 150 780 1000 679 93 0 0  0.0353
1709308846.2969 0 236 815 1000 671 85 0 0  0.0362
1709308846.3046 0 209 856 1000 659 91 0 0  0.0364
1709308846.3129 0 204 883 1000 611 47 0 0  0.0350
1709308846.3209 0 236 924 1000 557 4 0 0  0.0343
1709308846.3286 0 272 942 1000 519 0 0 0  0.0340
1709308846.3375 0 290 963 1000 494 0 0 0  0.0340
1709308846.3447 0 386 1000 1000 466 0 0 0  0.0351
1709308846.3526 0 477 1000 1000 414 0 0 0  0.0358
1709308846.3619 0 572 1000 979 368 0 0 0  0.0370
1709308846.3690 0 695 1000 934 338 0 0 0  0.0407
1709308846.3769 0 809 1000 908 302 0 0 0  0.0425
1709308846.3853 0 940 1000 861 256 0 0 0  0.0432
1709308846.3935 0 963 1000 839 229 0 0 0  0.0429
1709308846.4012 0 1000 1000 831 229 0 0 0  0.0432
1709308846.4092 0 1000 1000 806 200 0 0 0  0.0424
1709308846.4176 0 1000 1000 784 180 0 0 0  0.0418
1709308846.4253 0 1000 1000 745 153 0 0 0  0.0407
1709308846.4343 0 1000 1000 709 110 0 0 0  0.0397
1709308846.4414 0 1000 1000 674 84 0 0 0  0.0381
1709308846.4492 21 1000 1000 643 54 0 0 0  0.0368
1709308846.4571 217 1000 1000 592 24 0 0 0  0.0363
1709308846.4654 423 1000 1000 559 11 0 0 0  0.0377
1709308846.4732 663 1000 1000 535 0 0 0 0  0.0435
1709308846.4814 728 1000 1000 506 0 0 0 0  0.0447
1709308846.4893 923 1000 1000 473 0 0 0 0  0.0440
1709308846.4970 1000 1000 1000 424 0 0 0 0  0.0432
1709308846.5051 1000 1000 1000 404 0 0 0 0  0.0429
1709308846.5135 1000 1000 1000 354 0 0 0 0  0.0422
1709308846.5206 1000 1000 1000 334 0 0 0 0  0.0420
1709308846.5292 1000 1000 1000 325 0 0 0 0  0.0419
1709308846.5367 1000 1000 1000 285 0 0 0 0  0.0415
1709308846.5449 1000 1000 1000 277 0 0 0 0  0.0414
1709308846.5528 1000 1000 1000 283 0 0 0 0  0.0415
1709308846.5609 1000 1000 1000 261 0 0 0 0  0.0412
1709308846.5694 1000 1000 1000 252 0 0 0 0  0.0412
1709308846.5775 1000 1000 1000 246 0 0 0 0  0.0411
1709308846.5848 1000 1000 1000 241 0 0 0 0  0.0411
1709308846.5936 1000 1000 1000 259 0 0 0 0  0.0412
1709308846.6015 1000 1000 1000 266 0 0 0 0  0.0413
1709308846.6089 1000 1000 1000 246 0 0 0 0  0.0411
1709308846.6173 1000 1000 1000 277 0 0 0 0  0.0414
1709308846.6252 1000 1000 1000 290 0 0 0 0  0.0415
1709308846.6339 1000 1000 1000 287 0 0 0 0  0.0415
1709308846.6415 1000 1000 1000 299 0 0 0 0  0.0416
1709308846.6486 1000 1000 1000 325 0 0 0 0  0.0419
1709308846.6568 1000 1000 1000 336 0 0 0 0  0.0420
1709308846.6656 1000 1000 1000 336 0 0 0 0  0.0420
1709308846.6728 1000 1000 1000 327 0 0 0 0  0.0419
1709308846.6807 1000 1000 1000 413 0 0 0 0  0.0430
1709308846.6890 956 1000 1000 411 0 0 0 0  0.0430
1709308846.6972 880 1000 1000 446 0 0 0 0  0.0436
1709308846.7054 782 1000 1000 497 0 0 0 0  0.0445
1709308846.7131 608 1000 1000 506 0 0 0 0  0.0407
1709308846.7222 510 1000 1000 537 0 0 0 0  0.0387
1709308846.7293 380 1000 1000 570 18 0 0 0  0.0374
1709308846.7371 184 1000 1000 586 34 0 0 0  0.0359
1709308846.7453 163 1000 1000 630 72 0 0 0  0.0372
1709308846.7536 0 1000 1000 661 80 0 0 0  0.0375
1709308846.7613 0 1000 1000 676 102 0 0 0  0.0382
1709308846.7695 0 1000 1000 727 133 0 0 0  0.0402
1709308846.7767 0 1000 1000 773 171 0 0 0  0.0415
1709308846.7852 0 1000 1000 787 190 0 0 0  0.0419
1709308846.7936 0 950 1000 813 214 0 0 0  0.0420
1709308846.8010 0 863 1000 872 280 0 0 0  0.0425
1709308846.8088 0 790 1000 882 319 0 0 0  0.0418
1709308846.8170 0 722 1000 972 360 0 0 0  0.0424
1709308846.8252 0 681 1000 1000 413 0 0 0  0.0420
1709308846.8336 0 563 1000 1000 449 0 0 0  0.0382
1709308846.8407 0 459 1000 1000 500 0 0 0  0.0369
1709308846.8490 0 359 997 1000 547 1 0 0  0.0365
1709308846.8567 0 204 917 1000 570 0 0 0  0.0343
1709308846.8650 0 145 869 1000 583 26 0 0  0.0335
1709308846.8733 0 50 810 1000 636 87 0 0  0.0338
1709308846.8808 0 0 755 1000 672 110 0 0  0.0341
1709308846.8887 0 0 682 1000 672 131 0 0  0.0319
1709308846.8971 0 0 646 1000 697 162 0 0  0.0315
1709308846.9047 0 0 605 1000 722 157 0 0  0.0308
1709308846.9129 0 0 550 1000 730 172 0 0  0.0295
1709308846.9212 0 0 504 987 742 195 0 0  0.0286
1709308846.9290 0 0 500 1000 773 216 0 0  0.0297
1709308846.9368 0 0 470 1000 775 220 0 0  0.0292
1709308846.9450 0 0 431 987 801 241 0 0  0.0291
1709308846.9536 0 0 406 957 818 259 0 0  0.0288
1709308846.9606 0 0 392 948 816 264 0 0  0.0284
1709308846.9689 0 0 378 928 828 287 0 0  0.0283
1709308846.9776 0 0 356 925 842 297 0 0  0.0284
1709308846.9853 0 0 301 877 823 292 0 0  0.0264
1709308846.9933 0 0 312 870 846 305 0 0  0.0270
1709308847.0011 0 0 315 895 847 303 0 0  0.0275
1709308847.0092 0 0 296 861 813 295 0 0  0.0258
1709308847.0178 0 0 303 831 842 326 0 0  0.0261
1709308847.0255 0 0 310 868 882 344 0 0  0.0281
1709308847.0333 0 0 328 892 879 341 0 0  0.0287
1709308847.0415 0 0 328 919 899 344 0 0  0.0296
1709308847.0492 0 0 328 932 900 356 0 0  0.0300
1709308847.0575 0 0 351 941 897 334 0 0  0.0301
1709308847.0646 0 0 347 919 876 315 0 0  0.0291
1709308847.0734 0 0 349 950 880 318 0 0  0.0298
1709308847.0824 0 0 388 945 879 316 0 0  0.0301
1709308847.0892 0 0 383 934 838 264 0 0  0.0285
1709308847.0971 0 0 413 954 813 251 0 0  0.0286
1709308847.1053 0 0 424 970 816 252 0 0  0.0291
1709308847.1136 0 0 424 978 804 239 0 0  0.0289
1709308847.1214 0 0 472 1000 800 241 0 0  0.0299
1709308847.1294 0 0 493 1000 790 203 0 0  0.0299
1709308847.1374 0 0 531 1000 750 174 0 0  0.0296
1709308847.1451 0 0 568 1000 748 180 0 0  0.0305
1709308847.1533 0 0 593 1000 738 151 0 0  0.0309
1709308847.1616 0 0 623 1000 705 133 0 0  0.0309
1709308847.1686 0 0 673 1000 684 118 0 0  0.0320
1709308847.1776 0 0 714 1000 677 90 0 0  0.0334
1709308847.1854 0 0 748 1000 654 85 0 0  0.0331
1709308847.1932 0 0 794 1000 619 54 0 0  0.0327
1709308847.2014 0 68 842 1000 583 34 0 0  0.0326
1709308847.2095 0 195 883 1000 547 4 0 0  0.0331
1709308847.2170 0 286 933 1000 515 0 0 0  0.0339
1709308847.2252 0 350 972 1000 484 0 0 0  0.0346
1709308847.2340 0 477 1000 1000 421 0 0 0  0.0359
1709308847.2416 0 590 1000 1000 375 0 0 0  0.0379
1709308847.2486 0 740 1000 990 370 0 0 0  0.0432
1709308847.2568 0 845 1000 959 327 0 0 0  0.0443
1709308847.2646 0 909 1000 919 297 0 0 0  0.0443
1709308847.2728 0 1000 1000 910 274 0 0 0  0.0451
1709308847.2811 0 1000 1000 879 242 0 0 0  0.0442
1709308847.2894 0 1000 1000 844 203 0 0 0  0.0433
1709308847.2976 0 1000 1000 786 190 0 0 0  0.0419
1709308847.3047 0 1000 1000 776 155 0 0 0  0.0415
1709308847.3136 0 1000 1000 749 133 0 0 0  0.0408
1709308847.3206 0 1000 1000 731 110 0 0 0  0.0403
1709308847.3289 65 1000 1000 700 77 0 0 0  0.0398
1709308847.3366 163 1000 1000 663 61 0 0 0  0.0385
1709308847.3448 260 1000 1000 648 33 0 0 0  0.0387
1709308847.3527 347 1000 1000 619 18 0 0 0  0.0385
1709308847.3615 391 1000 1000 588 6 0 0 0  0.0381
1709308847.3696 423 1000 1000 574 1 0 0 0  0.0381
1709308847.3768 619 1000 1000 575 0 0 0 0  0.0427
1709308847.3847 652 1000 1000 541 0 0 0 0  0.0431
1709308847.3928 771 1000 1000 511 0 0 0 0  0.0448
1709308847.4012 826 1000 1000 502 0 0 0 0  0.0446
1709308847.4088 815 1000 1000 480 0 0 0 0  0.0442
1709308847.4170 880 1000 1000 457 0 0 0 0  0.0438
1709308847.4252 923 1000 1000 458 0 0 0 0  0.0438
1709308847.4335 945 1000 1000 471 0 0 0 0  0.0440
1709308847.4425 913 1000 1000 466 0 0 0 0  0.0439
1709308847.4496 956 1000 1000 480 0 0 0 0  0.0442
1709308847.4574 869 1000 1000 482 0 0 0 0  0.0442
1709308847.4656 815 1000 1000 510 0 0 0 0  0.0448
1709308847.4727 782 1000 1000 515 0 0 0 0  0.0449
1709308847.4814 706 1000 1000 537 0 0 0 0  0.0454
1709308847.4889 619 1000 1000 544 0 0 0 0  0.0419
1709308847.4971 608 1000 1000 594 0 0 0 0  0.0429
1709308847.5048 489 1000 1000 605 0 0 0 0  0.0402
1709308847.5129 380 1000 1000 606 0 0 0 0  0.0385
1709308847.5211 282 1000 1000 647 31 0 0 0  0.0389
1709308847.5296 152 1000 1000 669 47 0 0 0  0.0387
1709308847.5373 76 1000 1000 669 59 0 0 0  0.0382
1709308847.5446 65 1000 1000 692 79 0 0 0  0.0393
1709308847.5534 0 1000 1000 725 95 0 0 0  0.0401
1709308847.5615 0 1000 1000 782 122 0 0 0  0.0416
1709308847.5687 0 1000 1000 789 152 0 0 0  0.0418
1709308847.5773 0 1000 1000 826 181 0 0 0  0.0428
1709308847.5850 0 1000 1000 859 203 0 0 0  0.0436
1709308847.5932 0 1000 1000 899 242 0 0 0  0.0446
1709308847.6009 0 1000 1000 934 271 0 0 0  0.0455
1709308847.6090 0 950 1000 961 312 0 0 0  0.0457
1709308847.6172 0 845 1000 992 348 0 0 0  0.0450
1709308847.6246 0 772 1000 1000 385 0 0 0  0.0442
1709308847.6335 0 672 1000 1000 419 0 0 0  0.0417
1709308847.6406 0 536 1000 1000 457 0 0 0  0.0377
1709308847.6494 0 463 1000 1000 514 0 0 0  0.0373
1709308847.6576 0 354 1000 1000 540 0 0 0  0.0363
1709308847.6647 0 245 936 1000 581 0 0 0  0.0353
1709308847.6733 0 118 878 1000 628 29 0 0  0.0350
1709308847.6815 0 9 808 1000 684 78 0 0  0.0357
1709308847.6893 0 0 748 1000 702 111 0 0  0.0354
1709308847.6971 0 0 728 1000 738 136 0 0  0.0360
1709308847.7053 0 0 705 1000 755 152 0 0  0.0360
1709308847.7133 0 0 671 1000 786 170 0 0  0.0352
1709308847.7211 0 0 611 1000 804 197 0 0  0.0333
1709308847.7292 0 0 575 1000 823 218 0 0  0.0327
1709308847.7371 0 0 534 1000 836 226 0 0  0.0320
1709308847.7448 0 0 511 1000 851 257 0 0  0.0320
1709308847.7530 0 0 479 1000 876 279 0 0  0.0321
1709308847.7610 0 0 420 1000 879 292 0 0  0.0312
1709308847.7688 0 0 415 1000 904 303 0 0  0.0318
1709308847.7770 0 0 388 1000 942 334 0 0  0.0324
1709308847.7848 0 0 365 994 917 328 0 0  0.0315
1709308847.7929 0 0 351 956 920 344 0 0  0.0309
1709308847.8022 0 0 367 985 950 364 0 0  0.0324
1709308847.8096 0 0 342 970 940 361 0 0  0.0316
1709308847.8173 0 0 335 957 971 387 0 0  0.0322
1709308847.8255 0 0 344 959 966 369 0 0  0.0320
1709308847.8333 0 0 344 970 947 357 0 0  0.0317
1709308847.8410 0 0 356 976 950 376 0 0  0.0322
1709308847.8490 0 0 347 959 943 361 0 0  0.0316
1709308847.8573 0 0 360 976 960 364 0 0  0.0323
1709308847.8652 0 0 378 1000 952 357 0 0  0.0327
1709308847.8736 0 0 385 1000 938 341 0 0  0.0323
1709308847.8806 0 0 401 1000 922 325 0 0  0.0321
1709308847.8893 0 0 413 1000 910 316 0 0  0.0320
1709308847.8968 0 0 456 1000 910 308 0 0  0.0326
1709308847.9052 0 0 468 1000 917 305 0 0  0.0329
1709308847.9132 0 0 461 1000 874 262 0 0  0.0316
1709308847.9215 0 0 479 1000 833 236 0 0  0.0308
1709308847.9289 0 0 525 1000 831 231 0 0  0.0317
1709308847.9372 0 0 547 1000 808 211 0 0  0.0316
1709308847.9453 0 0 577 1000 808 208 0 0  0.0324
1709308847.9536 0 0 579 1000 791 190 0 0  0.0320
1709308847.9616 0 0 625 1000 778 174 0 0  0.0331
1709308847.9688 0 0 680 1000 765 159 0 0  0.0351
1709308847.9771 0 0 696 1000 743 134 0 0  0.0353
1709308847.9855 0 0 726 1000 725 121 0 0  0.0356
1709308847.9927 0 0 771 1000 720 111 0 0  0.0364
1709308848.0010 0 0 796 1000 704 72 0 0  0.0365
1709308848.0089 0 0 817 1000 669 55 0 0  0.0351
1709308848.0173 0 45 853 1000 642 39 0 0  0.0348
1709308848.0255 0 163 924 1000 613 27 0 0  0.0355
1709308848.0338 0 250 984 1000 575 3 0 0  0.0359
1709308848.0409 0 300 1000 1000 538 0 0 0  0.0356
1709308848.0493 0 436 1000 1000 492 0 0 0  0.0364
1709308848.0576 0 550 1000 1000 459 0 0 0  0.0381
1709308848.0657 0 681 1000 1000 428 0 0 0  0.0423
1709308848.0728 0 827 1000 1000 395 0 0 0  0.0454
1709308848.0806 0 922 1000 1000 352 0 0 0  0.0463
1709308848.0896 0 1000 1000 1000 337 0 0 0  0.0472
1709308848.0967 0 1000 1000 985 310 0 0 0  0.0467
1709308848.1056 0 1000 1000 941 264 0 0 0  0.0455
1709308848.1128 0 1000 1000 892 238 0 0 0  0.0445
1709308848.1208 0 1000 1000 840 206 0 0 0  0.0432
1709308848.1297 0 1000 1000 806 170 0 0 0  0.0423
1709308848.1375 0 1000 1000 755 145 0 0 0  0.0410
1709308848.1447 0 1000 1000 727 115 0 0 0  0.0402
1709308848.1535 97 1000 1000 703 94 0 0 0  0.0401
1709308848.1615 130 1000 1000 676 61 0 0 0  0.0389
1709308848.1686 260 1000 1000 617 19 0 0 0  0.0375
1709308848.1775 445 1000 1000 603 14 0 0 0  0.0394
1709308848.1854 543 1000 1000 553 0 0 0 0  0.0399
1709308848.1928 652 1000 1000 535 0 0 0 0  0.0430
1709308848.2008 782 1000 1000 517 0 0 0 0  0.0449
1709308848.2089 869 1000 1000 489 0 0 0 0  0.0444
1709308848.2172 989 1000 1000 475 0 0 0 0  0.0441
1709308848.2251 1000 1000 1000 466 0 0 0 0  0.0439
1709308848.2341 1000 1000 1000 431 0 0 0 0  0.0433
1709308848.2414 1000 1000 1000 433 0 0 0 0  0.0434
1709308848.2492 1000 1000 1000 405 0 0 0 0  0.0429
1709308848.2572 1000 1000 1000 398 0 0 0 0  0.0428
1709308848.2655 1000 1000 1000 402 0 0 0 0  0.0429
1709308848.2733 1000 1000 1000 402 0 0 0 0  0.0429
1709308848.2815 1000 1000 1000 405 0 0 0 0  0.0429
1709308848.2893 1000 1000 1000 391 0 0 0 0  0.0427
1709308848.2969 1000 1000 1000 389 0 0 0 0  0.0427
1709308848.3051 1000 1000 1000 404 0 0 0 0  0.0429
1709308848.3133 1000 1000 1000 424 0 0 0 0  0.0432
1709308848.3213 1000 1000 1000 431 0 0 0 0  0.0433
1709308848.3288 1000 1000 1000 447 0 0 0 0  0.0436
1709308848.3367 1000 1000 1000 455 0 0 0 0  0.0437
1709308848.3455 1000 1000 1000 491 0 0 0 0  0.0444
1709308848.3527 1000 1000 1000 497 0 0 0 0  0.0445
1709308848.3611 1000 1000 1000 537 0 0 0 0  0.0454
1709308848.3689 945 1000 1000 559 0 0 0 0  0.0459
1709308848.3773 630 1000 1000 590 0 0 0 0  0.0436
1709308848.3850 293 1000 1000 623 11 0 0 0  0.0381
1709308848.3928 65 1000 1000 659 33 0 0 0  0.0377
1709308848.4011 32 1000 1000 663 57 0 0 0  0.0377
1709308848.4094 0 1000 1000 700 87 0 0 0  0.0394
1709308848.4173 0 1000 1000 727 112 0 0 0  0.0402
1709308848.4256 0 1000 1000 778 150 0 0 0  0.0416
1709308848.4334 0 1000 1000 820 178 0 0 0  0.0426
1709308848.4413 0 1000 1000 848 209 0 0 0  0.0434
1709308848.4496 0 1000 1000 893 241 0 0 0  0.0445
1709308848.4568 0 963 1000 901 277 0 0 0  0.0445
1709308848.4647 0 872 1000 957 317 0 0 0  0.0446
1709308848.4731 0 786 1000 990 348 0 0 0  0.0439
1709308848.4814 0 663 1000 1000 403 0 0 0  0.0410
1709308848.4889 0 554 1000 1000 449 0 0 0  0.0380
1709308848.4972 0 422 1000 1000 505 0 0 0  0.0364
1709308848.5056 0 281 945 1000 542 0 0 0  0.0347
1709308848.5133 0 190 892 1000 601 13 0 0  0.0347
1709308848.5225 0 95 860 1000 639 39 0 0  0.0350
1709308848.5286 0 13 799 1000 679 85 0 0  0.0353
1709308848.5372 0 0 735 1000 715 124 0 0  0.0355
1709308848.5455 0 0 675 1000 735 152 0 0  0.0340
1709308848.5527 0 0 652 1000 765 167 0 0  0.0338
1709308848.5616 0 0 609 1000 781 198 0 0  0.0327
1709308848.5696 0 0 550 1000 803 201 0 0  0.0315
1709308848.5769 0 0 506 1000 813 224 0 0  0.0308
1709308848.5855 0 0 452 1000 821 244 0 0  0.0301
1709308848.5927 0 0 417 983 842 251 0 0  0.0298
1709308848.6011 0 0 383 970 859 310 0 0  0.0300
1709308848.6089 0 0 337 917 859 302 0 0  0.0285
1709308848.6172 0 0 337 923 887 328 0 0  0.0294
1709308848.6256 0 0 315 915 917 351 0 0  0.0299
1709308848.6339 0 0 292 868 889 338 0 0  0.0280
1709308848.6410 0 0 271 861 887 339 0 0  0.0277
1709308848.6491 0 0 276 864 889 333 0 0  0.0278
1709308848.6566 0 0 271 861 887 343 0 0  0.0277
1709308848.6647 0 0 257 855 887 357 0 0  0.0276
1709308848.6729 0 0 271 853 874 338 0 0  0.0272
1709308848.6816 0 0 301 872 874 339 0 0  0.0279
1709308848.6893 0 0 310 873 866 315 0 0  0.0276
1709308848.6974 0 0 335 899 864 325 0 0  0.0284
1709308848.7049 0 0 372 936 872 310 0 0  0.0296
1709308848.7128 0 0 394 961 852 287 0 0  0.0296
1709308848.7214 0 0 420 1000 849 272 0 0  0.0304
1709308848.7295 0 0 454 1000 839 252 0 0  0.0306
1709308848.7374 0 0 461 1000 814 241 0 0  0.0301
1709308848.7447 0 0 500 1000 806 228 0 0  0.0306
1709308848.7534 0 0 538 1000 786 211 0 0  0.0308
1709308848.7616 0 0 566 1000 760 175 0 0  0.0308
1709308848.7689 0 0 577 1000 738 167 0 0  0.0304
1709308848.7766 0 0 623 1000 725 165 0 0  0.0315
1709308848.7855 0 0 632 1000 699 118 0 0  0.0311
1709308848.7935 0 0 668 1000 667 96 0 0  0.0309
1709308848.8013 0 0 705 1000 647 93 0 0  0.0318
1709308848.8094 0 0 742 1000 618 41 0 0  0.0316
1709308848.8167 0 0 785 1000 591 39 0 0  0.0316
1709308848.8255 0 100 831 1000 561 24 0 0  0.0319
1709308848.8333 0 177 865 1000 523 0 0 0  0.0320
1709308848.8414 0 245 920 1000 495 0 0 0  0.0329
1709308848.8496 0 340 949 1000 447 0 0 0  0.0335
1709308848.8567 0 436 993 981 400 0 0 0  0.0345
1709308848.8650 0 531 1000 934 357 0 0 0  0.0351
1709308848.8729 0 681 1000 934 343 0 0 0  0.0401
1709308848.8818 0 768 1000 903 312 0 0 0  0.0417
1709308848.8889 0 831 1000 897 285 0 0 0  0.0425
1709308848.8966 0 968 1000 901 271 0 0 0  0.0445
1709308848.9048 0 1000 1000 881 257 0 0 0  0.0444
1709308848.9131 0 1000 1000 848 223 0 0 0  0.0435
1709308848.9209 0 1000 1000 809 188 0 0 0  0.0424
1709308848.9289 0 1000 1000 764 173 0 0 0  0.0413
1709308848.9367 0 1000 1000 720 138 0 0 0  0.0400
1709308848.9455 0 1000 1000 685 110 0 0 0  0.0386
1709308848.9527 0 1000 1000 654 97 0 0 0  0.0371
1709308848.9609 54 1000 1000 623 64 0 0 0  0.0362
1709308848.9687 130 1000 1000 597 41 0 0 0  0.0358
1709308848.9769 184 1000 1000 601 38 0 0 0  0.0363
1709308848.9848 184 1000 1000 588 16 0 0 0  0.0359
1709308848.9926 347 1000 1000 572 19 0 0 0  0.0370
1709308849.0009 478 1000 1000 550 11 0 0 0  0.0384
1709308849.0091 445 1000 1000 510 0 0 0 0  0.0369
1709308849.0166 456 1000 1000 508 0 0 0 0  0.0370
1709308849.0248 521 1000 1000 510 0 0 0 0  0.0384
1709308849.0338 586 1000 1000 521 0 0 0 0  0.0403
1709308849.0416 652 1000 1000 484 0 0 0 0  0.0419
1709308849.0487 565 1000 1000 477 0 0 0 0  0.0388
1709308849.0568 543 1000 1000 510 0 0 0 0  0.0389
1709308849.0649 510 1000 1000 506 0 0 0 0  0.0380
1709308849.0731 478 1000 1000 495 0 0 0 0  0.0372
1709308849.0813 434 1000 1000 508 0 0 0 0  0.0367
1709308849.0886 358 1000 1000 521 0 0 0 0  0.0359
1709308849.0969 336 1000 1000 541 0 0 0 0  0.0361
1709308849.1052 293 1000 1000 585 1 0 0 0  0.0368
1709308849.1127 173 1000 1000 597 11 0 0 0  0.0361
1709308849.1214 119 1000 1000 632 31 0 0 0  0.0370
1709308849.1286 54 1000 1000 650 54 0 0 0  0.0373
1709308849.1370 0 1000 1000 645 69 0 0 0  0.0368
1709308849.1452 0 1000 1000 665 110 0 0 0  0.0376
1709308849.1532 0 1000 1000 703 200 101 147 175  0.0395
1709308849.1610 0 1000 1000 767 348 339 487 474  0.0422
1709308849.1692 0 1000 1000 917 649 727 850 762  0.1080
1709308849.1774 0 1000 1000 1000 966 968 968 807  0.1080
1709308849.1847 0 1000 1000 1000 1000 1000 966 783  0.1080
1709308849.1929 0 1000 1000 1000 1000 1000 949 744  0.1080
1709308849.2010 0 1000 1000 1000 1000 977 877 640  0.1037
1709308849.2089 0 927 1000 1000 1000 850 671 417  0.0871
1709308849.2171 0 868 1000 1000 902 604 322 63  0.0664
1709308849.2254 0 781 1000 1000 659 211 0 0  0.0511
1709308849.2337 0 690 1000 926 401 0 0 0  0.0411
1709308849.2421 0 650 1000 923 348 0 0 0  0.0385
1709308849.2492 0 654 1000 943 363 0 0 0  0.0392
1709308849.2568 0 686 1000 959 371 0 0 0  0.0411
1709308849.2650 0 595 1000 941 361 0 0 0  0.0370
1709308849.2732 0 600 1000 967 381 0 0 0  0.0378
1709308849.2810 0 513 1000 985 393 0 0 0  0.0360
1709308849.2895 0 481 1000 1000 404 0 0 0  0.0357
1709308849.2970 0 513 1000 1000 421 0 0 0  0.0366
1709308849.3048 0 522 1000 1000 424 0 0 0  0.0368
1709308849.3130 0 504 1000 1000 438 0 0 0  0.0367
1709308849.3212 0 490 1000 1000 433 0 0 0  0.0363
1709308849.3289 0 500 1000 1000 436 0 0 0  0.0365
1709308849.3376 0 472 1000 1000 434 0 0 0  0.0360
1709308849.3447 0 472 1000 1000 446 0 0 0  0.0362
1709308849.3536 0 490 1000 1000 452 0 0 0  0.0366
1709308849.3607 0 468 1000 1000 441 0 0 0  0.0360
1709308849.3690 0 495 1000 1000 436 0 0 0  0.0364
1709308849.3767 0 545 1000 1000 433 0 0 0  0.0375
1709308849.3851 0 468 1000 996 409 0 0 0  0.0355
1709308849.3933 0 500 1000 1000 408 0 0 0  0.0361
1709308849.4011 0 540 1000 994 411 0 0 0  0.0370
1709308849.4092 0 509 1000 983 386 0 0 0  0.0357
1709308849.4175 0 586 1000 968 380 0 0 0  0.0374
1709308849.4250 0 572 1000 972 373 0 0 0  0.0369
1709308849.4339 0 550 1000 959 358 0 0 0  0.0360
1709308849.4411 0 581 1000 979 366 0 0 0  0.0372
1709308849.4488 0 595 1000 998 385 0 0 0  0.0382
1709308849.4569 0 609 1000 1000 393 0 0 0  0.0388
1709308849.4652 0 654 1000 1000 401 0 0 0  0.0406
1709308849.4727 0 645 1000 1000 411 0 0 0  0.0404
1709308849.4810 0 636 1000 1000 403 0 0 0  0.0399
1709308849.4888 0 622 1000 1000 391 0 0 0  0.0392
1709308849.4975 0 645 1000 1000 391 0 0 0  0.0401
1709308849.5056 0 600 1000 996 385 0 0 0  0.0383
1709308849.5126 0 568 1000 968 371 0 0 0  0.0367
1709308849.5214 0 572 1000 970 380 0 0 0  0.0370
1709308849.5296 0 590 1000 985 381 0 0 0  0.0378
1709308849.5374 0 550 1000 974 368 0 0 0  0.0363
1709308849.5448 0 568 1000 998 380 0 0 0  0.0373
1709308849.5532 0 595 1000 996 386 0 0 0  0.0382
1709308849.5614 0 540 1000 983 381 0 0 0  0.0364
1709308849.5693 0 550 1000 998 393 0 0 0  0.0370
1709308849.5775 0 513 1000 1000 406 0 0 0  0.0364
1709308849.5855 0 518 1000 1000 409 0 0 0  0.0365
1709308849.5933 0 595 1000 1000 429 0 0 0  0.0388
1709308849.6025 0 550 1000 1000 414 0 0 0  0.0373
1709308849.6087 0 513 1000 1000 424 0 0 0  0.0366
1709308849.6167 0 536 1000 1000 434 0 0 0  0.0373
1709308849.6251 0 568 1000 1000 449 0 0 0  0.0384
1709308849.6341 0 500 1000 1000 449 0 0 0  0.0368
1709308849.6411 0 459 1000 1000 456 0 0 0  0.0361
1709308849.6492 0 477 1000 1000 471 45 5 0  0.0367
1709308849.6566 0 459 1000 1000 474 57 0 0  0.0364
1709308849.6655 0 422 1000 1000 459 0 0 0  0.0355
1709308849.6736 0 368 1000 1000 467 0 0 0  0.0349
1709308849.6807 0 350 986 1000 484 0 0 0  0.0348
