% Edge sensor logfile normalized 'log_20240301_171122.043/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1709309482.7498 0 0 655 1000 667 121 0 0  0.0304
1709309482.7575 0 0 728 1000 667 88 0 0  0.0332
1709309482.7654 0 0 803 1000 669 47 0 0  0.0349
1709309482.7742 0 68 856 1000 641 47 0 0  0.0349
1709309482.7808 0 154 885 1000 586 11 0 0  0.0339
1709309482.7897 0 209 901 1000 527 0 0 0  0.0330
1709309482.7983 0 313 940 1000 467 0 0 0  0.0334
1709309482.8049 0 477 1000 1000 423 0 0 0  0.0359
1709309482.8128 0 581 1000 996 381 0 0 0  0.0377
1709309482.8215 0 681 1000 1000 370 0 0 0  0.0414
1709309482.8292 0 795 1000 965 333 0 0 0  0.0435
1709309482.8371 0 913 1000 926 295 0 0 0  0.0444
1709309482.8460 0 1000 1000 906 261 0 0 0  0.0449
1709309482.8534 0 1000 1000 897 246 0 0 0  0.0446
1709309482.8612 0 1000 1000 866 221 0 0 0  0.0438
1709309482.8694 0 1000 1000 789 176 0 0 0  0.0419
1709309482.8772 0 1000 1000 716 125 0 0 0  0.0399
1709309482.8850 32 1000 1000 670 94 0 0 0  0.0380
1709309482.8940 141 1000 1000 636 66 0 0 0  0.0373
1709309482.9012 271 1000 1000 614 38 0 0 0  0.0375
1709309482.9088 445 1000 1000 566 8 0 0 0  0.0383
1709309482.9177 543 1000 1000 519 0 0 0 0  0.0391
1709309482.9253 880 1000 1000 513 0 0 0 0  0.0448
1709309482.9330 1000 1000 1000 455 0 0 0 0  0.0437
1709309482.9419 1000 1000 1000 400 0 0 0 0  0.0429
1709309482.9490 1000 1000 1000 378 0 0 0 0  0.0426
1709309482.9577 1000 1000 1000 334 0 0 0 0  0.0420
1709309482.9655 1000 1000 1000 308 0 0 0 0  0.0417
1709309482.9731 1000 1000 1000 266 0 0 0 0  0.0413
1709309482.9809 1000 1000 1000 274 0 0 0 0  0.0414
1709309482.9897 1000 1000 1000 248 0 0 0 0  0.0411
1709309482.9969 1000 1000 1000 234 0 0 0 0  0.0410
1709309483.0049 1000 1000 1000 219 0 0 0 0  0.0409
1709309483.0139 1000 1000 993 226 0 0 0 0  0.0408
1709309483.0207 1000 1000 945 182 0 0 0 0  0.0398
1709309483.0296 1000 1000 952 166 0 0 0 0  0.0398
1709309483.0373 1000 1000 936 175 0 0 0 0  0.0396
1709309483.0448 1000 1000 929 179 0 0 0 0  0.0395
1709309483.0534 1000 1000 942 184 0 0 0 0  0.0398
1709309483.0623 1000 1000 924 201 0 0 0 0  0.0396
1709309483.0688 1000 1000 940 199 0 0 0 0  0.0398
1709309483.0777 1000 1000 984 228 0 0 0 0  0.0407
1709309483.0864 1000 1000 984 228 0 0 0 0  0.0407
1709309483.0929 1000 1000 1000 261 0 0 0 0  0.0412
1709309483.1011 1000 1000 1000 296 0 0 0 0  0.0416
1709309483.1100 1000 1000 1000 341 0 0 0 0  0.0421
1709309483.1171 1000 1000 1000 358 0 0 0 0  0.0423
1709309483.1249 1000 1000 1000 371 0 0 0 0  0.0425
1709309483.1339 1000 1000 1000 413 0 0 0 0  0.0430
1709309483.1416 1000 1000 1000 435 0 0 0 0  0.0434
1709309483.1490 880 1000 1000 482 0 0 0 0  0.0442
1709309483.1580 695 1000 1000 511 0 0 0 0  0.0445
1709309483.1647 510 1000 1000 533 0 0 0 0  0.0387
1709309483.1737 380 1000 1000 586 13 0 0 0  0.0379
1709309483.1816 184 1000 1000 599 31 0 0 0  0.0363
1709309483.1894 0 1000 1000 636 51 0 0 0  0.0364
1709309483.1969 0 1000 1000 689 99 0 0 0  0.0388
1709309483.2059 0 1000 1000 758 123 0 0 0  0.0410
1709309483.2128 0 1000 1000 758 157 0 0 0  0.0411
1709309483.2214 0 1000 1000 797 193 0 0 0  0.0422
1709309483.2303 0 990 1000 850 234 0 0 0  0.0435
1709309483.2369 0 922 1000 908 285 0 0 0  0.0441
1709309483.2447 0 768 1000 943 333 0 0 0  0.0426
1709309483.2543 0 636 1000 1000 385 0 0 0  0.0396
1709309483.2608 0 500 1000 1000 438 0 0 0  0.0366
1709309483.2690 0 363 968 1000 494 0 0 0  0.0349
1709309483.2779 0 259 910 1000 545 9 0 0  0.0340
1709309483.2855 0 154 856 1000 560 8 0 0  0.0326
1709309483.2932 0 50 778 1000 586 32 0 0  0.0314
1709309483.3019 0 0 726 1000 654 83 0 0  0.0326
1709309483.3096 0 0 630 1000 685 118 0 0  0.0302
1709309483.3176 0 0 584 1000 717 151 0 0  0.0300
1709309483.3256 0 0 554 1000 775 197 0 0  0.0309
1709309483.3334 0 0 495 1000 791 210 0 0  0.0300
1709309483.3415 0 0 461 1000 816 241 0 0  0.0301
1709309483.3493 0 0 413 967 861 277 0 0  0.0301
1709309483.3570 0 0 363 943 885 318 0 0  0.0299
1709309483.3649 0 0 324 930 912 341 0 0  0.0300
1709309483.3739 0 0 296 904 953 369 0 0  0.0303
1709309483.3810 0 0 267 873 938 377 0 0  0.0293
1709309483.3887 0 0 276 866 932 399 0 0  0.0294
1709309483.3983 0 0 235 829 914 380 0 0  0.0277
1709309483.4049 0 0 232 844 942 392 0 0  0.0287
1709309483.4127 0 0 214 808 922 402 0 0  0.0276
1709309483.4219 0 0 187 789 915 402 0 0  0.0269
1709309483.4289 0 0 191 791 932 415 0 0  0.0274
1709309483.4373 0 0 184 795 917 390 0 0  0.0269
1709309483.4466 0 0 196 800 923 397 0 0  0.0272
1709309483.4527 0 0 221 811 935 405 0 0  0.0280
1709309483.4610 0 0 194 786 905 390 0 0  0.0265
1709309483.4703 0 0 194 771 892 380 0 0  0.0257
1709309483.4769 0 0 203 804 897 384 0 0  0.0267
1709309483.4849 0 0 232 817 889 359 0 0  0.0267
1709309483.4938 0 0 251 831 884 354 0 0  0.0270
1709309483.5014 0 0 260 855 879 344 0 0  0.0273
1709309483.5095 0 0 289 870 866 338 0 0  0.0275
1709309483.5176 0 0 333 908 847 298 0 0  0.0279
1709309483.5255 0 0 383 936 841 292 0 0  0.0289
1709309483.5336 0 0 408 967 814 270 0 0  0.0289
1709309483.5415 0 0 454 994 798 239 0 0  0.0295
1709309483.5488 0 0 536 1000 786 200 0 0  0.0307
1709309483.5567 0 0 573 1000 765 197 0 0  0.0311
1709309483.5655 0 0 623 1000 738 151 0 0  0.0319
1709309483.5731 0 0 687 1000 737 147 0 0  0.0346
1709309483.5808 0 0 707 1000 700 110 0 0  0.0345
1709309483.5897 0 0 755 1000 659 65 0 0  0.0335
1709309483.5969 0 63 812 1000 604 47 0 0  0.0327
1709309483.6057 0 150 890 1000 565 0 0 0  0.0334
1709309483.6134 0 268 945 1000 523 0 0 0  0.0341
1709309483.6211 0 354 1000 1000 479 0 0 0  0.0350
1709309483.6288 0 504 1000 1000 424 0 0 0  0.0364
1709309483.6382 0 700 1000 1000 383 0 0 0  0.0426
1709309483.6448 0 809 1000 974 328 0 0 0  0.0439
1709309483.6533 0 945 1000 943 297 0 0 0  0.0452
1709309483.6622 0 959 1000 895 261 0 0 0  0.0442
1709309483.6688 0 1000 1000 842 221 0 0 0  0.0433
1709309483.6775 0 1000 1000 802 186 0 0 0  0.0423
1709309483.6864 0 1000 1000 738 142 0 0 0  0.0405
1709309483.6929 0 1000 1000 683 107 0 0 0  0.0385
1709309483.7015 65 1000 1000 680 85 0 0 0  0.0387
1709309483.7094 173 1000 1000 628 57 0 0 0  0.0372
1709309483.7170 304 1000 1000 581 29 0 0 0  0.0368
1709309483.7250 521 1000 1000 557 0 0 0 0  0.0395
1709309483.7339 793 1000 1000 486 0 0 0 0  0.0443
1709309483.7416 1000 1000 1000 433 0 0 0 0  0.0434
1709309483.7490 1000 1000 1000 385 0 0 0 0  0.0426
1709309483.7578 1000 1000 1000 347 0 0 0 0  0.0422
1709309483.7653 1000 1000 1000 349 0 0 0 0  0.0422
1709309483.7732 1000 1000 1000 277 0 0 0 0  0.0414
1709309483.7821 1000 1000 1000 246 0 0 0 0  0.0411
1709309483.7897 1000 1000 1000 215 0 0 0 0  0.0408
1709309483.7971 1000 1000 990 197 0 0 0 0  0.0406
1709309483.8070 1000 1000 1000 208 0 0 0 0  0.0408
1709309483.8136 1000 1000 990 206 0 0 0 0  0.0406
1709309483.8214 1000 1000 979 182 0 0 0 0  0.0403
1709309483.8293 1000 1000 1000 164 0 0 0 0  0.0404
1709309483.8370 1000 1000 956 168 0 0 0 0  0.0399
1709309483.8449 1000 1000 945 171 0 0 0 0  0.0397
1709309483.8535 1000 1000 954 179 0 0 0 0  0.0399
1709309483.8611 1000 1000 942 188 0 0 0 0  0.0398
1709309483.8690 1000 1000 942 171 0 0 0 0  0.0397
1709309483.8780 1000 1000 954 182 0 0 0 0  0.0399
1709309483.8857 1000 1000 968 197 0 0 0 0  0.0402
1709309483.8935 1000 1000 961 204 0 0 0 0  0.0402
1709309483.9022 1000 1000 977 208 0 0 0 0  0.0405
1709309483.9089 1000 1000 974 226 0 0 0 0  0.0406
1709309483.9177 1000 1000 995 246 0 0 0 0  0.0410
1709309483.9256 1000 1000 1000 259 0 0 0 0  0.0412
1709309483.9332 1000 1000 1000 274 0 0 0 0  0.0414
1709309483.9408 1000 1000 1000 294 0 0 0 0  0.0416
1709309483.9494 1000 1000 1000 329 0 0 0 0  0.0420
1709309483.9571 1000 1000 1000 343 0 0 0 0  0.0421
1709309483.9649 1000 1000 1000 363 0 0 0 0  0.0424
1709309483.9737 913 1000 1000 422 0 0 0 0  0.0432
1709309483.9813 804 1000 1000 458 0 0 0 0  0.0438
1709309483.9892 706 1000 1000 499 0 0 0 0  0.0446
1709309483.9978 456 1000 1000 526 0 0 0 0  0.0374
1709309484.0055 293 1000 1000 577 0 0 0 0  0.0366
1709309484.0134 239 1000 1000 619 31 0 0 0  0.0374
1709309484.0214 54 1000 1000 652 52 0 0 0  0.0374
1709309484.0291 0 1000 1000 703 77 0 0 0  0.0395
1709309484.0368 0 1000 1000 712 105 0 0 0  0.0398
1709309484.0457 0 1000 1000 744 140 0 0 0  0.0407
1709309484.0530 0 1000 1000 793 176 0 0 0  0.0420
1709309484.0609 0 1000 1000 811 201 0 0 0  0.0425
1709309484.0703 0 950 1000 846 242 0 0 0  0.0429
1709309484.0778 0 890 1000 908 302 0 0 0  0.0438
1709309484.0857 0 745 1000 941 343 0 0 0  0.0422
1709309484.0936 0 659 1000 967 376 0 0 0  0.0400
1709309484.1017 0 590 1000 1000 444 0 0 0  0.0389
1709309484.1095 0 468 1000 1000 469 0 0 0  0.0365
1709309484.1173 0 340 990 1000 520 0 0 0  0.0355
1709309484.1258 0 254 922 1000 575 4 0 0  0.0349
1709309484.1331 0 145 844 1000 614 39 0 0  0.0340
1709309484.1420 0 68 780 1000 649 68 0 0  0.0337
1709309484.1492 0 0 723 1000 689 116 0 0  0.0342
1709309484.1574 0 0 666 1000 712 123 0 0  0.0329
1709309484.1663 0 0 641 1000 742 137 0 0  0.0327
1709309484.1729 0 0 636 1000 771 169 0 0  0.0333
1709309484.1808 0 0 614 1000 765 177 0 0  0.0324
1709309484.1899 0 0 552 1000 776 197 0 0  0.0309
1709309484.1976 0 0 520 1000 785 208 0 0  0.0304
1709309484.2048 0 0 509 1000 823 241 0 0  0.0312
1709309484.2161 0 0 452 1000 811 243 0 0  0.0299
1709309484.2217 0 0 445 976 811 251 0 0  0.0295
1709309484.2297 0 0 440 961 829 266 0 0  0.0297
1709309484.2390 0 0 410 957 836 272 0 0  0.0293
1709309484.2458 0 0 413 974 849 279 0 0  0.0300
1709309484.2542 0 0 420 983 867 288 0 0  0.0307
1709309484.2630 0 0 397 985 852 287 0 0  0.0301
1709309484.2689 0 0 399 950 871 297 0 0  0.0300
1709309484.2768 0 0 392 957 867 313 0 0  0.0301
1709309484.2867 0 0 374 943 871 310 0 0  0.0297
1709309484.2928 0 0 360 939 866 305 0 0  0.0293
1709309484.3030 0 0 365 936 869 316 0 0  0.0295
1709309484.3103 0 0 372 932 864 308 0 0  0.0293
1709309484.3171 0 0 381 936 859 282 0 0  0.0292
1709309484.3248 0 0 413 990 880 300 0 0  0.0311
1709309484.3348 0 0 415 965 861 315 0 0  0.0305
1709309484.3416 0 0 420 979 842 272 0 0  0.0300
1709309484.3488 0 0 445 1000 831 257 0 0  0.0303
1709309484.3577 0 0 436 983 788 228 0 0  0.0287
1709309484.3653 0 0 452 981 763 206 0 0  0.0282
1709309484.3730 0 0 474 967 743 200 0 0  0.0278
1709309484.3819 0 0 490 979 712 160 0 0  0.0273
1709309484.3894 0 0 538 1000 707 152 0 0  0.0285
1709309484.3978 0 0 591 1000 680 129 0 0  0.0286
1709309484.4055 0 0 648 1000 672 114 0 0  0.0303
1709309484.4132 0 0 682 1000 659 111 0 0  0.0313
1709309484.4210 0 0 730 1000 642 68 0 0  0.0322
1709309484.4299 0 13 783 1000 611 55 0 0  0.0322
1709309484.4373 0 86 815 1000 585 16 0 0  0.0322
1709309484.4451 0 145 883 1000 545 0 0 0  0.0327
1709309484.4536 0 268 963 1000 543 0 0 0  0.0349
1709309484.4613 0 350 1000 1000 489 0 0 0  0.0351
1709309484.4687 0 500 1000 1000 429 0 0 0  0.0364
1709309484.4777 0 672 1000 1000 409 0 0 0  0.0415
1709309484.4847 0 813 1000 1000 368 0 0 0  0.0448
1709309484.4938 0 904 1000 979 322 0 0 0  0.0454
1709309484.5023 0 995 1000 937 279 0 0 0  0.0455
1709309484.5089 0 1000 1000 875 241 0 0 0  0.0442
1709309484.5168 0 1000 1000 837 218 0 0 0  0.0432
1709309484.5269 0 1000 1000 808 183 0 0 0  0.0424
1709309484.5338 0 1000 1000 773 148 0 0 0  0.0414
1709309484.5417 0 1000 1000 729 110 0 0 0  0.0402
1709309484.5502 21 1000 1000 696 85 0 0 0  0.0393
1709309484.5578 76 1000 1000 641 64 0 0 0  0.0370
1709309484.5657 217 1000 1000 581 31 0 0 0  0.0360
1709309484.5733 434 1000 1000 564 9 0 0 0  0.0380
1709309484.5810 597 1000 1000 524 0 0 0 0  0.0407
1709309484.5888 739 1000 1000 473 0 0 0 0  0.0440
1709309484.5975 782 1000 1000 438 0 0 0 0  0.0434
1709309484.6058 1000 1000 1000 418 0 0 0 0  0.0431
1709309484.6137 1000 1000 1000 365 0 0 0 0  0.0424
1709309484.6216 1000 1000 1000 352 0 0 0 0  0.0422
1709309484.6293 1000 1000 1000 336 0 0 0 0  0.0420
1709309484.6374 1000 1000 1000 314 0 0 0 0  0.0418
1709309484.6456 1000 1000 1000 296 0 0 0 0  0.0416
1709309484.6529 1000 1000 1000 287 0 0 0 0  0.0415
1709309484.6618 1000 1000 1000 266 0 0 0 0  0.0413
1709309484.6697 1000 1000 1000 268 0 0 0 0  0.0413
1709309484.6774 1000 1000 1000 310 0 0 0 0  0.0417
1709309484.6853 1000 1000 1000 308 0 0 0 0  0.0417
1709309484.6943 1000 1000 1000 305 0 0 0 0  0.0417
1709309484.7016 1000 1000 1000 316 0 0 0 0  0.0418
1709309484.7094 1000 1000 1000 296 0 0 0 0  0.0416
1709309484.7184 1000 1000 1000 288 0 0 0 0  0.0415
1709309484.7251 1000 1000 1000 305 0 0 0 0  0.0417
1709309484.7329 1000 1000 1000 312 0 0 0 0  0.0418
1709309484.7419 1000 1000 1000 316 0 0 0 0  0.0418
1709309484.7491 1000 1000 1000 352 0 0 0 0  0.0422
1709309484.7568 1000 1000 1000 360 0 0 0 0  0.0423
1709309484.7657 1000 1000 1000 385 0 0 0 0  0.0426
1709309484.7733 1000 1000 1000 409 0 0 0 0  0.0430
1709309484.7810 815 1000 1000 429 0 0 0 0  0.0433
1709309484.7901 771 1000 1000 447 0 0 0 0  0.0436
1709309484.7972 706 1000 1000 477 0 0 0 0  0.0441
1709309484.8050 641 1000 1000 510 0 0 0 0  0.0420
1709309484.8138 423 1000 1000 559 0 0 0 0  0.0377
1709309484.8217 271 1000 1000 590 11 0 0 0  0.0367
1709309484.8298 271 1000 1000 632 46 0 0 0  0.0382
1709309484.8376 97 1000 1000 647 57 0 0 0  0.0374
1709309484.8458 0 1000 1000 691 84 0 0 0  0.0389
1709309484.8531 0 1000 1000 731 112 0 0 0  0.0403
1709309484.8618 0 1000 1000 744 147 0 0 0  0.0407
1709309484.8696 0 1000 1000 782 168 0 0 0  0.0417
1709309484.8768 0 1000 1000 817 198 0 0 0  0.0427
1709309484.8871 0 1000 1000 835 219 0 0 0  0.0432
1709309484.8936 0 931 1000 872 272 0 0 0  0.0435
1709309484.9010 0 786 1000 919 310 0 0 0  0.0423
1709309484.9101 0 695 1000 934 347 0 0 0  0.0408
1709309484.9177 0 622 1000 967 378 0 0 0  0.0385
1709309484.9256 0 545 1000 1000 426 0 0 0  0.0374
1709309484.9344 0 400 993 1000 462 0 0 0  0.0352
1709309484.9412 0 300 926 1000 502 0 0 0  0.0337
1709309484.9496 0 227 890 1000 553 3 0 0  0.0336
1709309484.9574 0 140 833 1000 580 22 0 0  0.0327
1709309484.9650 0 45 785 1000 596 34 0 0  0.0318
1709309484.9728 0 0 751 1000 628 85 0 0  0.0321
1709309484.9815 0 0 680 1000 641 87 0 0  0.0304
1709309484.9892 0 0 655 1000 659 123 0 0  0.0300
1709309484.9975 0 0 639 1000 690 119 0 0  0.0308
1709309485.0054 0 0 639 1000 733 152 0 0  0.0324
1709309485.0131 0 0 618 1000 740 164 0 0  0.0318
1709309485.0208 0 0 602 1000 735 167 0 0  0.0311
1709309485.0298 0 0 586 1000 755 192 0 0  0.0312
1709309485.0376 0 0 579 1000 765 178 0 0  0.0313
1709309485.0455 0 0 563 1000 768 200 0 0  0.0310
1709309485.0541 0 0 570 1000 798 197 0 0  0.0319
1709309485.0608 0 0 557 1000 785 192 0 0  0.0312
1709309485.0698 0 0 534 1000 798 210 0 0  0.0310
1709309485.0779 0 0 543 1000 818 213 0 0  0.0317
1709309485.0856 0 0 536 1000 801 213 0 0  0.0312
1709309485.0934 0 0 527 1000 785 211 0 0  0.0306
1709309485.1025 0 0 552 1000 803 215 0 0  0.0316
1709309485.1091 0 0 554 1000 781 215 0 0  0.0311
1709309485.1177 0 0 568 1000 781 205 0 0  0.0315
1709309485.1255 0 0 614 1000 778 197 0 0  0.0328
1709309485.1331 0 0 625 1000 771 169 0 0  0.0329
1709309485.1409 0 0 659 1000 773 151 0 0  0.0342
1709309485.1493 0 0 680 1000 742 147 0 0  0.0344
1709309485.1568 0 0 673 1000 704 118 0 0  0.0330
1709309485.1656 0 0 716 1000 690 106 0 0  0.0341
1709309485.1734 0 0 753 1000 692 106 0 0  0.0350
1709309485.1811 0 0 764 1000 667 87 0 0  0.0340
1709309485.1889 0 27 828 1000 639 62 0 0  0.0341
1709309485.1977 0 136 867 1000 608 27 0 0  0.0342
1709309485.2051 0 195 929 1000 601 16 0 0  0.0354
1709309485.2128 0 218 936 1000 566 0 0 0  0.0346
1709309485.2217 0 295 974 1000 517 0 0 0  0.0347
1709309485.2293 0 390 1000 1000 489 0 0 0  0.0356
1709309485.2370 0 477 1000 1000 441 0 0 0  0.0362
1709309485.2467 0 554 1000 1000 393 0 0 0  0.0371
1709309485.2529 0 677 1000 992 365 0 0 0  0.0410
1709309485.2617 0 754 1000 946 328 0 0 0  0.0423
1709309485.2694 0 904 1000 939 307 0 0 0  0.0446
1709309485.2773 0 945 1000 910 282 0 0 0  0.0445
1709309485.2851 0 1000 1000 846 231 0 0 0  0.0435
1709309485.2937 0 1000 1000 813 201 0 0 0  0.0426
1709309485.3009 0 1000 1000 786 178 0 0 0  0.0419
1709309485.3097 0 1000 1000 742 155 0 0 0  0.0407
1709309485.3175 0 1000 1000 698 109 0 0 0  0.0393
1709309485.3252 0 1000 1000 676 92 0 0 0  0.0382
1709309485.3329 65 1000 1000 645 71 0 0 0  0.0371
1709309485.3416 119 1000 1000 603 19 0 0 0  0.0359
1709309485.3489 336 1000 1000 583 18 0 0 0  0.0372
1709309485.3571 532 1000 1000 530 0 0 0 0  0.0391
1709309485.3659 728 1000 1000 499 0 0 0 0  0.0446
1709309485.3737 945 1000 1000 458 0 0 0 0  0.0438
1709309485.3816 1000 1000 1000 393 0 0 0 0  0.0428
1709309485.3896 1000 1000 1000 374 0 0 0 0  0.0425
1709309485.3969 1000 1000 1000 356 0 0 0 0  0.0423
1709309485.4049 1000 1000 1000 332 0 0 0 0  0.0420
1709309485.4137 1000 1000 1000 318 0 0 0 0  0.0418
1709309485.4213 1000 1000 1000 310 0 0 0 0  0.0417
1709309485.4292 1000 1000 1000 299 0 0 0 0  0.0416
1709309485.4381 1000 1000 1000 268 0 0 0 0  0.0413
1709309485.4449 1000 1000 1000 250 0 0 0 0  0.0411
1709309485.4528 1000 1000 1000 263 0 0 0 0  0.0413
1709309485.4619 1000 1000 1000 239 0 0 0 0  0.0410
1709309485.4696 1000 1000 1000 241 0 0 0 0  0.0411
1709309485.4771 1000 1000 1000 250 0 0 0 0  0.0411
1709309485.4862 1000 1000 1000 235 0 0 0 0  0.0410
1709309485.4928 1000 1000 1000 224 0 0 0 0  0.0409
1709309485.5014 1000 1000 1000 239 0 0 0 0  0.0410
1709309485.5095 1000 1000 1000 237 0 0 0 0  0.0410
1709309485.5173 1000 1000 1000 257 0 0 0 0  0.0412
1709309485.5250 1000 1000 1000 255 0 0 0 0  0.0412
1709309485.5340 1000 1000 1000 254 0 0 0 0  0.0412
1709309485.5416 1000 1000 1000 277 0 0 0 0  0.0414
1709309485.5490 1000 1000 1000 316 0 0 0 0  0.0418
1709309485.5580 1000 1000 1000 325 0 0 0 0  0.0419
1709309485.5658 1000 1000 1000 354 0 0 0 0  0.0422
1709309485.5738 1000 1000 1000 382 0 0 0 0  0.0426
1709309485.5816 1000 1000 1000 396 0 0 0 0  0.0428
1709309485.5893 1000 1000 1000 435 0 0 0 0  0.0434
1709309485.5977 902 1000 1000 477 0 0 0 0  0.0441
1709309485.6070 891 1000 1000 511 0 0 0 0  0.0448
1709309485.6137 619 1000 1000 539 0 0 0 0  0.0418
1709309485.6216 510 1000 1000 577 0 0 0 0  0.0398
1709309485.6294 347 1000 1000 614 16 0 0 0  0.0383
1709309485.6371 228 1000 1000 641 26 0 0 0  0.0381
1709309485.6449 173 1000 1000 674 67 0 0 0  0.0391
1709309485.6535 32 1000 1000 689 90 0 0 0  0.0390
1709309485.6613 0 1000 1000 720 110 0 0 0  0.0400
1709309485.6693 0 1000 1000 755 145 0 0 0  0.0410
1709309485.6783 0 1000 1000 813 181 0 0 0  0.0425
1709309485.6848 0 1000 1000 842 216 0 0 0  0.0433
1709309485.6929 0 1000 1000 875 238 0 0 0  0.0441
1709309485.7024 0 986 1000 910 309 0 0 0  0.0452
1709309485.7090 0 863 1000 985 345 0 0 0  0.0452
1709309485.7170 0 677 1000 1000 380 0 0 0  0.0414
1709309485.7261 0 604 1000 1000 439 0 0 0  0.0393
1709309485.7338 0 422 1000 1000 476 0 0 0  0.0359
1709309485.7416 0 304 958 1000 517 0 0 0  0.0346
1709309485.7493 0 227 906 1000 578 8 0 0  0.0345
1709309485.7570 0 100 821 1000 613 44 0 0  0.0333
1709309485.7658 0 0 762 1000 661 93 0 0  0.0337
1709309485.7737 0 0 716 1000 712 134 0 0  0.0350
1709309485.7814 0 0 643 1000 737 149 0 0  0.0326
1709309485.7892 0 0 602 1000 758 164 0 0  0.0317
1709309485.7981 0 0 559 1000 783 211 0 0  0.0313
1709309485.8050 0 0 518 1000 828 233 0 0  0.0315
1709309485.8131 0 0 495 1000 836 264 0 0  0.0314
1709309485.8220 0 0 442 1000 869 261 0 0  0.0311
1709309485.8290 0 0 433 1000 920 325 0 0  0.0326
1709309485.8369 0 0 388 1000 930 333 0 0  0.0322
1709309485.8459 0 0 363 983 928 313 0 0  0.0313
1709309485.8531 0 0 360 972 955 361 0 0  0.0321
1709309485.8612 0 0 360 930 932 379 0 0  0.0313
1709309485.8704 0 0 312 941 953 376 0 0  0.0312
1709309485.8778 0 0 287 901 973 428 0 0  0.0313
1709309485.8856 0 0 285 897 978 440 0 0  0.0315
1709309485.8937 0 0 312 914 973 467 0 0  0.0325
1709309485.9011 0 0 324 932 993 472 0 0  0.0333
1709309485.9090 0 0 303 904 965 443 0 0  0.0317
1709309485.9179 0 0 271 882 955 440 0 0  0.0307
1709309485.9254 0 0 257 864 957 425 0 0  0.0301
1709309485.9332 0 0 262 857 938 412 0 0  0.0294
1709309485.9426 0 0 269 853 932 395 0 0  0.0290
1709309485.9489 0 0 283 881 933 385 0 0  0.0296
1709309485.9572 0 0 287 899 928 394 0 0  0.0300
1709309485.9664 0 0 299 903 897 346 0 0  0.0290
1709309485.9730 0 0 326 914 890 326 0 0  0.0292
1709309485.9808 0 0 349 914 866 331 0 0  0.0290
1709309485.9898 0 0 360 919 844 328 0 0  0.0286
1709309485.9969 0 0 408 970 839 288 0 0  0.0297
1709309486.0057 0 0 438 989 819 257 0 0  0.0298
1709309486.0132 0 0 458 1000 791 231 0 0  0.0294
1709309486.0209 0 0 504 1000 768 211 0 0  0.0296
1709309486.0289 0 0 563 1000 742 162 0 0  0.0302
1709309486.0377 0 0 611 1000 723 144 0 0  0.0310
1709309486.0456 0 0 675 1000 723 128 0 0  0.0336
1709309486.0530 0 0 746 1000 719 113 0 0  0.0359
1709309486.0618 0 0 778 1000 685 87 0 0  0.0352
1709309486.0694 0 22 815 1000 634 55 0 0  0.0337
