% Edge sensor logfile normalized 'log_20240301_165905.642/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1709308746.8215 0 0 0 0 290 732 707 239  0.0186
1709308746.8288 0 0 0 0 234 669 763 327  0.0140
1709308746.8366 0 0 0 0 175 630 792 384  0.0136
1709308746.8447 0 0 0 0 117 581 835 458  0.0153
1709308746.8530 0 0 0 0 66 520 817 513  0.0134
1709308746.8610 0 0 0 0 34 464 817 558  0.0134
1709308746.8692 0 0 0 0 0 394 770 607  0.0106
1709308746.8771 0 0 0 0 0 343 742 656  0.0102
1709308746.8848 0 0 0 0 0 256 682 697  0.0000
1709308746.8931 0 0 0 0 0 183 587 680  0.0000
1709308746.9009 0 0 0 0 0 116 507 674  0.0000
1709308746.9087 0 0 0 0 0 55 471 664  0.0000
1709308746.9168 0 0 0 0 0 0 384 599  0.0000
1709308746.9245 0 0 0 0 0 0 352 591  0.0000
1709308746.9330 0 0 0 0 0 0 312 566  0.0000
1709308746.9412 0 0 0 0 0 0 252 498  0.0000
1709308746.9483 0 0 0 0 0 0 221 492  0.0000
1709308746.9567 0 0 0 0 0 0 159 398  0.0000
1709308746.9648 0 0 0 0 0 0 98 353  0.0000
1709308746.9725 0 0 0 0 0 0 61 286  0.0000
1709308746.9811 0 0 0 0 0 0 43 255  0.0000
1709308746.9889 0 0 0 0 0 0 12 245  0.0000
1709308746.9966 0 0 0 0 0 0 0 188  0.0000
1709308747.0048 0 0 0 0 0 0 0 173  0.0000
1709308747.0130 0 0 0 0 0 0 0 165  0.0000
1709308747.0219 0 0 0 0 0 0 0 124  0.0000
1709308747.0286 0 0 0 0 0 0 0 106  0.0000
1709308747.0369 0 0 0 0 0 0 0 67  0.0000
1709308747.0451 0 0 0 0 0 0 0 30  0.0000
1709308747.0529 0 0 0 0 0 0 0 14  0.0000
1709308747.0610 0 0 0 0 0 0 0 14  0.0000
1709308747.0690 0 0 0 0 0 0 0 0  0.0000
1709308747.0764 0 0 0 0 0 0 0 0  0.0000
1709308747.0847 0 0 0 0 0 0 0 0  0.0000
1709308747.0930 0 0 0 0 0 0 0 0  0.0000
1709308747.1011 0 0 0 0 0 0 0 0  0.0000
1709308747.1084 0 0 0 0 0 0 0 0  0.0000
1709308747.1170 0 0 0 0 0 0 0 0  0.0000
1709308747.1246 0 0 0 0 0 0 0 0  0.0000
1709308747.1331 0 0 0 0 0 0 0 0  0.0000
1709308747.1410 0 0 0 0 0 0 0 0  0.0000
1709308747.1490 0 0 0 0 0 0 0 0  0.0000
1709308747.1563 0 0 0 0 0 0 0 0  0.0000
1709308747.1646 0 0 0 0 0 0 0 0  0.0000
1709308747.1732 0 0 0 0 0 0 0 0  0.0000
1709308747.1803 0 0 0 0 0 0 0 0  0.0000
1709308747.1885 0 0 0 0 0 0 0 0  0.0000
1709308747.1963 0 0 0 0 0 0 0 0  0.0000
1709308747.2043 0 0 0 0 0 0 0 0  0.0000
1709308747.2130 0 0 0 0 0 0 0 0  0.0000
1709308747.2218 0 0 0 0 0 0 0 0  0.0000
1709308747.2288 0 0 0 0 0 0 0 0  0.0000
1709308747.2371 0 0 0 0 0 0 0 0  0.0000
1709308747.2447 0 0 0 0 0 0 0 0  0.0000
1709308747.2522 0 0 0 0 0 0 0 0  0.0000
1709308747.2604 0 0 0 0 0 0 0 0  0.0000
1709308747.2682 0 0 0 0 0 0 0 0  0.0000
1709308747.2769 0 0 0 0 0 0 0 0  0.0000
1709308747.2851 0 0 0 0 0 0 0 0  0.0000
1709308747.2932 0 0 0 0 0 0 0 0  0.0000
1709308747.3003 0 0 0 0 0 0 0 0  0.0000
1709308747.3085 0 0 0 0 0 0 0 0  0.0000
1709308747.3173 0 0 0 0 0 0 0 0  0.0000
1709308747.3250 0 0 0 0 0 0 0 0  0.0000
1709308747.3332 0 0 0 0 0 0 0 0  0.0000
1709308747.3408 0 0 0 0 0 0 0 0  0.0000
1709308747.3489 0 0 0 0 0 0 0 0  0.0000
1709308747.3571 0 0 0 0 0 0 0 0  0.0000
1709308747.3649 0 0 0 0 0 0 0 0  0.0000
1709308747.3727 0 0 0 0 0 0 0 0  0.0000
1709308747.3808 0 0 0 0 0 0 0 0  0.0000
1709308747.3885 0 0 0 0 0 0 0 0  0.0000
1709308747.3969 0 0 0 0 0 0 0 0  0.0000
1709308747.4052 0 0 0 0 0 0 0 0  0.0000
1709308747.4130 0 0 0 0 0 0 0 0  0.0000
1709308747.4218 0 0 0 0 0 0 0 0  0.0000
1709308747.4288 0 0 0 0 0 0 0 0  0.0000
1709308747.4366 0 0 0 0 0 0 0 0  0.0000
1709308747.4447 0 0 0 0 0 0 0 0  0.0000
1709308747.4530 0 0 0 0 0 0 0 0  0.0000
1709308747.4603 0 0 0 0 0 0 0 0  0.0000
1709308747.4686 0 0 0 0 0 0 0 0  0.0000
1709308747.4764 0 0 0 0 0 0 0 0  0.0000
1709308747.4842 0 0 0 0 0 0 0 0  0.0000
1709308747.4927 0 0 0 0 0 0 0 0  0.0000
1709308747.5010 0 0 0 0 0 0 0 0  0.0000
1709308747.5088 0 0 0 0 0 0 0 0  0.0000
1709308747.5169 0 0 0 0 0 0 0 0  0.0000
1709308747.5248 0 0 0 0 0 0 0 0  0.0000
1709308747.5323 0 0 0 0 0 0 0 0  0.0000
1709308747.5410 0 0 0 0 0 0 0 0  0.0000
1709308747.5491 0 0 0 0 0 0 0 0  0.0000
1709308747.5569 0 0 0 0 0 0 0 0  0.0000
1709308747.5649 0 0 0 0 0 0 0 0  0.0000
1709308747.5726 0 0 0 0 0 0 0 0  0.0000
1709308747.5803 0 0 0 0 0 0 0 0  0.0000
1709308747.5886 0 0 0 0 0 0 0 0  0.0000
1709308747.5968 0 0 0 0 0 0 0 0  0.0000
1709308747.6054 0 0 0 0 0 0 0 0  0.0000
1709308747.6125 0 0 0 0 0 0 0 0  0.0000
1709308747.6213 0 0 0 0 0 0 0 0  0.0000
1709308747.6290 0 0 0 0 0 0 0 0  0.0000
1709308747.6371 0 0 0 0 0 0 0 0  0.0000
1709308747.6442 0 0 0 0 0 0 0 0  0.0000
1709308747.6527 0 0 0 0 0 0 0 0  0.0000
1709308747.6608 0 0 0 0 0 0 0 0  0.0000
1709308747.6691 0 0 0 0 0 0 0 0  0.0000
1709308747.6765 0 0 0 0 0 0 0 0  0.0000
1709308747.6847 0 0 0 0 0 0 0 0  0.0000
1709308747.6929 0 0 0 0 0 0 0 0  0.0000
1709308747.7003 0 0 0 0 0 0 0 0  0.0000
1709308747.7085 0 0 0 0 0 0 0 0  0.0000
1709308747.7166 0 0 0 0 0 0 0 0  0.0000
1709308747.7250 0 0 0 0 0 0 0 0  0.0000
