% Edge sensor logfile normalized 'log_20240301_170759.362/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1709309283.2904 0 0 0 0 0 428 805 591  0.0132
1709309283.2979 0 0 0 0 0 420 796 586  0.0122
1709309283.3067 0 0 0 0 0 426 808 574  0.0128
1709309283.3143 0 0 0 0 0 426 812 597  0.0139
1709309283.3217 0 0 0 0 0 418 784 582  0.0111
1709309283.3304 0 0 0 0 0 425 798 582  0.0123
1709309283.3378 0 0 0 0 0 436 810 609  0.0144
1709309283.3463 0 0 0 0 0 413 794 570  0.0114
1709309283.3539 0 0 0 0 0 420 792 574  0.0115
1709309283.3625 0 0 0 0 0 428 814 607  0.0145
1709309283.3699 0 0 0 0 0 430 800 588  0.0127
1709309283.3787 0 0 0 0 0 410 794 574  0.0115
1709309283.3862 0 0 0 0 0 413 796 582  0.0120
1709309283.3938 0 0 0 0 0 430 808 593  0.0135
1709309283.4025 0 0 0 0 0 418 794 588  0.0121
1709309283.4101 0 0 0 0 0 423 798 576  0.0120
1709309283.4185 0 0 0 0 0 423 805 597  0.0134
1709309283.4258 0 0 0 0 0 415 794 586  0.0120
1709309283.4341 0 0 0 0 0 423 798 578  0.0121
1709309283.4426 0 0 0 0 0 431 814 603  0.0144
1709309283.4501 0 0 0 0 0 413 792 580  0.0116
1709309283.4586 0 0 0 0 0 422 789 582  0.0115
1709309283.4660 0 0 0 0 0 436 810 605  0.0142
1709309283.4746 0 0 0 0 0 415 784 572  0.0107
1709309283.4822 0 0 0 0 0 422 803 588  0.0128
1709309283.4902 0 0 0 0 0 438 815 599  0.0144
1709309283.4986 0 0 0 0 0 413 792 584  0.0117
1709309283.5065 0 0 0 0 0 420 782 584  0.0110
1709309283.5140 0 0 0 0 0 435 808 599  0.0138
1709309283.5217 0 0 0 0 0 425 787 572  0.0111
1709309283.5303 0 0 0 0 0 426 796 588  0.0124
1709309283.5383 0 0 0 0 0 430 801 597  0.0132
1709309283.5457 0 0 0 0 0 415 789 580  0.0114
1709309283.5543 0 0 0 0 0 426 800 588  0.0127
1709309283.5617 0 0 0 0 0 430 801 595  0.0131
1709309283.5703 0 0 0 0 0 422 792 584  0.0118
1709309283.5783 0 0 0 0 0 417 791 560  0.0109
1709309283.5867 0 0 0 0 0 430 794 591  0.0124
1709309283.5943 0 0 0 0 0 433 808 609  0.0142
1709309283.6020 0 0 0 0 0 403 782 570  0.0103
1709309283.6106 0 0 0 0 0 426 801 584  0.0126
1709309283.6183 0 0 0 0 0 438 812 599  0.0141
1709309283.6260 0 0 0 0 0 407 780 578  0.0105
1709309283.6340 0 0 0 0 0 425 791 588  0.0119
1709309283.6417 0 0 0 0 0 433 803 597  0.0133
1709309283.6506 0 0 0 0 0 412 800 584  0.0124
1709309283.6581 0 0 0 0 0 425 796 580  0.0121
1709309283.6657 0 0 0 0 0 428 803 599  0.0134
1709309283.6745 0 0 0 0 0 420 787 582  0.0113
1709309283.6818 0 0 0 0 0 420 796 582  0.0121
1709309283.6905 0 0 0 0 0 433 803 586  0.0129
1709309283.6982 0 0 0 0 0 417 785 574  0.0109
1709309283.7057 0 0 0 0 0 418 801 586  0.0126
1709309283.7143 0 0 0 0 0 433 814 613  0.0149
1709309283.7229 0 0 0 0 0 412 791 576  0.0114
1709309283.7305 0 0 0 0 0 415 789 572  0.0111
1709309283.7379 0 0 0 0 0 435 815 603  0.0145
1709309283.7465 0 0 0 0 0 417 784 582  0.0111
1709309283.7540 0 0 0 0 0 422 784 586  0.0113
1709309283.7617 0 0 0 0 0 425 807 601  0.0137
1709309283.7704 0 0 0 0 0 422 798 584  0.0123
1709309283.7778 0 0 0 0 0 413 787 578  0.0111
1709309283.7860 0 0 0 0 0 417 792 576  0.0115
1709309283.7937 0 0 0 0 0 428 803 605  0.0136
1709309283.8021 0 0 0 0 0 417 801 582  0.0124
1709309283.8097 0 0 0 0 0 423 798 570  0.0118
1709309283.8183 0 0 0 0 0 433 801 597  0.0132
1709309283.8257 0 0 0 0 0 415 785 570  0.0107
1709309283.8339 0 0 0 0 0 433 803 588  0.0130
1709309283.8425 0 0 0 0 0 428 808 597  0.0136
1709309283.8499 0 0 0 0 0 403 780 576  0.0104
1709309283.8584 0 0 0 0 0 420 798 582  0.0122
1709309283.8660 0 0 0 0 0 440 815 607  0.0147
1709309283.8745 0 0 0 0 0 412 791 580  0.0115
1709309283.8822 0 0 0 0 0 422 791 576  0.0115
1709309283.8904 0 0 0 0 0 425 808 599  0.0137
1709309283.8978 0 0 0 0 0 407 785 582  0.0110
1709309283.9063 0 0 0 0 0 415 801 582  0.0124
1709309283.9140 0 0 0 0 0 423 803 591  0.0130
1709309283.9221 0 0 0 0 0 410 777 582  0.0104
1709309283.9298 0 0 0 0 0 425 796 580  0.0121
1709309283.9381 0 0 0 0 0 433 801 599  0.0133
1709309283.9466 0 0 0 0 0 413 780 574  0.0104
1709309283.9541 0 0 0 0 0 420 801 591  0.0128
1709309283.9618 0 0 0 0 0 428 817 605  0.0146
1709309283.9703 0 0 0 0 0 425 792 584  0.0119
1709309283.9781 0 0 0 0 0 410 785 576  0.0109
1709309283.9864 0 0 0 0 0 423 801 591  0.0128
1709309283.9947 0 0 0 0 0 441 810 597  0.0140
1709309284.0024 0 0 0 0 0 412 782 574  0.0106
1709309284.0100 0 0 0 0 0 417 789 582  0.0115
1709309284.0185 0 0 0 0 0 425 812 597  0.0139
1709309284.0262 0 0 0 0 0 417 782 572  0.0105
1709309284.0346 0 0 0 0 0 425 794 582  0.0120
1709309284.0420 0 0 0 0 0 431 803 599  0.0134
1709309284.0507 0 0 0 0 0 413 791 578  0.0115
1709309284.0584 0 0 0 0 0 425 791 584  0.0118
1709309284.0658 0 0 0 0 0 426 798 582  0.0123
1709309284.0745 0 0 0 0 0 417 785 576  0.0109
1709309284.0827 0 0 0 0 0 418 800 582  0.0124
1709309284.0898 0 0 0 0 0 425 805 593  0.0132
1709309284.0986 0 0 0 0 0 410 785 568  0.0106
1709309284.1063 0 0 0 0 0 418 791 572  0.0113
1709309284.1137 0 0 0 0 0 440 819 607  0.0150
1709309284.1223 0 0 0 0 0 408 787 582  0.0112
1709309284.1307 0 0 0 0 0 426 796 580  0.0121
1709309284.1377 0 0 0 0 0 433 814 605  0.0145
1709309284.1463 0 0 0 0 0 425 791 578  0.0116
1709309284.1539 0 0 0 0 0 420 800 576  0.0122
1709309284.1622 0 0 0 0 0 426 807 605  0.0139
1709309284.1699 0 0 0 0 0 415 796 574  0.0117
1709309284.1784 0 0 0 0 0 417 791 586  0.0118
1709309284.1864 0 0 0 0 0 420 791 582  0.0117
1709309284.1940 0 0 0 0 0 422 794 595  0.0124
1709309284.2017 0 0 0 0 0 418 798 576  0.0120
1709309284.2103 0 0 0 0 0 420 794 584  0.0120
1709309284.2177 0 0 0 0 0 440 808 609  0.0143
1709309284.2263 0 0 0 0 0 408 785 568  0.0106
1709309284.2343 0 0 0 0 0 418 794 570  0.0115
1709309284.2419 0 0 0 0 0 435 817 603  0.0146
1709309284.2497 0 0 0 0 0 408 789 572  0.0110
1709309284.2582 0 0 0 0 0 407 784 572  0.0106
1709309284.2667 0 0 0 0 0 431 815 603  0.0144
1709309284.2743 0 0 0 0 0 413 780 564  0.0101
1709309284.2817 0 0 0 0 0 423 794 582  0.0119
1709309284.2899 0 0 0 0 0 428 803 599  0.0134
1709309284.2986 0 0 0 0 0 422 791 574  0.0114
1709309284.3060 0 0 0 0 0 430 800 586  0.0126
1709309284.3144 0 0 0 0 0 422 798 591  0.0126
1709309284.3220 0 0 0 0 0 417 777 586  0.0106
1709309284.3304 0 0 0 0 0 428 807 591  0.0133
1709309284.3377 0 0 0 0 0 422 803 593  0.0130
1709309284.3465 0 0 0 0 0 422 794 572  0.0116
1709309284.3537 0 0 0 0 0 420 791 582  0.0117
1709309284.3624 0 0 0 0 0 423 807 597  0.0135
1709309284.3700 0 0 0 0 0 417 791 576  0.0114
1709309284.3785 0 0 0 0 0 405 777 572  0.0100
1709309284.3857 0 0 0 0 0 423 796 582  0.0121
1709309284.3947 0 0 0 0 0 430 812 607  0.0144
1709309284.4019 0 0 0 0 0 408 777 562  0.0097
1709309284.4107 0 0 0 0 0 428 787 568  0.0110
1709309284.4184 0 0 0 0 0 430 807 601  0.0138
1709309284.4266 0 0 0 0 0 408 791 574  0.0113
1709309284.4340 0 0 0 0 0 425 792 588  0.0120
1709309284.4427 0 0 0 0 0 430 803 601  0.0135
1709309284.4502 0 0 0 0 0 417 787 582  0.0113
1709309284.4580 0 0 0 0 0 418 794 591  0.0122
1709309284.4658 0 0 0 0 0 428 801 605  0.0135
1709309284.4742 0 0 0 0 0 412 778 582  0.0105
1709309284.4819 0 0 0 0 0 415 791 574  0.0113
1709309284.4902 0 0 0 0 0 433 817 603  0.0146
1709309284.4976 0 0 0 0 0 412 782 574  0.0106
1709309284.5065 0 0 0 0 0 413 792 582  0.0117
1709309284.5142 0 0 0 0 0 435 808 597  0.0137
1709309284.5217 0 0 0 0 0 407 775 572  0.0098
1709309284.5306 0 0 0 0 0 418 794 574  0.0116
1709309284.5378 0 0 0 0 0 428 808 601  0.0138
1709309284.5463 0 0 0 0 0 415 782 568  0.0104
1709309284.5539 0 0 0 0 0 430 801 582  0.0126
1709309284.5626 0 0 0 0 0 433 814 595  0.0141
1709309284.5701 0 0 0 0 0 418 789 570  0.0111
1709309284.5778 0 0 0 0 0 420 782 588  0.0111
1709309284.5860 0 0 0 0 0 423 798 576  0.0120
1709309284.5944 0 0 0 0 0 430 815 597  0.0142
1709309284.6019 0 0 0 0 0 417 789 576  0.0113
1709309284.6104 0 0 0 0 0 418 798 584  0.0123
1709309284.6182 0 0 0 0 0 431 800 603  0.0133
1709309284.6265 0 0 0 0 0 407 782 566  0.0103
1709309284.6351 0 0 0 0 0 425 794 582  0.0120
1709309284.6425 0 0 0 0 0 436 828 597  0.0151
1709309284.6500 0 0 0 0 0 410 785 576  0.0109
1709309284.6578 0 0 0 0 0 413 791 582  0.0116
1709309284.6663 0 0 0 0 0 433 819 601  0.0146
1709309284.6746 0 0 0 0 0 407 785 572  0.0107
1709309284.6821 0 0 0 0 0 425 794 617  0.0135
1709309284.6901 0 0 0 0 0 425 805 591  0.0131
1709309284.6987 0 0 0 0 0 426 794 582  0.0120
1709309284.7064 0 0 0 0 0 415 800 580  0.0122
1709309284.7147 0 0 0 0 0 420 819 605  0.0146
1709309284.7223 0 0 0 0 0 410 784 574  0.0107
1709309284.7298 0 0 0 0 0 408 787 593  0.0116
1709309284.7379 0 0 0 0 0 431 807 605  0.0140
1709309284.7465 0 0 0 0 0 417 778 584  0.0106
1709309284.7541 0 0 0 0 0 420 803 588  0.0128
1709309284.7624 0 0 0 0 0 428 814 605  0.0144
1709309284.7699 0 0 0 0 0 417 808 595  0.0134
1709309284.7787 0 0 0 0 0 400 780 580  0.0105
1709309284.7863 0 0 0 0 0 423 787 582  0.0114
1709309284.7941 0 0 0 0 0 428 805 597  0.0134
1709309284.8032 0 0 0 0 0 400 775 582  0.0101
1709309284.8098 0 0 0 0 0 410 787 599  0.0119
1709309284.8187 0 0 0 0 0 407 807 599  0.0134
1709309284.8259 0 0 0 0 0 400 771 578  0.0096
1709309284.8344 0 0 0 0 0 410 785 588  0.0113
1709309284.8425 0 0 0 0 0 408 801 599  0.0130
1709309284.8504 0 0 0 0 0 403 775 558  0.0094
1709309284.8580 0 0 0 0 0 418 794 597  0.0125
1709309284.8660 0 0 0 0 0 415 801 621  0.0141
1709309284.8740 0 0 0 0 0 403 778 576  0.0102
1709309284.8818 0 0 0 0 0 403 787 576  0.0110
1709309284.8901 0 0 0 0 0 431 808 605  0.0140
1709309284.8978 0 0 0 0 0 399 777 566  0.0097
1709309284.9063 0 0 0 0 0 415 784 572  0.0107
1709309284.9139 0 0 0 0 0 418 803 611  0.0138
1709309284.9223 0 0 0 0 0 412 773 580  0.0100
1709309284.9298 0 0 0 0 0 410 784 588  0.0112
1709309284.9379 0 0 0 0 0 412 792 588  0.0119
1709309284.9466 0 0 0 0 0 394 780 586  0.0106
1709309284.9540 0 0 0 0 0 408 800 609  0.0133
1709309284.9628 0 0 0 0 0 425 805 605  0.0137
1709309284.9704 0 0 0 0 0 397 773 591  0.0102
1709309284.9779 0 0 0 0 0 405 789 574  0.0111
1709309284.9860 0 0 0 0 0 397 787 578  0.0110
1709309284.9946 0 0 0 0 0 410 805 591  0.0130
1709309285.0020 0 0 0 0 0 394 773 584  0.0099
1709309285.0107 0 0 0 0 0 389 796 601  0.0125
1709309285.0185 0 0 0 0 0 422 798 609  0.0134
1709309285.0266 0 0 0 0 0 400 775 584  0.0102
1709309285.0338 0 0 0 0 0 402 773 588  0.0101
1709309285.0425 0 0 0 0 0 410 796 619  0.0136
1709309285.0500 0 0 0 0 0 405 771 597  0.0103
1709309285.0577 0 0 0 0 0 403 782 599  0.0114
1709309285.0664 0 0 0 0 0 410 794 619  0.0134
1709309285.0739 0 0 0 0 0 399 763 578  0.0088
1709309285.0826 0 0 0 0 0 415 796 607  0.0130
1709309285.0898 0 0 0 0 0 400 796 615  0.0132
1709309285.0984 0 0 0 0 0 389 766 566  0.0087
1709309285.1062 0 0 0 0 0 422 791 599  0.0124
1709309285.1140 0 0 0 0 0 415 815 607  0.0144
1709309285.1224 0 0 0 0 0 390 787 593  0.0114
1709309285.1301 0 0 0 0 0 403 782 601  0.0115
1709309285.1385 0 0 0 0 0 407 803 615  0.0139
1709309285.1460 0 0 0 0 0 369 773 566  0.0091
1709309285.1537 0 0 0 0 0 394 775 588  0.0103
1709309285.1624 0 0 0 0 0 410 791 607  0.0126
1709309285.1703 0 0 0 0 0 395 798 613  0.0132
1709309285.1779 0 0 0 0 0 384 761 601  0.0093
1709309285.1864 0 0 0 0 0 399 773 607  0.0109
1709309285.1940 0 0 0 0 0 405 794 609  0.0129
1709309285.2017 0 0 0 0 0 385 778 580  0.0102
1709309285.2104 0 0 0 0 0 392 791 601  0.0121
1709309285.2180 0 0 0 0 0 402 792 619  0.0132
1709309285.2258 0 0 0 0 0 385 764 578  0.0088
1709309285.2342 0 0 0 0 0 400 777 621  0.0120
1709309285.2416 0 0 0 0 0 410 784 615  0.0124
1709309285.2504 0 0 0 0 0 395 766 597  0.0097
1709309285.2581 0 0 0 0 0 379 782 603  0.0113
1709309285.2666 0 0 0 0 0 397 796 629  0.0140
1709309285.2743 0 0 0 0 0 372 766 599  0.0096
1709309285.2820 0 0 0 0 0 380 770 605  0.0103
1709309285.2902 0 0 0 0 0 394 780 623  0.0123
1709309285.2979 0 0 0 0 0 395 759 584  0.0086
1709309285.3060 0 0 0 0 0 376 771 611  0.0107
1709309285.3145 0 0 0 0 0 382 763 638  0.0115
1709309285.3223 0 0 0 0 0 366 756 593  0.0084
1709309285.3301 0 0 0 0 0 376 782 621  0.0122
1709309285.3383 0 0 0 0 0 392 775 623  0.0118
1709309285.3459 0 0 0 0 0 384 756 595  0.0085
1709309285.3545 0 0 0 0 0 379 759 607  0.0093
1709309285.3619 0 0 0 0 0 364 782 656  0.0145
1709309285.3706 0 0 0 0 0 371 763 625  0.0106
1709309285.3782 0 0 0 0 0 353 752 605  0.0083
1709309285.3862 0 0 0 0 0 371 763 615  0.0101
1709309285.3947 0 0 0 0 0 376 773 629  0.0118
1709309285.4016 0 0 0 0 0 346 740 621  0.0075
1709309285.4101 0 0 0 0 0 339 742 635  0.0085
1709309285.4176 0 0 0 0 0 371 775 648  0.0133
1709309285.4259 0 0 0 0 0 359 743 619  0.0079
1709309285.4341 0 0 0 0 0 348 750 597  0.0077
1709309285.4422 0 0 0 0 0 371 768 642  0.0122
1709309285.4498 0 0 0 0 0 334 726 615  0.0052
1709309285.4584 0 0 0 0 0 366 761 642  0.0114
1709309285.4660 0 0 0 0 0 361 770 642  0.0123
1709309285.4741 0 0 0 0 0 351 736 591  0.0059
1709309285.4823 0 0 0 0 0 357 750 619  0.0087
1709309285.4905 0 0 0 0 0 353 754 640  0.0104
1709309285.4981 0 0 0 0 0 336 742 601  0.0069
1709309285.5066 0 0 0 0 0 359 750 627  0.0092
1709309285.5142 0 0 0 0 0 366 763 664  0.0136
1709309285.5226 0 0 0 0 0 336 750 621  0.0087
1709309285.5301 0 0 0 0 0 349 747 640  0.0096
1709309285.5377 0 0 0 0 0 354 757 633  0.0103
1709309285.5465 0 0 0 0 0 343 743 619  0.0078
1709309285.5539 0 0 0 0 0 353 750 629  0.0092
1709309285.5625 0 0 0 0 0 371 759 633  0.0106
1709309285.5698 0 0 0 0 0 354 754 631  0.0098
1709309285.5783 0 0 0 0 0 341 743 615  0.0076
1709309285.5865 0 0 0 0 0 348 752 633  0.0097
