% Edge sensor logfile normalized 'log_20240301_165655.447/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1709308617.5610 0 0 105 718 1000 550 36 0  0.0291
1709308617.5697 0 0 82 712 1000 545 35 0  0.0288
1709308617.5769 0 0 89 714 1000 569 56 0  0.0295
1709308617.5846 0 0 73 691 996 571 56 0  0.0286
1709308617.5929 0 0 66 689 1000 576 54 0  0.0287
1709308617.6004 0 0 66 687 1000 577 71 0  0.0286
1709308617.6090 0 0 47 687 1000 596 57 0  0.0292
1709308617.6168 0 0 66 718 1000 597 71 0  0.0304
1709308617.6250 0 0 66 709 1000 592 63 0  0.0300
1709308617.6327 0 0 43 703 1000 566 52 0  0.0291
1709308617.6418 0 0 70 718 1000 573 45 0  0.0297
1709308617.6489 0 0 63 714 1000 579 54 0  0.0297
1709308617.6564 0 0 59 718 1000 573 42 0  0.0297
1709308617.6652 0 0 77 725 1000 574 43 0  0.0299
1709308617.6728 0 0 82 729 1000 561 33 0  0.0296
1709308617.6802 0 0 111 747 1000 550 31 0  0.0298
1709308617.6895 0 0 98 729 1000 536 12 0  0.0290
1709308617.6971 0 0 114 740 1000 530 0 0  0.0292
1709308617.7047 0 0 132 767 1000 535 12 0  0.0300
1709308617.7135 0 0 143 758 998 512 0 0  0.0293
1709308617.7212 0 0 136 775 1000 502 0 0  0.0295
1709308617.7291 0 0 150 765 1000 507 0 0  0.0294
1709308617.7370 0 0 146 769 991 495 0 0  0.0291
1709308617.7445 0 0 155 797 1000 515 0 0  0.0303
1709308617.7524 0 0 157 784 1000 507 0 0  0.0299
1709308617.7613 0 0 155 776 996 500 0 0  0.0295
1709308617.7689 0 0 180 808 1000 528 0 0  0.0310
1709308617.7766 0 0 157 817 1000 520 0 0  0.0309
1709308617.7855 0 0 171 813 1000 523 0 0  0.0309
1709308617.7931 0 0 171 829 1000 530 0 0  0.0314
1709308617.8008 0 0 175 809 1000 536 14 0  0.0312
1709308617.8095 0 0 166 791 1000 509 14 0  0.0301
1709308617.8171 0 0 150 784 983 512 14 0  0.0297
1709308617.8245 0 0 130 751 973 507 22 0  0.0286
1709308617.8342 0 0 121 725 968 517 33 0  0.0280
1709308617.8407 0 0 123 740 981 527 19 0  0.0289
1709308617.8486 0 0 111 744 995 533 33 0  0.0293
1709308617.8574 0 0 114 734 986 538 24 0  0.0290
1709308617.8651 0 0 109 736 1000 540 52 0  0.0293
1709308617.8729 0 0 98 725 1000 548 38 0  0.0292
1709308617.8812 0 0 75 718 998 550 33 0  0.0290
1709308617.8889 0 0 66 702 991 551 38 0  0.0285
1709308617.8967 0 0 84 712 1000 579 45 0  0.0297
1709308617.9058 0 0 50 700 1000 573 52 0  0.0292
1709308617.9123 0 0 57 707 993 556 36 0  0.0288
1709308617.9211 0 0 73 725 1000 576 49 0  0.0299
1709308617.9293 0 0 70 707 1000 594 43 0  0.0300
1709308617.9369 0 0 73 705 1000 569 49 0  0.0292
1709308617.9447 0 0 52 698 995 568 47 0  0.0289
1709308617.9531 0 0 59 687 1000 576 47 0  0.0286
1709308617.9608 0 0 45 683 998 571 71 0  0.0282
1709308617.9683 0 0 41 676 996 592 68 0  0.0284
1709308617.9778 0 0 47 687 1000 586 66 0  0.0289
1709308617.9843 0 0 50 674 1000 576 57 0  0.0279
1709308617.9930 0 0 63 681 1000 576 64 0  0.0283
1709308618.0018 0 0 52 676 1000 577 77 0  0.0280
1709308618.0083 0 0 52 694 1000 571 50 0  0.0288
1709308618.0170 0 0 59 707 1000 584 57 0  0.0297
1709308618.0264 0 0 59 698 1000 574 63 0  0.0291
1709308618.0329 0 0 50 680 1000 586 43 0  0.0285
1709308618.0407 0 0 50 691 1000 587 45 0  0.0291
1709308618.0494 0 0 52 694 1000 581 54 0  0.0291
1709308618.0570 0 0 43 681 1000 577 49 0  0.0283
1709308618.0645 0 0 47 687 1000 594 57 0  0.0291
1709308618.0732 0 0 38 691 998 568 49 0  0.0285
1709308618.0803 0 0 52 694 1000 584 56 0  0.0292
1709308618.0891 0 0 47 681 1000 576 50 0  0.0283
1709308618.0978 0 0 52 702 1000 563 47 0  0.0290
1709308618.1042 0 0 57 689 1000 558 47 0  0.0282
1709308618.1130 0 0 61 680 970 546 35 0  0.0269
1709308618.1218 0 0 59 694 981 536 42 0  0.0276
1709308618.1289 0 0 57 696 968 538 45 0  0.0276
1709308618.1366 0 0 59 683 938 530 40 0  0.0260
1709308618.1456 0 0 79 702 968 536 40 0  0.0278
1709308618.1530 0 0 73 681 950 532 42 0  0.0262
1709308618.1607 0 0 63 670 938 522 17 0  0.0250
1709308618.1697 0 0 82 692 966 538 42 0  0.0273
1709308618.1769 0 0 84 703 973 533 35 0  0.0279
1709308618.1846 0 0 75 683 960 532 31 0  0.0265
1709308618.1933 0 0 84 718 981 536 28 0  0.0285
1709308618.2009 0 0 91 716 985 528 28 0  0.0283
1709308618.2086 0 0 105 720 966 530 33 0  0.0282
1709308618.2174 0 0 86 698 961 536 33 0  0.0275
1709308618.2256 0 0 73 669 923 518 26 0  0.0245
1709308618.2325 0 0 84 659 915 517 28 0  0.0237
1709308618.2411 0 0 66 652 928 525 42 0  0.0239
1709308618.2487 0 0 61 661 940 543 42 0  0.0251
1709308618.2565 0 0 52 652 933 535 45 0  0.0243
1709308618.2653 0 0 68 678 961 540 54 0  0.0264
1709308618.2728 0 0 89 689 970 563 61 0  0.0278
1709308618.2802 0 0 50 676 968 553 50 0  0.0268
1709308618.2888 0 0 43 669 966 546 49 0  0.0262
1709308618.2964 0 0 57 683 966 543 64 0  0.0269
1709308618.3042 0 0 50 670 957 555 59 0  0.0263
1709308618.3133 0 0 54 658 948 550 56 0  0.0253
1709308618.3209 0 0 57 678 955 546 63 0  0.0265
1709308618.3287 0 0 45 659 947 548 66 0  0.0253
1709308618.3378 0 0 68 659 938 538 50 0  0.0248
1709308618.3443 0 0 47 665 950 550 52 0  0.0258
1709308618.3531 0 0 54 658 937 543 56 0  0.0249
1709308618.3609 0 0 45 658 932 540 49 0  0.0247
1709308618.3685 0 0 52 659 927 532 43 0  0.0244
1709308618.3766 0 0 36 648 930 522 45 0  0.0236
1709308618.3854 0 0 36 638 920 520 38 0  0.0228
1709308618.3930 0 0 41 647 925 527 43 0  0.0236
1709308618.4008 0 0 50 663 935 530 38 0  0.0248
1709308618.4095 0 0 34 638 910 509 24 0  0.0222
1709308618.4171 0 0 57 669 938 527 33 0  0.0251
1709308618.4252 0 0 63 674 948 538 38 0  0.0259
1709308618.4330 0 0 45 652 927 520 21 0  0.0237
1709308618.4406 0 0 54 674 940 520 17 0  0.0253
1709308618.4484 0 0 57 674 930 522 26 0  0.0251
1709308618.4573 0 0 61 667 923 512 22 0  0.0242
1709308618.4645 0 0 61 674 940 523 22 0  0.0253
1709308618.4722 0 0 63 659 932 518 24 0  0.0242
1709308618.4816 0 0 75 670 942 520 15 0  0.0251
1709308618.4892 0 0 68 674 930 509 8 0  0.0248
1709308618.4970 0 0 68 681 938 502 12 0  0.0252
1709308618.5059 0 0 86 672 927 500 12 0  0.0244
1709308618.5122 0 0 84 665 915 487 0 0  0.0234
1709308618.5206 0 0 109 696 932 484 0 0  0.0257
1709308618.5299 0 0 118 696 937 489 0 0  0.0259
1709308618.5367 0 0 109 683 910 464 0 0  0.0239
1709308618.5450 0 0 123 725 950 482 0 0  0.0270
1709308618.5560 0 0 141 736 953 474 0 0  0.0272
1709308618.5605 0 0 143 734 948 464 0 0  0.0269
1709308618.5685 0 0 159 771 968 479 0 0  0.0285
1709308618.5788 0 0 157 775 958 472 0 0  0.0283
1709308618.5843 0 0 166 780 957 464 0 0  0.0283
1709308618.5933 0 0 196 802 976 476 0 0  0.0295
1709308618.6021 0 0 180 780 960 463 0 0  0.0284
1709308618.6087 0 0 182 776 947 471 0 0  0.0282
1709308618.6169 0 0 196 793 966 471 0 0  0.0290
1709308618.6258 0 0 173 778 955 467 0 0  0.0283
1709308618.6323 0 0 178 775 952 467 0 0  0.0282
1709308618.6411 0 0 182 797 996 489 0 0  0.0299
1709308618.6497 0 0 162 786 986 489 0 0  0.0294
1709308618.6562 0 0 155 764 968 482 0 0  0.0284
1709308618.6650 0 0 157 773 980 489 0 0  0.0290
1709308618.6739 0 0 164 782 983 499 0 0  0.0294
1709308618.6810 0 0 157 769 978 487 0 0  0.0288
1709308618.6885 0 0 130 744 942 477 0 0  0.0273
1709308618.6976 0 0 152 755 975 505 0 0  0.0287
1709308618.7052 0 0 132 744 952 487 0 0  0.0277
1709308618.7129 0 0 130 720 937 490 0 0  0.0268
1709308618.7218 0 0 132 718 943 495 0 0  0.0270
1709308618.7289 0 0 123 718 940 499 0 0  0.0270
1709308618.7364 0 0 121 702 927 499 10 0  0.0263
1709308618.7452 0 0 105 705 928 500 5 0  0.0264
1709308618.7529 0 0 82 674 912 486 12 0  0.0238
1709308618.7607 0 0 84 672 912 502 12 0  0.0240
1709308618.7695 0 0 95 691 925 512 21 0  0.0258
1709308618.7768 0 0 93 665 915 509 26 0  0.0238
1709308618.7843 0 0 82 654 914 500 24 0  0.0230
1709308618.7932 0 0 86 672 932 505 17 0  0.0246
1709308618.8007 0 0 79 663 930 510 29 0  0.0242
1709308618.8085 0 0 63 647 907 507 24 0  0.0225
1709308618.8172 0 0 79 661 925 512 21 0  0.0239
1709308618.8256 0 0 61 656 923 518 26 0  0.0238
1709308618.8325 0 0 61 645 899 507 19 0  0.0221
1709308618.8413 0 0 73 663 919 522 24 0  0.0241
1709308618.8489 0 0 52 634 894 499 22 0  0.0212
1709308618.8567 0 0 57 634 872 481 12 0  0.0199
1709308618.8655 0 0 77 656 884 481 14 0  0.0217
1709308618.8729 0 0 61 647 877 466 10 0  0.0206
1709308618.8802 0 0 59 643 876 467 0 0  0.0203
1709308618.8890 0 0 63 648 872 454 7 0  0.0202
1709308618.8966 0 0 84 654 884 476 0 0  0.0214
1709308618.9044 0 0 77 650 884 471 1 0  0.0211
1709308618.9141 0 0 61 643 872 464 3 0  0.0201
1709308618.9206 0 0 86 670 894 484 10 0  0.0230
1709308618.9283 0 0 82 676 902 482 19 0  0.0236
1709308618.9371 0 0 73 661 895 472 14 0  0.0222
1709308618.9447 0 0 98 689 923 502 12 0  0.0254
1709308618.9526 0 0 93 685 912 494 14 0  0.0247
1709308618.9613 0 0 79 665 889 477 17 0  0.0223
1709308618.9689 0 0 93 683 905 477 12 0  0.0240
1709308618.9763 0 0 91 663 907 497 22 0  0.0232
1709308618.9851 0 0 84 661 912 520 21 0  0.0238
1709308618.9928 0 0 89 687 948 520 21 0  0.0262
1709308619.0007 0 0 86 687 950 507 15 0  0.0260
1709308619.0092 0 0 91 681 945 522 26 0  0.0258
1709308619.0168 0 0 86 698 955 525 17 0  0.0272
1709308619.0253 0 0 82 678 947 517 26 0  0.0256
1709308619.0331 0 0 86 680 933 522 10 0  0.0255
1709308619.0407 0 0 91 694 965 527 15 0  0.0271
1709308619.0482 0 0 102 696 963 543 26 0  0.0276
1709308619.0570 0 0 93 691 955 528 26 0  0.0268
1709308619.0647 0 0 93 707 968 525 10 0  0.0277
1709308619.0726 0 0 111 714 976 535 19 0  0.0283
1709308619.0811 0 0 107 720 988 536 12 0  0.0286
1709308619.0887 0 0 107 714 968 517 7 0  0.0277
1709308619.0963 0 0 116 727 991 528 24 0  0.0287
1709308619.1051 0 0 111 731 985 527 31 0  0.0287
1709308619.1128 0 0 125 722 975 515 12 0  0.0280
1709308619.1206 0 0 123 733 981 525 19 0  0.0286
1709308619.1290 0 0 114 725 975 522 0 0  0.0283
1709308619.1366 0 0 127 727 976 513 5 0  0.0281
1709308619.1443 0 0 127 747 993 527 12 0  0.0292
1709308619.1533 0 0 127 744 995 518 1 0  0.0290
1709308619.1609 0 0 121 738 985 502 0 0  0.0283
1709308619.1688 0 0 139 756 1000 517 0 0  0.0293
1709308619.1774 0 0 143 769 1000 515 0 0  0.0296
1709308619.1849 0 0 130 769 1000 510 0 0  0.0295
1709308619.1927 0 0 125 767 1000 517 0 0  0.0296
1709308619.2017 0 0 141 764 1000 505 0 0  0.0293
1709308619.2082 0 0 121 736 963 495 0 0  0.0278
1709308619.2171 0 0 139 764 983 497 0 0  0.0289
1709308619.2255 0 0 143 756 983 481 0 0  0.0284
1709308619.2329 0 0 150 753 965 497 1 0  0.0284
1709308619.2406 0 0 173 798 995 492 0 0  0.0299
1709308619.2494 0 0 166 778 991 492 0 0  0.0293
1709308619.2570 0 0 157 771 976 487 0 0  0.0288
1709308619.2647 0 0 189 809 996 509 0 0  0.0306
1709308619.2733 0 0 175 784 983 490 0 0  0.0293
1709308619.2805 0 0 171 784 981 484 0 0  0.0292
1709308619.2887 0 0 175 776 973 481 0 0  0.0288
1709308619.2968 0 0 182 793 988 489 0 0  0.0296
1709308619.3044 0 0 180 800 1000 494 0 0  0.0301
1709308619.3132 0 0 175 784 971 456 0 0  0.0285
1709308619.3219 0 0 198 828 996 474 0 0  0.0303
1709308619.3290 0 0 205 815 995 463 0 0  0.0299
1709308619.3368 0 0 180 802 988 448 0 0  0.0291
1709308619.3456 0 0 196 820 996 463 0 0  0.0300
1709308619.3532 0 0 210 833 993 463 0 0  0.0303
1709308619.3603 0 0 212 842 981 438 0 0  0.0299
1709308619.3689 0 0 235 848 993 467 0 0  0.0308
1709308619.3771 0 0 219 831 960 453 0 0  0.0296
1709308619.3849 0 0 226 820 943 446 0 0  0.0290
1709308619.3939 0 0 230 837 963 461 0 0  0.0300
1709308619.4004 0 0 210 811 948 443 0 0  0.0287
1709308619.4091 0 0 210 815 947 444 0 0  0.0288
1709308619.4169 0 0 212 829 970 440 0 0  0.0295
1709308619.4252 0 0 210 824 958 448 0 0  0.0293
1709308619.4330 0 0 194 808 952 446 0 0  0.0287
1709308619.4408 0 0 184 809 970 449 0 0  0.0290
1709308619.4484 0 0 191 800 976 458 0 0  0.0291
1709308619.4570 0 0 178 789 975 489 0 0  0.0293
1709308619.4656 0 0 178 787 990 479 0 0  0.0293
1709308619.4732 0 0 182 797 993 487 0 0  0.0298
1709308619.4806 0 0 164 804 1000 484 0 0  0.0299
1709308619.4895 0 0 146 789 988 482 0 0  0.0293
1709308619.4971 0 0 166 795 1000 500 0 0  0.0300
1709308619.5045 0 0 152 773 983 481 0 0  0.0288
1709308619.5133 0 0 148 762 983 484 0 0  0.0286
1709308619.5210 0 0 150 778 1000 502 0 0  0.0296
1709308619.5292 0 0 132 756 985 505 0 0  0.0289
1709308619.5370 0 0 121 734 975 497 0 0  0.0280
1709308619.5446 0 0 130 765 990 515 0 0  0.0294
1709308619.5524 0 0 121 736 975 504 0 0  0.0282
1709308619.5612 0 0 118 731 958 497 0 0  0.0276
1709308619.5689 0 0 114 736 971 512 0 0  0.0283
1709308619.5764 0 0 127 744 978 512 1 0  0.0286
1709308619.5852 0 0 116 734 953 499 0 0  0.0276
1709308619.5926 0 0 107 733 971 504 0 0  0.0280
1709308619.6004 0 0 116 725 961 505 3 0  0.0277
1709308619.6093 0 0 105 745 947 495 7 0  0.0277
1709308619.6170 0 0 102 727 975 522 5 0  0.0283
1709308619.6255 0 0 89 722 978 522 14 0  0.0282
1709308619.6344 0 0 100 725 985 517 0 0  0.0283
1709308619.6410 0 0 114 749 1000 527 5 0  0.0293
1709308619.6488 0 0 91 738 1000 525 10 0  0.0290
1709308619.6576 0 0 86 729 986 517 0 0  0.0284
1709308619.6652 0 0 100 740 1000 535 5 0  0.0293
1709308619.6730 0 0 95 722 993 525 7 0  0.0285
1709308619.6813 0 0 93 718 978 505 1 0  0.0277
1709308619.6889 0 0 79 712 963 507 0 0  0.0274
1709308619.6967 0 0 109 740 983 507 0 0  0.0284
1709308619.7054 0 0 118 751 981 515 0 0  0.0289
1709308619.7131 0 0 114 755 973 499 0 0  0.0285
1709308619.7209 0 0 118 758 1000 494 0 0  0.0289
1709308619.7290 0 0 132 762 996 512 0 0  0.0293
1709308619.7366 0 0 123 758 993 509 0 0  0.0291
1709308619.7445 0 0 134 778 1000 530 5 0  0.0302
1709308619.7537 0 0 121 775 1000 532 7 0  0.0301
1709308619.7602 0 0 116 765 1000 527 1 0  0.0297
1709308619.7688 0 0 139 782 1000 543 15 0  0.0306
1709308619.7772 0 0 127 755 1000 530 12 0  0.0296
1709308619.7849 0 0 111 725 961 507 14 0  0.0277
1709308619.7929 0 0 132 736 961 513 12 0  0.0282
1709308619.8010 0 0 102 700 943 500 22 0  0.0265
1709308619.8087 0 0 109 687 938 499 19 0  0.0255
1709308619.8164 0 0 98 714 965 530 33 0  0.0280
1709308619.8262 0 0 93 707 970 527 35 0  0.0278
1709308619.8329 0 0 84 711 966 543 38 0  0.0282
1709308619.8410 0 0 73 725 978 556 40 0  0.0291
1709308619.8488 0 0 70 696 988 556 42 0  0.0283
1709308619.8564 0 0 75 676 978 566 57 0  0.0273
1709308619.8642 0 0 45 681 985 573 56 0  0.0279
1709308619.8731 0 0 45 674 966 577 59 0  0.0273
1709308619.8809 0 0 52 685 970 584 75 0  0.0282
1709308619.8890 0 0 43 661 966 568 77 0  0.0264
1709308619.8971 0 0 54 696 995 592 78 0  0.0295
1709308619.9046 0 0 43 683 988 596 52 0  0.0288
1709308619.9126 0 0 29 663 973 574 61 0  0.0268
1709308619.9217 0 0 54 683 995 594 75 0  0.0288
1709308619.9292 0 0 31 661 961 579 73 0  0.0266
1709308619.9371 0 0 13 654 958 573 56 0  0.0260
1709308619.9451 0 0 27 669 988 582 61 0  0.0276
1709308619.9524 0 0 34 676 985 591 49 0  0.0282
1709308619.9609 0 0 36 676 981 563 49 0  0.0273
1709308619.9688 0 0 45 674 985 561 36 0  0.0272
1709308619.9767 0 0 47 670 970 545 43 0  0.0263
1709308619.9844 0 0 34 654 938 538 47 0  0.0246
1709308619.9940 0 0 36 656 927 533 35 0  0.0242
1709308620.0004 0 0 38 652 922 528 31 0  0.0238
1709308620.0093 0 0 34 650 912 522 35 0  0.0232
1709308620.0170 0 0 57 680 933 522 35 0  0.0255
1709308620.0252 0 0 52 667 927 518 28 0  0.0245
1709308620.0329 0 0 57 661 919 507 21 0  0.0237
1709308620.0414 0 0 77 689 950 523 26 0  0.0265
1709308620.0490 0 0 86 692 942 522 24 0  0.0265
1709308620.0567 0 0 63 674 928 504 8 0  0.0246
1709308620.0655 0 0 79 689 940 513 17 0  0.0260
1709308620.0731 0 0 100 694 945 507 14 0  0.0263
1709308620.0803 0 0 118 723 960 507 7 0  0.0276
1709308620.0889 0 0 116 718 948 510 0 0  0.0274
1709308620.0965 0 0 109 731 968 497 0 0  0.0278
1709308620.1043 0 0 143 738 953 489 0 0  0.0276
1709308620.1131 0 0 143 727 932 469 0 0  0.0265
1709308620.1208 0 0 146 756 938 477 0 0  0.0276
1709308620.1289 0 0 173 778 947 454 0 0  0.0279
1709308620.1369 0 0 166 769 940 430 0 0  0.0272
1709308620.1449 0 0 196 804 947 449 0 0  0.0286
1709308620.1526 0 0 194 806 927 428 0 0  0.0279
1709308620.1608 0 0 178 802 915 412 0 0  0.0273
1709308620.1684 0 0 214 817 927 420 0 0  0.0281
1709308620.1767 0 0 212 817 910 407 0 0  0.0276
1709308620.1854 0 0 214 804 907 377 0 0  0.0269
1709308620.1930 0 0 239 855 925 403 0 0  0.0288
1709308620.2008 0 0 253 853 910 377 0 0  0.0283
1709308620.2096 0 0 269 848 889 367 0 0  0.0277
1709308620.2172 0 0 292 875 904 371 0 0  0.0288
1709308620.2248 0 0 294 861 880 349 0 0  0.0278
