% Edge sensor logfile normalized 'log_20240301_171307.903/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1709309588.8823 0 0 659 1000 704 116 0 0  0.0323
1709309588.8897 0 0 673 1000 692 111 0 0  0.0324
1709309588.8977 0 0 730 1000 712 123 0 0  0.0353
1709309588.9060 0 0 751 1000 689 83 0 0  0.0348
1709309588.9142 0 0 778 1000 664 67 0 0  0.0342
1709309588.9221 0 18 808 1000 644 64 0 0  0.0339
1709309588.9306 0 45 803 1000 604 41 0 0  0.0325
1709309588.9384 0 95 821 1000 568 16 0 0  0.0319
1709309588.9462 0 163 860 1000 545 19 0 0  0.0324
1709309588.9547 0 172 874 1000 509 0 0 0  0.0319
1709309588.9620 0 295 936 1000 499 0 0 0  0.0337
1709309588.9706 0 327 993 1000 482 0 0 0  0.0346
1709309588.9778 0 431 1000 1000 461 0 0 0  0.0357
1709309588.9862 0 459 1000 1000 433 0 0 0  0.0357
1709309588.9941 0 513 1000 1000 424 0 0 0  0.0366
1709309589.0026 0 568 1000 1000 395 0 0 0  0.0375
1709309589.0102 0 618 1000 967 363 0 0 0  0.0382
1709309589.0181 0 681 1000 948 332 0 0 0  0.0402
1709309589.0263 0 759 1000 928 320 0 0 0  0.0420
1709309589.0350 0 781 1000 912 299 0 0 0  0.0420
1709309589.0417 0 768 1000 890 284 0 0 0  0.0412
1709309589.0499 0 877 1000 886 284 0 0 0  0.0430
1709309589.0582 0 931 1000 872 266 0 0 0  0.0434
1709309589.0661 0 977 1000 872 252 0 0 0  0.0439
1709309589.0752 0 986 1000 839 231 0 0 0  0.0432
1709309589.0825 0 1000 1000 840 214 0 0 0  0.0433
1709309589.0904 0 1000 1000 840 228 0 0 0  0.0434
1709309589.0978 0 1000 1000 820 200 0 0 0  0.0427
1709309589.1063 0 1000 1000 802 185 0 0 0  0.0423
1709309589.1144 0 1000 1000 808 166 0 0 0  0.0423
1709309589.1226 0 1000 1000 808 160 0 0 0  0.0423
1709309589.1297 0 1000 1000 760 155 0 0 0  0.0411
1709309589.1382 0 1000 1000 716 127 0 0 0  0.0399
1709309589.1458 0 1000 1000 718 120 0 0 0  0.0399
1709309589.1542 0 1000 1000 705 119 0 0 0  0.0396
1709309589.1620 0 1000 1000 678 105 0 0 0  0.0383
1709309589.1702 0 1000 1000 674 90 0 0 0  0.0381
1709309589.1784 0 1000 1000 681 100 0 0 0  0.0384
1709309589.1859 0 1000 1000 681 92 0 0 0  0.0384
1709309589.1942 0 1000 1000 669 90 0 0 0  0.0378
1709309589.2027 0 1000 1000 645 79 0 0 0  0.0368
1709309589.2108 0 1000 1000 638 67 0 0 0  0.0365
1709309589.2181 0 1000 1000 667 92 0 0 0  0.0377
1709309589.2265 0 1000 1000 648 76 0 0 0  0.0369
1709309589.2353 0 1000 1000 647 72 0 0 0  0.0369
1709309589.2425 0 1000 1000 670 79 0 0 0  0.0379
1709309589.2507 0 1000 1000 663 85 0 0 0  0.0375
1709309589.2581 0 1000 1000 665 72 0 0 0  0.0376
1709309589.2663 0 1000 1000 676 69 0 0 0  0.0382
1709309589.2745 0 1000 1000 685 89 0 0 0  0.0386
1709309589.2822 0 1000 1000 692 87 0 0 0  0.0390
1709309589.2900 0 1000 1000 689 89 0 0 0  0.0388
1709309589.2982 0 1000 1000 702 82 0 0 0  0.0395
1709309589.3063 0 1000 1000 711 95 0 0 0  0.0397
1709309589.3137 0 1000 1000 723 114 0 0 0  0.0401
1709309589.3221 0 1000 1000 742 112 0 0 0  0.0406
1709309589.3301 0 1000 1000 734 99 0 0 0  0.0403
1709309589.3379 0 1000 1000 729 114 0 0 0  0.0402
1709309589.3460 0 1000 1000 751 119 0 0 0  0.0408
1709309589.3540 0 1000 1000 734 123 0 0 0  0.0404
1709309589.3627 0 1000 1000 734 119 0 0 0  0.0404
1709309589.3698 0 1000 1000 740 123 0 0 0  0.0405
1709309589.3786 0 1000 1000 758 135 0 0 0  0.0410
1709309589.3863 0 1000 1000 760 137 0 0 0  0.0411
1709309589.3944 0 1000 1000 773 140 0 0 0  0.0414
1709309589.4023 0 1000 1000 775 148 0 0 0  0.0415
1709309589.4105 0 1000 1000 791 160 0 0 0  0.0419
1709309589.4187 0 1000 1000 798 165 0 0 0  0.0421
1709309589.4266 0 1000 1000 802 176 0 0 0  0.0422
1709309589.4352 0 1000 1000 808 183 0 0 0  0.0424
1709309589.4424 0 1000 1000 831 200 0 0 0  0.0430
1709309589.4503 0 1000 1000 820 206 0 0 0  0.0428
1709309589.4577 0 1000 1000 839 223 0 0 0  0.0433
1709309589.4660 0 1000 1000 873 266 0 0 0  0.0443
1709309589.4746 0 1000 1000 882 256 0 0 0  0.0444
1709309589.4826 0 1000 1000 866 254 0 0 0  0.0441
1709309589.4904 0 950 1000 873 259 0 0 0  0.0436
1709309589.4982 0 931 1000 886 269 0 0 0  0.0437
1709309589.5060 0 900 1000 890 266 0 0 0  0.0433
1709309589.5144 0 877 1000 877 279 0 0 0  0.0428
1709309589.5221 0 886 1000 914 295 0 0 0  0.0438
1709309589.5301 0 831 1000 912 302 0 0 0  0.0429
1709309589.5378 0 813 1000 904 304 0 0 0  0.0425
1709309589.5466 0 818 1000 923 314 0 0 0  0.0430
1709309589.5539 0 809 1000 946 322 0 0 0  0.0434
1709309589.5622 0 740 1000 952 348 0 0 0  0.0424
1709309589.5703 0 759 1000 996 383 0 0 0  0.0439
1709309589.5781 0 736 1000 992 371 0 0 0  0.0432
1709309589.5863 0 686 1000 996 370 0 0 0  0.0416
1709309589.5937 0 690 1000 1000 390 0 0 0  0.0422
1709309589.6021 0 645 1000 1000 401 0 0 0  0.0402
1709309589.6105 0 600 1000 1000 416 0 0 0  0.0388
1709309589.6183 0 590 1000 1000 421 0 0 0  0.0386
1709309589.6258 0 550 1000 1000 413 0 0 0  0.0373
1709309589.6348 0 518 1000 1000 429 0 0 0  0.0368
1709309589.6417 0 418 986 1000 426 0 0 0  0.0347
1709309589.6500 0 409 961 1000 436 0 0 0  0.0344
1709309589.6581 0 422 977 1000 454 0 0 0  0.0351
1709309589.6658 0 381 979 1000 459 0 0 0  0.0346
1709309589.6740 0 327 940 1000 459 0 0 0  0.0334
1709309589.6823 0 322 915 1000 466 0 0 0  0.0330
1709309589.6903 0 263 894 1000 471 0 0 0  0.0321
1709309589.6979 0 263 890 1000 494 0 0 0  0.0325
1709309589.7061 0 204 858 1000 487 0 0 0  0.0313
1709309589.7139 0 236 858 1000 495 0 0 0  0.0317
1709309589.7222 0 200 867 1000 528 0 0 0  0.0323
1709309589.7307 0 154 837 1000 527 0 0 0  0.0315
1709309589.7387 0 109 833 1000 543 0 0 0  0.0315
1709309589.7460 0 104 856 1000 558 8 0 0  0.0323
1709309589.7544 0 72 844 1000 595 16 0 0  0.0330
1709309589.7616 0 68 835 1000 595 29 0 0  0.0329
1709309589.7703 0 36 828 1000 593 18 0 0  0.0325
1709309589.7786 0 40 789 1000 586 16 0 0  0.0316
1709309589.7860 0 9 764 1000 601 52 0 0  0.0315
1709309589.7953 0 0 751 1000 600 50 0 0  0.0312
1709309589.8025 0 0 753 1000 600 54 0 0  0.0312
1709309589.8097 0 0 744 1000 618 62 0 0  0.0316
1709309589.8180 0 0 762 1000 638 72 0 0  0.0327
1709309589.8263 0 0 735 1000 642 77 0 0  0.0323
1709309589.8347 0 0 714 1000 631 70 0 0  0.0314
1709309589.8420 0 0 735 1000 654 88 0 0  0.0328
1709309589.8503 0 0 712 1000 649 93 0 0  0.0321
1709309589.8582 0 0 703 1000 657 91 0 0  0.0322
1709309589.8665 0 0 730 1000 685 108 0 0  0.0342
1709309589.8738 0 0 726 1000 680 98 0 0  0.0338
1709309589.8816 0 0 744 1000 690 108 0 0  0.0347
1709309589.8898 0 0 732 1000 690 101 0 0  0.0345
1709309589.8982 0 0 755 1000 699 103 0 0  0.0355
1709309589.9059 0 0 732 1000 694 98 0 0  0.0347
1709309589.9143 0 0 746 1000 689 100 0 0  0.0347
1709309589.9226 0 0 728 1000 679 101 0 0  0.0338
1709309589.9305 0 0 703 1000 657 87 0 0  0.0322
1709309589.9379 0 0 703 1000 661 88 0 0  0.0324
1709309589.9463 0 0 712 1000 682 100 0 0  0.0336
1709309589.9540 0 0 684 1000 671 98 0 0  0.0319
1709309589.9623 0 0 705 1000 659 90 0 0  0.0323
1709309589.9707 0 0 710 1000 666 100 0 0  0.0328
1709309589.9786 0 0 723 1000 652 95 0 0  0.0325
1709309589.9860 0 0 716 1000 661 67 0 0  0.0327
1709309589.9943 0 0 723 1000 677 95 0 0  0.0336
1709309590.0023 0 0 705 1000 666 88 0 0  0.0327
1709309590.0096 0 0 732 1000 661 96 0 0  0.0331
1709309590.0181 0 0 744 1000 664 93 0 0  0.0335
1709309590.0261 0 0 728 1000 654 82 0 0  0.0327
1709309590.0351 0 0 730 1000 669 100 0 0  0.0334
1709309590.0423 0 0 742 1000 679 101 0 0  0.0341
1709309590.0497 0 0 757 1000 672 90 0 0  0.0341
1709309590.0578 0 0 767 1000 685 78 0 0  0.0350
1709309590.0659 0 0 776 1000 682 90 0 0  0.0350
1709309590.0736 0 0 773 1000 664 90 0 0  0.0341
1709309590.0821 0 0 762 1000 633 64 0 0  0.0326
1709309590.0898 0 0 739 1000 616 62 0 0  0.0314
1709309590.0977 0 0 753 1000 601 45 0 0  0.0312
1709309590.1061 0 0 728 1000 586 45 0 0  0.0302
1709309590.1142 0 0 735 1000 583 49 0 0  0.0303
1709309590.1221 0 0 748 1000 595 42 0 0  0.0309
1709309590.1303 0 0 760 1000 591 36 0 0  0.0311
1709309590.1382 0 22 783 1000 591 14 0 0  0.0316
1709309590.1462 0 59 817 1000 596 31 0 0  0.0325
1709309590.1564 0 27 805 1000 568 19 0 0  0.0314
1709309590.1619 0 59 821 1000 568 16 0 0  0.0318
1709309590.1704 0 131 837 1000 576 4 0 0  0.0326
1709309590.1780 0 131 856 1000 561 1 0 0  0.0325
1709309590.1860 0 131 865 1000 561 0 0 0  0.0327
1709309590.1947 0 186 904 1000 565 8 0 0  0.0338
1709309590.2018 0 168 904 1000 557 0 0 0  0.0335
1709309590.2102 0 186 917 1000 550 0 0 0  0.0337
1709309590.2184 0 236 968 1000 571 3 0 0  0.0354
1709309590.2259 0 231 979 1000 558 0 0 0  0.0352
1709309590.2349 0 290 970 1000 523 0 0 0  0.0347
1709309590.2420 0 313 988 1000 523 0 0 0  0.0352
1709309590.2503 0 318 1000 1000 492 0 0 0  0.0348
1709309590.2585 0 386 1000 1000 485 0 0 0  0.0355
1709309590.2663 0 463 1000 1000 469 0 0 0  0.0364
1709309590.2746 0 418 1000 1000 441 0 0 0  0.0352
1709309590.2818 0 500 1000 1000 433 0 0 0  0.0365
1709309590.2907 0 504 1000 1000 404 0 0 0  0.0361
1709309590.2981 0 550 1000 1000 409 0 0 0  0.0373
1709309590.3065 0 513 1000 976 391 0 0 0  0.0358
1709309590.3143 0 531 1000 992 396 0 0 0  0.0365
1709309590.3225 0 636 1000 1000 391 0 0 0  0.0397
1709309590.3300 0 672 1000 967 370 0 0 0  0.0405
1709309590.3382 0 718 1000 946 338 0 0 0  0.0417
1709309590.3461 0 745 1000 970 353 0 0 0  0.0428
1709309590.3546 0 763 1000 930 325 0 0 0  0.0422
1709309590.3620 0 759 1000 914 312 0 0 0  0.0417
1709309590.3707 0 827 1000 914 297 0 0 0  0.0429
1709309590.3779 0 809 1000 899 290 0 0 0  0.0422
1709309590.3865 0 881 1000 923 300 0 0 0  0.0439
1709309590.3949 0 909 1000 917 292 0 0 0  0.0442
1709309590.4017 0 954 1000 925 282 0 0 0  0.0448
1709309590.4101 0 1000 1000 928 274 0 0 0  0.0454
1709309590.4180 0 1000 1000 926 284 0 0 0  0.0455
1709309590.4268 0 963 1000 904 276 0 0 0  0.0445
1709309590.4358 0 959 1000 903 264 0 0 0  0.0444
1709309590.4430 0 1000 1000 873 261 0 0 0  0.0443
1709309590.4504 0 1000 1000 872 249 0 0 0  0.0442
1709309590.4579 0 1000 1000 870 244 0 0 0  0.0441
1709309590.4658 0 1000 1000 888 246 0 0 0  0.0444
1709309590.4737 0 1000 1000 868 234 0 0 0  0.0440
1709309590.4817 0 1000 1000 864 229 0 0 0  0.0439
1709309590.4902 0 1000 1000 833 236 0 0 0  0.0432
1709309590.4987 0 986 1000 828 233 0 0 0  0.0429
1709309590.5067 0 986 1000 813 214 0 0 0  0.0425
1709309590.5150 0 1000 1000 815 223 0 0 0  0.0428
1709309590.5224 0 1000 1000 811 224 0 0 0  0.0427
1709309590.5306 0 986 1000 815 226 0 0 0  0.0426
1709309590.5384 0 959 1000 846 244 0 0 0  0.0431
1709309590.5457 0 1000 1000 872 252 0 0 0  0.0442
1709309590.5547 0 1000 1000 882 271 0 0 0  0.0445
1709309590.5618 0 1000 1000 903 284 0 0 0  0.0451
1709309590.5702 0 1000 1000 923 277 0 0 0  0.0453
1709309590.5783 0 1000 1000 912 290 0 0 0  0.0453
1709309590.5861 0 1000 1000 897 280 0 0 0  0.0449
1709309590.5947 0 981 1000 893 282 0 0 0  0.0446
1709309590.6026 0 959 1000 893 287 0 0 0  0.0444
1709309590.6099 0 945 1000 899 287 0 0 0  0.0443
1709309590.6182 0 922 1000 908 285 0 0 0  0.0441
1709309590.6262 0 854 1000 890 284 0 0 0  0.0428
1709309590.6344 0 854 1000 892 297 0 0 0  0.0429
1709309590.6417 0 795 1000 904 315 0 0 0  0.0423
1709309590.6498 0 754 1000 903 310 0 0 0  0.0414
1709309590.6581 0 750 1000 897 307 0 0 0  0.0412
1709309590.6664 0 777 1000 926 330 0 0 0  0.0425
1709309590.6745 0 740 1000 936 332 0 0 0  0.0419
1709309590.6820 0 745 1000 950 355 0 0 0  0.0425
1709309590.6898 0 713 1000 948 350 0 0 0  0.0417
1709309590.6977 0 704 1000 992 383 0 0 0  0.0426
1709309590.7060 0 636 1000 985 383 0 0 0  0.0394
1709309590.7143 0 586 1000 967 383 0 0 0  0.0374
1709309590.7224 0 604 1000 994 398 0 0 0  0.0386
1709309590.7304 0 509 1000 994 406 0 0 0  0.0362
1709309590.7381 0 509 1000 1000 431 0 0 0  0.0367
1709309590.7460 0 522 1000 1000 447 0 0 0  0.0372
1709309590.7542 0 450 1000 1000 442 0 0 0  0.0357
1709309590.7619 0 459 1000 1000 480 0 0 0  0.0365
1709309590.7701 0 422 1000 1000 484 0 0 0  0.0360
1709309590.7779 0 377 1000 1000 490 0 0 0  0.0355
1709309590.7861 0 372 997 1000 504 0 0 0  0.0357
1709309590.7943 0 345 1000 1000 509 0 0 0  0.0355
1709309590.8026 0 286 958 1000 537 0 0 0  0.0348
1709309590.8098 0 263 942 1000 540 0 0 0  0.0344
1709309590.8179 0 281 968 1000 560 0 0 0  0.0355
1709309590.8265 0 259 947 1000 560 13 0 0  0.0350
1709309590.8354 0 181 910 1000 558 0 0 0  0.0337
1709309590.8424 0 177 913 1000 580 4 0 0  0.0343
1709309590.8507 0 159 904 1000 580 11 0 0  0.0341
1709309590.8582 0 181 894 1000 586 1 0 0  0.0342
1709309590.8659 0 204 888 1000 601 16 0 0  0.0347
1709309590.8751 0 100 863 1000 591 14 0 0  0.0334
1709309590.8826 0 68 849 1000 600 26 0 0  0.0333
1709309590.8901 0 86 847 1000 611 31 0 0  0.0337
1709309590.8986 0 63 856 1000 621 36 0 0  0.0341
1709309590.9058 0 59 835 1000 629 32 0 0  0.0340
1709309590.9147 0 36 819 1000 629 72 0 0  0.0336
1709309590.9220 0 31 821 1000 646 72 0 0  0.0343
1709309590.9307 0 0 805 1000 644 54 0 0  0.0338
1709309590.9383 0 0 787 1000 638 54 0 0  0.0332
1709309590.9467 0 4 808 1000 657 64 0 0  0.0344
1709309590.9539 0 0 801 1000 661 72 0 0  0.0345
1709309590.9617 0 0 769 1000 651 78 0 0  0.0334
1709309590.9707 0 0 771 1000 656 73 0 0  0.0337
1709309590.9779 0 0 751 1000 639 75 0 0  0.0326
1709309590.9864 0 0 728 1000 639 77 0 0  0.0320
1709309590.9946 0 0 732 1000 654 87 0 0  0.0328
1709309591.0019 0 0 689 1000 633 75 0 0  0.0305
1709309591.0107 0 0 696 1000 642 80 0 0  0.0313
1709309591.0179 0 0 705 1000 647 96 0 0  0.0318
1709309591.0266 0 0 691 1000 642 85 0 0  0.0310
1709309591.0352 0 0 707 1000 652 85 0 0  0.0321
1709309591.0425 0 0 723 1000 671 90 0 0  0.0333
1709309591.0498 0 0 730 1000 656 88 0 0  0.0328
1709309591.0586 0 0 714 1000 659 96 0 0  0.0326
1709309591.0661 0 0 714 1000 657 91 0 0  0.0325
1709309591.0746 0 0 680 1000 642 88 0 0  0.0304
1709309591.0825 0 0 694 1000 628 82 0 0  0.0306
1709309591.0904 0 0 694 1000 624 73 0 0  0.0305
1709309591.0977 0 0 719 1000 641 68 0 0  0.0319
1709309591.1065 0 0 716 1000 629 64 0 0  0.0314
1709309591.1139 0 0 755 1000 633 62 0 0  0.0324
1709309591.1224 0 0 780 1000 633 55 0 0  0.0329
1709309591.1303 0 0 773 1000 623 37 0 0  0.0324
1709309591.1378 0 0 815 1000 631 55 0 0  0.0335
1709309591.1460 0 40 819 1000 631 57 0 0  0.0337
1709309591.1538 0 63 815 1000 609 41 0 0  0.0329
1709309591.1620 0 72 840 1000 601 47 0 0  0.0332
1709309591.1703 0 90 856 1000 601 24 0 0  0.0335
1709309591.1779 0 150 872 1000 590 18 0 0  0.0338
1709309591.1858 0 136 890 1000 583 18 0 0  0.0338
1709309591.1939 0 186 917 1000 573 14 0 0  0.0343
1709309591.2017 0 209 931 1000 560 0 0 0  0.0343
1709309591.2100 0 200 924 1000 552 0 0 0  0.0339
1709309591.2183 0 254 945 1000 540 0 0 0  0.0344
1709309591.2261 0 281 938 1000 523 0 0 0  0.0341
1709309591.2366 0 259 949 1000 514 0 0 0  0.0339
1709309591.2427 0 318 974 1000 523 0 0 0  0.0351
1709309591.2497 0 309 968 1000 507 0 0 0  0.0345
1709309591.2580 0 304 977 1000 497 0 0 0  0.0344
1709309591.2662 0 372 1000 1000 502 0 0 0  0.0357
1709309591.2741 0 377 1000 1000 482 0 0 0  0.0353
1709309591.2821 0 400 1000 1000 479 0 0 0  0.0356
1709309591.2899 0 390 1000 1000 467 0 0 0  0.0352
1709309591.2981 0 445 1000 1000 456 0 0 0  0.0359
1709309591.3065 0 468 1000 1000 447 0 0 0  0.0361
1709309591.3147 0 531 1000 1000 433 0 0 0  0.0372
1709309591.3224 0 595 1000 1000 436 0 0 0  0.0390
1709309591.3303 0 586 1000 1000 439 0 0 0  0.0387
1709309591.3381 0 650 1000 1000 413 0 0 0  0.0406
1709309591.3458 0 731 1000 1000 414 0 0 0  0.0438
1709309591.3539 0 736 1000 1000 408 0 0 0  0.0438
1709309591.3621 0 790 1000 1000 395 0 0 0  0.0447
1709309591.3697 0 840 1000 1000 375 0 0 0  0.0454
1709309591.3778 0 800 1000 976 355 0 0 0  0.0440
1709309591.3866 0 831 1000 972 347 0 0 0  0.0444
1709309591.3943 0 872 1000 989 352 0 0 0  0.0454
1709309591.4017 0 800 1000 959 332 0 0 0  0.0435
1709309591.4098 0 886 1000 981 328 0 0 0  0.0453
1709309591.4178 0 904 1000 963 327 0 0 0  0.0452
1709309591.4260 0 850 1000 945 322 0 0 0  0.0441
1709309591.4349 0 859 1000 939 307 0 0 0  0.0439
1709309591.4427 0 881 1000 945 295 0 0 0  0.0443
1709309591.4499 0 868 1000 921 289 0 0 0  0.0436
1709309591.4582 0 945 1000 921 300 0 0 0  0.0448
1709309591.4666 0 927 1000 908 280 0 0 0  0.0442
1709309591.4739 0 931 1000 892 264 0 0 0  0.0438
1709309591.4825 0 918 1000 882 279 0 0 0  0.0435
1709309591.4897 0 950 1000 904 266 0 0 0  0.0443
1709309591.4979 0 990 1000 912 271 0 0 0  0.0450
1709309591.5059 0 950 1000 901 254 0 0 0  0.0441
1709309591.5147 0 1000 1000 919 282 0 0 0  0.0453
1709309591.5218 0 1000 1000 939 280 0 0 0  0.0456
1709309591.5300 0 990 1000 906 269 0 0 0  0.0449
1709309591.5384 0 995 1000 914 277 0 0 0  0.0451
1709309591.5465 0 995 1000 945 287 0 0 0  0.0458
1709309591.5546 0 1000 1000 954 282 0 0 0  0.0459
1709309591.5625 0 1000 1000 959 297 0 0 0  0.0461
1709309591.5699 0 1000 1000 968 307 0 0 0  0.0464
1709309591.5777 0 1000 1000 948 305 0 0 0  0.0460
1709309591.5866 0 1000 1000 956 309 0 0 0  0.0462
1709309591.5947 0 1000 1000 959 304 0 0 0  0.0462
1709309591.6020 0 1000 1000 972 312 0 0 0  0.0465
1709309591.6102 0 1000 1000 974 328 0 0 0  0.0467
1709309591.6178 0 1000 1000 994 361 0 0 0  0.0474
1709309591.6260 0 1000 1000 992 388 0 0 0  0.0477
1709309591.6344 0 995 1000 979 370 0 0 0  0.0472
1709309591.6424 0 995 1000 972 358 0 0 0  0.0470
1709309591.6506 0 872 1000 950 327 0 0 0  0.0445
1709309591.6583 0 827 1000 954 333 0 0 0  0.0439
1709309591.6660 0 813 1000 956 343 0 0 0  0.0438
1709309591.6738 0 800 1000 957 343 0 0 0  0.0436
1709309591.6824 0 809 1000 970 357 0 0 0  0.0441
1709309591.6897 0 813 1000 985 357 0 0 0  0.0444
1709309591.6980 0 754 1000 976 366 0 0 0  0.0433
1709309591.7057 0 704 1000 972 358 0 0 0  0.0420
1709309591.7143 0 731 1000 967 358 0 0 0  0.0425
1709309591.7223 0 704 1000 976 376 0 0 0  0.0423
1709309591.7298 0 650 1000 952 365 0 0 0  0.0392
1709309591.7380 0 713 1000 950 366 0 0 0  0.0419
1709309591.7457 0 709 1000 976 378 0 0 0  0.0424
1709309591.7547 0 627 1000 972 371 0 0 0  0.0387
1709309591.7620 0 631 1000 1000 398 0 0 0  0.0396
1709309591.7703 0 645 1000 1000 419 0 0 0  0.0405
1709309591.7780 0 631 1000 1000 404 0 0 0  0.0397
1709309591.7858 0 577 1000 1000 416 0 0 0  0.0381
1709309591.7941 0 581 1000 1000 436 0 0 0  0.0385
1709309591.8019 0 518 1000 1000 433 0 0 0  0.0369
1709309591.8101 0 559 1000 1000 434 0 0 0  0.0379
1709309591.8184 0 545 1000 1000 444 0 0 0  0.0377
1709309591.8260 0 513 1000 1000 434 0 0 0  0.0368
1709309591.8350 0 518 1000 1000 444 0 0 0  0.0371
1709309591.8421 0 495 1000 1000 452 0 0 0  0.0367
1709309591.8498 0 450 1000 1000 452 0 0 0  0.0359
1709309591.8580 0 454 1000 1000 452 0 0 0  0.0359
1709309591.8662 0 450 1000 1000 471 0 0 0  0.0362
1709309591.8740 0 422 1000 1000 466 0 0 0  0.0357
1709309591.8822 0 440 1000 1000 456 0 0 0  0.0358
1709309591.8900 0 404 1000 1000 472 0 0 0  0.0355
1709309591.8979 0 427 1000 1000 467 0 0 0  0.0358
1709309591.9063 0 427 1000 1000 459 0 0 0  0.0356
1709309591.9143 0 454 1000 1000 467 0 0 0  0.0362
1709309591.9224 0 481 1000 1000 485 0 0 0  0.0370
1709309591.9297 0 431 1000 1000 485 0 0 0  0.0362
1709309591.9378 0 454 1000 1000 492 0 0 0  0.0367
1709309591.9467 0 436 1000 1000 495 0 0 0  0.0364
1709309591.9550 0 418 1000 1000 484 0 0 0  0.0359
1709309591.9623 0 418 1000 1000 479 0 0 0  0.0359
1709309591.9699 0 450 1000 1000 464 0 0 0  0.0361
1709309591.9781 0 422 1000 1000 467 0 0 0  0.0357
1709309591.9861 0 422 1000 1000 472 0 0 0  0.0358
1709309591.9939 0 377 1000 1000 476 0 0 0  0.0352
1709309592.0018 0 363 972 1000 457 0 0 0  0.0343
1709309592.0100 0 368 956 1000 436 0 0 0  0.0337
1709309592.0178 0 400 979 1000 436 0 0 0  0.0345
1709309592.0261 0 363 958 1000 438 0 0 0  0.0337
1709309592.0357 0 386 968 1000 431 0 0 0  0.0341
1709309592.0428 0 381 993 1000 441 0 0 0  0.0346
1709309592.0503 0 363 984 1000 433 0 0 0  0.0341
1709309592.0578 0 445 1000 1000 428 0 0 0  0.0354
1709309592.0662 0 422 1000 1000 423 0 0 0  0.0350
1709309592.0737 0 436 1000 1000 404 0 0 0  0.0349
1709309592.0822 0 436 1000 1000 416 0 0 0  0.0351
1709309592.0907 0 436 1000 1000 428 0 0 0  0.0353
1709309592.0980 0 459 1000 1000 449 0 0 0  0.0360
1709309592.1064 0 436 1000 1000 428 0 0 0  0.0353
1709309592.1145 0 504 1000 1000 436 0 0 0  0.0366
1709309592.1217 0 600 1000 1000 449 0 0 0  0.0393
