% Edge sensor logfile normalized 'log_20240301_171307.903/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1709309592.1299 0 550 1000 1000 416 0 0 0  0.0374
1709309592.1381 0 527 1000 1000 414 0 0 0  0.0368
1709309592.1464 0 604 1000 1000 418 0 0 0  0.0390
1709309592.1537 0 600 1000 994 398 0 0 0  0.0385
1709309592.1618 0 613 1000 981 376 0 0 0  0.0384
1709309592.1702 0 640 1000 992 381 0 0 0  0.0396
1709309592.1786 0 595 1000 979 371 0 0 0  0.0377
1709309592.1858 0 654 1000 983 376 0 0 0  0.0400
1709309592.1940 0 704 1000 972 353 0 0 0  0.0419
1709309592.2023 0 736 1000 926 325 0 0 0  0.0416
1709309592.2101 0 722 1000 946 338 0 0 0  0.0417
1709309592.2182 0 768 1000 957 335 0 0 0  0.0429
1709309592.2264 0 772 1000 915 319 0 0 0  0.0421
1709309592.2350 0 795 1000 910 292 0 0 0  0.0422
1709309592.2422 0 818 1000 875 295 0 0 0  0.0419
1709309592.2505 0 781 1000 870 292 0 0 0  0.0411
1709309592.2585 0 768 1000 877 269 0 0 0  0.0408
1709309592.2667 0 863 1000 864 266 0 0 0  0.0422
1709309592.2739 0 854 1000 848 259 0 0 0  0.0417
1709309592.2827 0 877 1000 842 257 0 0 0  0.0419
1709309592.2906 0 904 1000 837 249 0 0 0  0.0421
1709309592.2979 0 904 1000 846 252 0 0 0  0.0424
1709309592.3058 0 927 1000 828 239 0 0 0  0.0422
1709309592.3150 0 1000 1000 846 242 0 0 0  0.0436
1709309592.3222 0 1000 1000 835 224 0 0 0  0.0432
1709309592.3299 0 1000 1000 819 204 0 0 0  0.0427
1709309592.3378 0 1000 1000 839 214 0 0 0  0.0432
1709309592.3461 0 1000 1000 848 219 0 0 0  0.0435
1709309592.3540 0 1000 1000 844 204 0 0 0  0.0433
1709309592.3623 0 1000 1000 829 201 0 0 0  0.0429
1709309592.3707 0 1000 1000 839 208 0 0 0  0.0432
1709309592.3787 0 1000 1000 789 198 0 0 0  0.0420
1709309592.3864 0 1000 1000 793 175 0 0 0  0.0420
1709309592.3947 0 1000 1000 778 176 0 0 0  0.0416
1709309592.4025 0 1000 1000 753 163 0 0 0  0.0410
1709309592.4107 0 1000 1000 751 165 0 0 0  0.0409
1709309592.4179 0 1000 1000 753 171 0 0 0  0.0410
1709309592.4259 0 1000 1000 738 155 0 0 0  0.0405
1709309592.4353 0 1000 1000 711 138 0 0 0  0.0398
1709309592.4426 0 1000 1000 692 123 0 0 0  0.0390
1709309592.4503 0 1000 1000 663 92 0 0 0  0.0375
1709309592.4577 0 1000 1000 667 87 0 0 0  0.0377
1709309592.4659 0 1000 1000 638 89 0 0 0  0.0365
1709309592.4739 0 1000 1000 645 67 0 0 0  0.0368
1709309592.4824 0 1000 1000 638 64 0 0 0  0.0365
1709309592.4907 0 1000 1000 625 52 0 0 0  0.0360
1709309592.4977 0 1000 1000 625 54 0 0 0  0.0360
1709309592.5062 0 1000 1000 612 49 0 0 0  0.0355
1709309592.5146 43 1000 1000 616 38 0 0 0  0.0359
1709309592.5217 195 1000 1000 634 52 0 0 0  0.0376
1709309592.5301 141 1000 1000 623 41 0 0 0  0.0368
1709309592.5381 217 1000 1000 621 36 0 0 0  0.0373
1709309592.5461 271 1000 1000 599 19 0 0 0  0.0370
1709309592.5544 336 1000 1000 572 9 0 0 0  0.0369
1709309592.5617 467 1000 1000 577 4 0 0 0  0.0389
1709309592.5706 456 1000 1000 559 0 0 0 0  0.0383
1709309592.5778 315 1000 1000 555 0 0 0 0  0.0362
1709309592.5866 391 1000 1000 537 0 0 0 0  0.0367
1709309592.5944 467 1000 1000 566 9 0 0 0  0.0386
1709309592.6017 369 1000 1000 533 4 0 0 0  0.0363
1709309592.6102 456 1000 1000 515 0 0 0 0  0.0372
1709309592.6187 489 1000 1000 513 0 0 0 0  0.0378
1709309592.6260 500 1000 1000 522 0 0 0 0  0.0382
1709309592.6348 478 1000 1000 508 0 0 0 0  0.0374
1709309592.6427 554 1000 1000 517 0 0 0 0  0.0393
1709309592.6499 608 1000 1000 537 0 0 0 0  0.0414
1709309592.6582 739 1000 1000 552 0 0 0 0  0.0458
1709309592.6659 891 1000 1000 548 0 0 0 0  0.0457
1709309592.6752 891 1000 1000 564 0 0 0 0  0.0461
1709309592.6824 847 1000 1000 581 26 0 0 0  0.0466
1709309592.6907 717 1000 1000 568 13 0 0 0  0.0462
1709309592.6979 663 1000 1000 546 0 0 0 0  0.0437
1709309592.7062 521 1000 1000 500 0 0 0 0  0.0382
1709309592.7139 543 1000 1000 504 0 0 0 0  0.0388
1709309592.7221 543 1000 1000 524 0 0 0 0  0.0392
1709309592.7304 489 1000 1000 522 0 0 0 0  0.0380
1709309592.7388 510 1000 1000 506 0 0 0 0  0.0380
1709309592.7459 478 1000 1000 500 0 0 0 0  0.0373
1709309592.7541 423 1000 1000 491 0 0 0 0  0.0362
1709309592.7618 369 1000 1000 497 0 0 0 0  0.0355
1709309592.7708 391 1000 1000 521 0 0 0 0  0.0363
1709309592.7779 347 1000 1000 521 0 0 0 0  0.0358
1709309592.7864 293 1000 1000 544 0 0 0 0  0.0357
1709309592.7946 293 1000 1000 572 0 0 0 0  0.0364
1709309592.8018 217 1000 1000 553 0 0 0 0  0.0352
1709309592.8104 217 1000 1000 583 14 0 0 0  0.0360
1709309592.8186 195 1000 1000 594 28 0 0 0  0.0362
1709309592.8258 54 1000 1000 555 16 0 0 0  0.0341
1709309592.8353 130 1000 1000 581 21 0 0 0  0.0353
1709309592.8424 108 1000 1000 612 36 0 0 0  0.0362
1709309592.8507 10 1000 1000 628 42 0 0 0  0.0362
1709309592.8578 86 1000 1000 645 64 0 0 0  0.0373
1709309592.8664 0 1000 1000 674 71 0 0 0  0.0381
1709309592.8738 0 1000 1000 680 76 0 0 0  0.0384
1709309592.8820 0 1000 1000 691 94 0 0 0  0.0389
1709309592.8900 0 1000 1000 689 99 0 0 0  0.0388
1709309592.8984 0 1000 1000 718 112 0 0 0  0.0399
1709309592.9061 0 1000 1000 725 119 0 0 0  0.0401
1709309592.9144 0 1000 1000 758 148 0 0 0  0.0411
1709309592.9227 0 1000 1000 778 157 0 0 0  0.0416
1709309592.9307 0 1000 1000 762 168 0 0 0  0.0412
1709309592.9385 0 1000 1000 798 180 0 0 0  0.0421
1709309592.9466 0 1000 1000 829 211 0 0 0  0.0430
1709309592.9544 0 995 1000 829 214 0 0 0  0.0430
1709309592.9626 0 981 1000 848 238 0 0 0  0.0434
1709309592.9706 0 963 1000 881 264 0 0 0  0.0440
1709309592.9785 0 909 1000 912 299 0 0 0  0.0442
1709309592.9868 0 868 1000 941 330 0 0 0  0.0444
1709309592.9938 0 786 1000 965 343 0 0 0  0.0435
1709309593.0019 0 718 1000 970 361 0 0 0  0.0423
1709309593.0103 0 677 1000 1000 381 0 0 0  0.0414
1709309593.0179 0 613 1000 1000 404 0 0 0  0.0391
1709309593.0262 0 586 1000 1000 413 0 0 0  0.0383
1709309593.0355 0 504 1000 1000 438 0 0 0  0.0367
1709309593.0427 0 454 1000 1000 457 0 0 0  0.0360
1709309593.0505 0 340 949 1000 461 0 0 0  0.0337
1709309593.0580 0 281 917 1000 477 0 0 0  0.0328
1709309593.0662 0 259 899 1000 528 0 0 0  0.0334
1709309593.0740 0 186 840 1000 533 13 0 0  0.0318
1709309593.0824 0 86 796 1000 561 31 0 0  0.0312
1709309593.0907 0 90 776 1000 586 32 0 0  0.0315
1709309593.0978 0 72 760 1000 614 57 0 0  0.0320
1709309593.1065 0 27 712 1000 613 70 0 0  0.0307
1709309593.1148 0 0 678 1000 628 88 0 0  0.0298
1709309593.1227 0 0 671 1000 666 119 0 0  0.0310
1709309593.1310 0 0 625 1000 667 123 0 0  0.0292
1709309593.1378 0 0 605 1000 687 133 0 0  0.0295
1709309593.1468 0 0 591 1000 694 141 0 0  0.0294
1709309593.1540 0 0 552 1000 699 155 0 0  0.0286
1709309593.1624 0 0 529 1000 705 162 0 0  0.0282
1709309593.1703 0 0 525 1000 735 198 0 0  0.0291
1709309593.1781 0 0 502 1000 753 195 0 0  0.0291
1709309593.1863 0 0 520 1000 788 226 0 0  0.0305
1709309593.1941 0 0 520 1000 821 243 0 0  0.0314
1709309593.2024 0 0 490 1000 804 236 0 0  0.0304
1709309593.2097 0 0 479 1000 816 238 0 0  0.0305
1709309593.2187 0 0 481 1000 847 261 0 0  0.0314
1709309593.2262 0 0 452 1000 834 262 0 0  0.0305
1709309593.2351 0 0 433 985 831 272 0 0  0.0300
1709309593.2421 0 0 413 965 824 270 0 0  0.0292
1709309593.2506 0 0 385 941 829 262 0 0  0.0285
1709309593.2581 0 0 404 930 841 279 0 0  0.0289
1709309593.2662 0 0 385 941 838 287 0 0  0.0289
1709309593.2745 0 0 390 943 821 282 0 0  0.0285
1709309593.2819 0 0 358 921 821 280 0 0  0.0277
1709309593.2899 0 0 376 934 833 269 0 0  0.0284
1709309593.2985 0 0 390 946 839 287 0 0  0.0290
1709309593.3058 0 0 372 915 818 272 0 0  0.0276
1709309593.3140 0 0 374 921 826 266 0 0  0.0279
1709309593.3222 0 0 385 939 834 282 0 0  0.0287
1709309593.3304 0 0 360 917 814 270 0 0  0.0274
1709309593.3378 0 0 367 903 811 256 0 0  0.0271
1709309593.3460 0 0 376 925 811 259 0 0  0.0276
1709309593.3540 0 0 376 923 798 256 0 0  0.0272
1709309593.3617 0 0 399 943 798 239 0 0  0.0278
1709309593.3700 0 0 397 937 783 224 0 0  0.0272
1709309593.3782 0 0 394 915 771 249 0 0  0.0265
1709309593.3860 0 0 408 946 798 259 0 0  0.0281
1709309593.3953 0 0 424 985 813 266 0 0  0.0294
1709309593.4027 0 0 438 1000 811 251 0 0  0.0297
1709309593.4107 0 0 468 1000 803 252 0 0  0.0300
1709309593.4184 0 0 495 1000 821 236 0 0  0.0309
1709309593.4267 0 0 495 1000 793 220 0 0  0.0301
1709309593.4353 0 0 513 1000 793 210 0 0  0.0304
1709309593.4428 0 0 541 1000 783 206 0 0  0.0308
1709309593.4511 0 0 536 1000 742 195 0 0  0.0295
1709309593.4579 0 0 536 1000 730 172 0 0  0.0291
1709309593.4661 0 0 561 1000 720 160 0 0  0.0295
1709309593.4742 0 0 547 1000 725 157 0 0  0.0293
1709309593.4823 0 0 598 1000 730 175 0 0  0.0309
1709309593.4903 0 0 607 1000 722 146 0 0  0.0309
1709309593.4987 0 0 618 1000 710 128 0 0  0.0309
1709309593.5066 0 0 652 1000 689 128 0 0  0.0313
1709309593.5138 0 0 655 1000 679 131 0 0  0.0309
1709309593.5221 0 0 696 1000 676 110 0 0  0.0328
1709309593.5308 0 0 673 1000 651 98 0 0  0.0305
1709309593.5385 0 0 723 1000 661 106 0 0  0.0329
1709309593.5458 0 0 739 1000 656 73 0 0  0.0330
1709309593.5548 0 0 737 1000 634 65 0 0  0.0321
1709309593.5621 0 0 780 1000 613 57 0 0  0.0322
1709309593.5704 0 68 842 1000 609 49 0 0  0.0334
1709309593.5781 0 81 801 1000 595 26 0 0  0.0322
1709309593.5860 0 118 840 1000 570 18 0 0  0.0324
1709309593.5942 0 163 876 1000 547 9 0 0  0.0327
1709309593.6020 0 227 894 1000 510 0 0 0  0.0326
1709309593.6102 0 295 929 1000 492 0 0 0  0.0335
1709309593.6185 0 350 965 1000 494 0 0 0  0.0347
1709309593.6261 0 377 1000 1000 489 0 0 0  0.0355
1709309593.6351 0 454 1000 1000 477 0 0 0  0.0364
1709309593.6424 0 559 1000 1000 446 0 0 0  0.0381
1709309593.6507 0 604 1000 1000 428 0 0 0  0.0391
1709309593.6583 0 631 1000 1000 424 0 0 0  0.0400
1709309593.6667 0 722 1000 1000 411 0 0 0  0.0435
1709309593.6739 0 786 1000 1000 370 0 0 0  0.0443
1709309593.6823 0 836 1000 994 335 0 0 0  0.0447
1709309593.6901 0 918 1000 1000 335 0 0 0  0.0461
1709309593.6978 0 963 1000 983 319 0 0 0  0.0463
1709309593.7060 0 954 1000 925 287 0 0 0  0.0449
1709309593.7141 0 1000 1000 908 271 0 0 0  0.0450
1709309593.7218 0 1000 1000 904 256 0 0 0  0.0448
1709309593.7302 0 1000 1000 893 254 0 0 0  0.0446
1709309593.7381 0 1000 1000 903 234 0 0 0  0.0446
1709309593.7460 0 1000 1000 855 211 0 0 0  0.0436
1709309593.7562 0 1000 1000 815 195 0 0 0  0.0426
1709309593.7623 0 1000 1000 815 185 0 0 0  0.0426
1709309593.7705 0 1000 1000 787 175 0 0 0  0.0419
1709309593.7781 0 1000 1000 756 161 0 0 0  0.0410
1709309593.7867 0 1000 1000 764 157 0 0 0  0.0412
1709309593.7941 0 1000 1000 740 147 0 0 0  0.0406
1709309593.8022 0 1000 1000 703 110 0 0 0  0.0395
1709309593.8105 0 1000 1000 714 95 0 0 0  0.0398
1709309593.8188 0 1000 1000 705 95 0 0 0  0.0396
1709309593.8260 0 1000 1000 698 87 0 0 0  0.0393
1709309593.8352 0 1000 1000 691 74 0 0 0  0.0389
1709309593.8423 54 1000 1000 687 79 0 0 0  0.0390
1709309593.8498 43 1000 1000 681 74 0 0 0  0.0386
1709309593.8582 97 1000 1000 691 66 0 0 0  0.0395
1709309593.8664 86 1000 1000 692 71 0 0 0  0.0395
1709309593.8739 43 1000 1000 665 51 0 0 0  0.0379
1709309593.8822 108 1000 1000 669 52 0 0 0  0.0384
1709309593.8903 86 1000 1000 658 51 0 0 0  0.0378
1709309593.8986 163 1000 1000 658 62 0 0 0  0.0383
1709309593.9060 130 1000 1000 643 47 0 0 0  0.0375
1709309593.9148 130 1000 1000 641 39 0 0 0  0.0374
1709309593.9219 250 1000 1000 670 46 0 0 0  0.0396
1709309593.9301 86 1000 1000 648 33 0 0 0  0.0374
1709309593.9381 119 1000 1000 645 34 0 0 0  0.0375
1709309593.9459 163 1000 1000 667 47 0 0 0  0.0387
1709309593.9544 152 1000 1000 654 44 0 0 0  0.0381
1709309593.9625 184 1000 1000 658 41 0 0 0  0.0385
1709309593.9702 195 1000 1000 680 47 0 0 0  0.0396
1709309593.9779 97 1000 1000 639 41 0 0 0  0.0371
1709309593.9866 228 1000 1000 659 41 0 0 0  0.0389
1709309593.9942 141 1000 1000 648 34 0 0 0  0.0377
1709309594.0025 65 1000 1000 639 38 0 0 0  0.0369
1709309594.0103 119 1000 1000 643 46 0 0 0  0.0374
1709309594.0186 86 1000 1000 659 47 0 0 0  0.0379
1709309594.0258 32 1000 1000 669 57 0 0 0  0.0380
1709309594.0346 21 1000 1000 678 56 0 0 0  0.0384
1709309594.0418 86 1000 1000 689 59 0 0 0  0.0393
1709309594.0501 54 1000 1000 681 59 0 0 0  0.0387
1709309594.0580 43 1000 1000 670 59 0 0 0  0.0381
1709309594.0662 10 1000 1000 707 72 0 0 0  0.0397
1709309594.0743 0 1000 1000 711 80 0 0 0  0.0397
1709309594.0824 0 1000 1000 687 69 0 0 0  0.0387
1709309594.0903 0 1000 1000 696 77 0 0 0  0.0392
1709309594.0987 0 1000 1000 698 64 0 0 0  0.0393
1709309594.1066 0 1000 1000 709 82 0 0 0  0.0397
1709309594.1148 0 1000 1000 740 107 0 0 0  0.0405
1709309594.1221 0 1000 1000 736 100 0 0 0  0.0404
1709309594.1299 0 1000 1000 720 109 0 0 0  0.0400
1709309594.1378 0 1000 1000 742 119 0 0 0  0.0406
1709309594.1462 0 1000 1000 762 133 0 0 0  0.0411
1709309594.1541 0 1000 1000 771 135 0 0 0  0.0413
1709309594.1627 0 1000 1000 771 155 0 0 0  0.0414
1709309594.1702 0 1000 1000 809 180 0 0 0  0.0424
1709309594.1780 0 1000 1000 829 181 0 0 0  0.0428
1709309594.1860 0 1000 1000 833 185 0 0 0  0.0429
1709309594.1943 0 1000 1000 853 208 0 0 0  0.0435
1709309594.2023 0 1000 1000 859 218 0 0 0  0.0437
1709309594.2098 0 1000 1000 859 236 0 0 0  0.0438
1709309594.2181 0 1000 1000 897 261 0 0 0  0.0447
1709309594.2262 0 1000 1000 910 264 0 0 0  0.0450
1709309594.2352 0 1000 1000 932 287 0 0 0  0.0456
1709309594.2425 0 1000 1000 979 292 0 0 0  0.0464
1709309594.2503 0 1000 1000 967 305 0 0 0  0.0463
1709309594.2579 0 995 1000 987 342 0 0 0  0.0470
1709309594.2667 0 995 1000 1000 357 0 0 0  0.0474
1709309594.2739 0 940 1000 1000 353 0 0 0  0.0466
1709309594.2823 0 854 1000 1000 360 0 0 0  0.0454
1709309594.2903 0 786 1000 1000 381 0 0 0  0.0445
1709309594.2983 0 736 1000 1000 411 0 0 0  0.0439
1709309594.3066 0 672 1000 1000 419 0 0 0  0.0417
1709309594.3138 0 618 1000 1000 433 0 0 0  0.0397
1709309594.3223 0 613 1000 1000 461 0 0 0  0.0400
1709309594.3305 0 513 1000 1000 462 0 0 0  0.0373
1709309594.3386 0 481 1000 1000 482 0 0 0  0.0370
1709309594.3462 0 454 1000 1000 489 0 0 0  0.0366
1709309594.3545 0 413 1000 1000 500 0 0 0  0.0362
1709309594.3617 0 422 1000 1000 520 0 0 0  0.0368
1709309594.3699 0 368 1000 1000 535 0 0 0  0.0363
1709309594.3784 0 340 1000 1000 538 0 0 0  0.0361
1709309594.3866 0 322 974 1000 553 0 0 0  0.0359
1709309594.3940 0 259 963 1000 578 0 0 0  0.0357
1709309594.4022 0 186 924 1000 581 14 0 0  0.0346
1709309594.4104 0 140 901 1000 585 0 0 0  0.0341
1709309594.4182 0 122 899 1000 598 24 0 0  0.0343
1709309594.4265 0 150 908 1000 613 19 0 0  0.0351
1709309594.4344 0 104 867 1000 621 27 0 0  0.0345
1709309594.4422 0 40 856 1000 647 34 0 0  0.0350
1709309594.4505 0 27 840 1000 651 55 0 0  0.0348
1709309594.4578 0 27 840 1000 662 82 0 0  0.0353
1709309594.4657 0 54 851 1000 677 64 0 0  0.0363
1709309594.4755 0 9 833 1000 684 67 0 0  0.0362
1709309594.4818 0 0 810 1000 694 85 0 0  0.0363
1709309594.4906 0 0 799 1000 702 103 0 0  0.0365
1709309594.4978 0 0 769 1000 704 80 0 0  0.0359
1709309594.5062 0 0 757 1000 700 113 0 0  0.0356
1709309594.5143 0 0 751 1000 700 96 0 0  0.0354
1709309594.5226 0 0 751 1000 719 119 0 0  0.0360
1709309594.5298 0 0 739 1000 722 133 0 0  0.0358
1709309594.5387 0 0 728 1000 710 108 0 0  0.0352
1709309594.5460 0 0 723 1000 717 118 0 0  0.0353
1709309594.5543 0 0 714 1000 720 118 0 0  0.0352
1709309594.5623 0 0 705 1000 710 124 0 0  0.0347
1709309594.5704 0 0 698 1000 715 111 0 0  0.0346
1709309594.5778 0 0 689 1000 704 129 0 0  0.0338
1709309594.5867 0 0 703 1000 728 154 0 0  0.0352
1709309594.5940 0 0 705 1000 735 136 0 0  0.0354
1709309594.6024 0 0 687 1000 722 133 0 0  0.0342
1709309594.6102 0 0 705 1000 720 128 0 0  0.0350
1709309594.6185 0 0 705 1000 727 136 0 0  0.0352
1709309594.6260 0 0 689 1000 720 128 0 0  0.0343
1709309594.6347 0 0 687 1000 725 149 0 0  0.0343
1709309594.6419 0 0 714 1000 717 118 0 0  0.0351
1709309594.6502 0 0 732 1000 717 118 0 0  0.0355
1709309594.6579 0 0 716 1000 710 105 0 0  0.0350
1709309594.6662 0 0 739 1000 707 98 0 0  0.0354
1709309594.6744 0 0 764 1000 704 103 0 0  0.0358
1709309594.6821 0 0 787 1000 704 110 0 0  0.0363
1709309594.6899 0 13 805 1000 679 88 0 0  0.0354
1709309594.6983 0 86 831 1000 674 77 0 0  0.0359
1709309594.7059 0 163 844 1000 659 70 0 0  0.0358
1709309594.7141 0 231 867 1000 666 52 0 0  0.0370
1709309594.7224 0 350 933 1000 642 52 0 0  0.0384
1709309594.7305 0 377 949 1000 623 22 0 0  0.0382
1709309594.7385 0 272 920 1000 629 27 0 0  0.0368
1709309594.7467 0 168 910 1000 601 13 0 0  0.0349
1709309594.7545 0 181 917 1000 575 0 0 0  0.0343
1709309594.7627 0 213 968 1000 553 0 0 0  0.0347
1709309594.7700 0 295 993 1000 542 0 0 0  0.0356
1709309594.7777 0 322 1000 1000 527 0 0 0  0.0356
1709309594.7867 0 359 1000 1000 507 0 0 0  0.0356
1709309594.7937 0 445 1000 1000 477 0 0 0  0.0362
1709309594.8028 0 531 1000 1000 462 0 0 0  0.0377
1709309594.8099 0 636 1000 1000 421 0 0 0  0.0402
1709309594.8183 0 709 1000 1000 396 0 0 0  0.0430
1709309594.8263 0 759 1000 1000 366 0 0 0  0.0437
1709309594.8354 0 840 1000 979 332 0 0 0  0.0445
1709309594.8427 0 927 1000 968 322 0 0 0  0.0456
1709309594.8498 0 854 1000 936 294 0 0 0  0.0437
1709309594.8580 0 986 1000 910 274 0 0 0  0.0449
1709309594.8663 0 1000 1000 890 269 0 0 0  0.0447
1709309594.8744 0 1000 1000 872 231 0 0 0  0.0440
1709309594.8824 0 1000 1000 881 221 0 0 0  0.0441
1709309594.8904 0 1000 1000 868 214 0 0 0  0.0438
1709309594.8984 0 1000 1000 828 195 0 0 0  0.0429
1709309594.9057 0 1000 1000 795 176 0 0 0  0.0421
1709309594.9140 0 1000 1000 786 142 0 0 0  0.0417
1709309594.9219 0 1000 1000 776 150 0 0 0  0.0415
1709309594.9301 0 1000 1000 756 133 0 0 0  0.0410
1709309594.9381 0 1000 1000 723 105 0 0 0  0.0401
1709309594.9465 0 1000 1000 689 84 0 0 0  0.0388
1709309594.9543 21 1000 1000 667 64 0 0 0  0.0378
1709309594.9627 76 1000 1000 648 56 0 0 0  0.0373
1709309594.9705 163 1000 1000 617 26 0 0 0  0.0367
1709309594.9778 271 1000 1000 577 8 0 0 0  0.0364
1709309594.9862 326 1000 1000 566 0 0 0 0  0.0366
1709309594.9943 456 1000 1000 572 0 0 0 0  0.0386
1709309595.0028 510 1000 1000 531 0 0 0 0  0.0386
1709309595.0100 554 1000 1000 508 0 0 0 0  0.0391
1709309595.0181 619 1000 1000 508 0 0 0 0  0.0411
1709309595.0265 663 1000 1000 491 0 0 0 0  0.0425
1709309595.0346 684 1000 1000 478 0 0 0 0  0.0433
1709309595.0418 695 1000 1000 478 0 0 0 0  0.0439
1709309595.0505 760 1000 1000 451 0 0 0 0  0.0437
1709309595.0588 836 1000 1000 453 0 0 0 0  0.0437
1709309595.0657 793 1000 1000 466 0 0 0 0  0.0439
1709309595.0742 815 1000 1000 475 0 0 0 0  0.0441
1709309595.0817 902 1000 1000 449 0 0 0 0  0.0436
1709309595.0905 1000 1000 1000 457 0 0 0 0  0.0438
1709309595.0987 967 1000 1000 455 0 0 0 0  0.0437
1709309595.1058 945 1000 1000 440 0 0 0 0  0.0435
1709309595.1138 1000 1000 1000 462 0 0 0 0  0.0438
1709309595.1222 923 1000 1000 468 0 0 0 0  0.0440
1709309595.1306 902 1000 1000 457 0 0 0 0  0.0438
1709309595.1380 913 1000 1000 460 0 0 0 0  0.0438
1709309595.1462 880 1000 1000 464 0 0 0 0  0.0439
1709309595.1543 826 1000 1000 466 0 0 0 0  0.0439
1709309595.1623 739 1000 1000 473 0 0 0 0  0.0440
1709309595.1707 663 1000 1000 482 0 0 0 0  0.0423
1709309595.1785 608 1000 1000 495 0 0 0 0  0.0404
1709309595.1859 597 1000 1000 510 0 0 0 0  0.0404
1709309595.1948 532 1000 1000 530 0 0 0 0  0.0391
1709309595.2023 413 1000 1000 504 0 0 0 0  0.0363
1709309595.2103 336 1000 1000 548 0 0 0 0  0.0363
1709309595.2185 304 1000 1000 548 16 0 0 0  0.0359
1709309595.2259 184 1000 1000 550 9 0 0 0  0.0349
1709309595.2347 108 1000 1000 575 23 0 0 0  0.0350
1709309595.2424 43 1000 1000 590 29 0 0 0  0.0351
1709309595.2502 10 1000 1000 610 49 0 0 0  0.0355
1709309595.2581 0 1000 1000 634 62 0 0 0  0.0363
1709309595.2665 0 1000 1000 643 82 0 0 0  0.0367
1709309595.2738 0 1000 1000 680 104 0 0 0  0.0384
1709309595.2827 0 1000 1000 718 133 0 0 0  0.0400
1709309595.2905 0 1000 1000 742 135 0 0 0  0.0406
1709309595.2977 0 1000 1000 756 145 0 0 0  0.0410
1709309595.3058 0 1000 1000 784 155 0 0 0  0.0417
1709309595.3145 0 1000 1000 784 191 0 0 0  0.0419
1709309595.3219 0 1000 1000 793 208 0 0 0  0.0422
1709309595.3306 0 1000 1000 809 209 0 0 0  0.0425
1709309595.3384 0 927 1000 837 241 0 0 0  0.0424
1709309595.3467 0 886 1000 868 285 0 0 0  0.0428
1709309595.3545 0 827 1000 861 277 0 0 0  0.0416
1709309595.3627 0 786 1000 901 314 0 0 0  0.0420
1709309595.3698 0 722 1000 930 342 0 0 0  0.0415
1709309595.3783 0 690 1000 945 353 0 0 0  0.0408
1709309595.3862 0 627 1000 974 370 0 0 0  0.0387
1709309595.3944 0 613 1000 979 393 0 0 0  0.0386
1709309595.4021 0 540 1000 990 416 0 0 0  0.0370
1709309595.4103 0 427 984 1000 446 0 0 0  0.0352
1709309595.4185 0 372 963 1000 467 0 0 0  0.0344
1709309595.4266 0 336 931 1000 480 0 0 0  0.0337
1709309595.4345 0 304 920 1000 507 0 0 0  0.0337
1709309595.4419 0 254 915 1000 533 0 0 0  0.0337
1709309595.4508 0 186 876 1000 533 0 0 0  0.0325
1709309595.4580 0 159 874 1000 540 6 0 0  0.0325
1709309595.4668 0 163 867 1000 555 16 0 0  0.0328
1709309595.4738 0 90 842 1000 566 11 0 0  0.0322
1709309595.4832 0 95 833 1000 576 14 0 0  0.0324
1709309595.4907 0 81 847 1000 611 19 0 0  0.0337
1709309595.4979 0 104 851 1000 600 24 0 0  0.0335
1709309595.5066 0 95 840 1000 598 34 0 0  0.0332
1709309595.5146 0 72 824 1000 595 55 0 0  0.0327
1709309595.5223 0 36 799 1000 618 93 0 0  0.0328
1709309595.5310 0 9 767 1000 621 160 50 61  0.0322
1709309595.5387 0 0 739 1000 694 328 296 329  0.0349
1709309595.5465 0 0 748 1000 846 653 698 650  0.0484
1709309595.5569 0 9 737 1000 1000 960 914 764  0.0866
1709309595.5617 0 36 764 1000 1000 1000 945 768  0.0872
1709309595.5701 0 63 799 1000 1000 1000 945 762  0.0880
1709309595.5784 0 40 801 1000 1000 983 894 703  0.0880
1709309595.5867 0 54 805 1000 1000 934 808 613  0.0805
1709309595.5947 0 109 815 1000 1000 788 610 413  0.0627
1709309595.6018 0 63 771 1000 813 438 203 38  0.0412
1709309595.6102 0 81 783 1000 590 108 0 0  0.0317
1709309595.6180 0 177 856 1000 537 13 0 0  0.0322
1709309595.6264 0 231 858 1000 517 0 0 0  0.0321
1709309595.6346 0 236 894 1000 502 0 0 0  0.0325
1709309595.6424 0 245 929 1000 492 0 0 0  0.0330
1709309595.6505 0 340 952 1000 438 0 0 0  0.0334
1709309595.6578 0 440 1000 1000 429 0 0 0  0.0353
1709309595.6659 0 486 1000 1000 414 0 0 0  0.0359
1709309595.6743 0 568 1000 1000 395 0 0 0  0.0375
1709309595.6817 0 659 1000 996 366 0 0 0  0.0403
1709309595.6902 0 768 1000 987 352 0 0 0  0.0436
1709309595.6984 0 918 1000 956 320 0 0 0  0.0453
1709309595.7067 0 959 1000 899 271 0 0 0  0.0443
1709309595.7145 0 1000 1000 884 252 0 0 0  0.0444
1709309595.7227 0 1000 1000 866 238 0 0 0  0.0440
1709309595.7299 0 1000 1000 795 191 0 0 0  0.0421
1709309595.7382 0 1000 1000 776 178 0 0 0  0.0416
1709309595.7458 0 1000 1000 758 155 0 0 0  0.0411
1709309595.7542 0 1000 1000 703 115 0 0 0  0.0395
1709309595.7619 0 1000 1000 702 107 0 0 0  0.0395
